TRACER 27459
RTT 1790328442.746 1.482
RTT 1790328442.995 0.268
RTT 1790328443.245 0.113
RTT 1790328443.495 0.448
RTT 1790328443.745 0.084
RTT 1790328444.000 4.810
RTT 1790328444.247 1.782
RTT 1790328444.498 2.988
RTT 1790328444.749 3.275
RTT 1790328444.999 3.817
RTT 1790328445.251 4.850
RTT 1790328445.497 0.233
RTT 1790328445.752 5.210
RTT 1790328445.999 2.103
RTT 1790328446.250 2.967
RTT 1790328446.498 1.711
RTT 1790328446.747 0.092
RTT 1790328446.997 0.082
RTT 1790328447.252 5.040
RTT 1790328447.497 0.040
RTT 1790328447.759 12.041
RTT 1790328447.999 1.658
RTT 1790328448.254 6.653
RTT 1790328448.498 0.071
RTT 1790328448.748 0.051
RTT 1790328448.999 0.464
RTT 1790328449.249 0.734
RTT 1790328449.499 0.198
RTT 1790328449.749 0.041
RTT 1790328449.999 0.063
RTT 1790328450.249 0.042
RTT 1790328450.505 5.897
RTT 1790328450.753 3.495
RTT 1790328451.003 4.003
RTT 1790328451.252 2.427
RTT 1790328451.500 0.138
RTT 1790328451.751 0.363
RTT 1790328452.001 0.148
RTT 1790328452.251 0.045
RTT 1790328452.501 0.081
RTT 1790328452.751 0.541
RTT 1790328453.003 2.177
RTT 1790328453.252 1.305
RTT 1790328453.503 1.456
RTT 1790328453.751 0.043
RTT 1790328454.002 0.141
RTT 1790328454.258 6.815
RTT 1790328454.507 5.064
RTT 1790328454.754 1.629
RTT 1790328455.002 0.084
RTT 1790328455.256 3.832
RTT 1790328455.513 10.299
RTT 1790328455.757 4.587
RTT 1790328456.007 4.768
RTT 1790328456.255 2.442
RTT 1790328456.504 1.321
RTT 1790328456.757 3.800
RTT 1790328457.006 3.374
RTT 1790328457.253 0.221
RTT 1790328457.503 0.063
RTT 1790328457.758 4.395
RTT 1790328458.007 3.644
RTT 1790328458.257 3.649
RTT 1790328458.506 2.852
RTT 1790328458.760 6.122
RTT 1790328459.008 4.117
RTT 1790328459.254 0.048
RTT 1790328459.509 4.881
RTT 1790328459.757 3.007
RTT 1790328460.005 0.163
RTT 1790328460.258 3.046
RTT 1790328460.505 0.065
RTT 1790328460.762 6.749
RTT 1790328461.006 0.741
RTT 1790328461.261 5.289
RTT 1790328461.506 0.081
RTT 1790328461.761 4.540
RTT 1790328462.010 3.790
RTT 1790328462.260 2.827
RTT 1790328462.508 1.364
RTT 1790328462.759 1.837
RTT 1790328463.012 4.451
RTT 1790328463.257 0.140
RTT 1790328463.507 0.146
RTT 1790328463.757 0.093
RTT 1790328464.013 5.544
RTT 1790328464.260 2.294
RTT 1790328464.511 0.057
RTT 1790328464.761 0.514
RTT 1790328465.016 5.304
RTT 1790328465.265 4.571
RTT 1790328465.512 0.821
RTT 1790328465.762 0.611
RTT 1790328466.013 2.224
RTT 1790328466.264 2.265
RTT 1790328466.512 0.427
RTT 1790328466.767 4.940
RTT 1790328467.017 4.603
RTT 1790328467.263 0.102
RTT 1790328467.513 0.068
RTT 1790328467.763 0.062
RTT 1790328468.013 0.095
RTT 1790328468.265 1.889
RTT 1790328468.518 4.661
RTT 1790328468.769 5.660
RTT 1790328469.015 1.302
RTT 1790328469.264 0.828
RTT 1790328469.514 0.071
RTT 1790328469.765 0.937
RTT 1790328470.014 0.135
RTT 1790328470.268 4.215
RTT 1790328470.520 6.121
RTT 1790328470.764 0.523
RTT 1790328471.016 1.099
RTT 1790328471.268 3.568
RTT 1790328471.519 3.716
RTT 1790328471.765 0.097
RTT 1790328472.016 0.697
RTT 1790328472.268 3.417
RTT 1790328472.520 5.166
RTT 1790328472.774 8.312
RTT 1790328473.019 3.544
RTT 1790328473.267 1.132
RTT 1790328473.518 1.804
RTT 1790328473.768 2.153
RTT 1790328474.016 0.080
RTT 1790328474.269 3.380
RTT 1790328474.519 2.373
RTT 1790328474.769 2.991
RTT 1790328475.017 0.308
RTT 1790328475.271 4.001
RTT 1790328475.522 5.015
RTT 1790328475.768 1.206
RTT 1790328476.018 1.042
RTT 1790328476.268 0.796
RTT 1790328476.520 2.957
RTT 1790328476.768 0.373
RTT 1790328477.017 0.120
RTT 1790328477.272 4.265
RTT 1790328477.519 1.403
RTT 1790328477.769 1.508
RTT 1790328478.018 0.546
RTT 1790328478.277 7.623
RTT 1790328478.528 8.998
RTT 1790328478.769 0.058
RTT 1790328479.019 0.062
RTT 1790328479.269 0.059
RTT 1790328479.520 0.076
RTT 1790328479.770 0.188
RTT 1790328480.020 0.257
RTT 1790328480.272 2.463
RTT 1790328480.524 3.944
RTT 1790328480.778 7.785
RTT 1790328481.024 3.900
RTT 1790328481.275 4.443
RTT 1790328481.521 0.751
RTT 1790328481.774 3.728
RTT 1790328482.021 0.360
RTT 1790328482.274 2.580
RTT 1790328482.528 0.305
RTT 1790328482.784 2.993
RTT 1790328483.032 0.651
RTT 1790328483.286 4.017
RTT 1790328483.532 0.544
RTT 1790328483.787 5.531
RTT 1790328484.034 1.650
RTT 1790328484.287 5.409
RTT 1790328484.532 0.133
RTT 1790328484.785 2.353
RTT 1790328485.033 0.036
RTT 1790328485.286 2.850
RTT 1790328485.537 4.088
RTT 1790328485.786 3.346
RTT 1790328486.036 2.504
RTT 1790328486.287 4.015
RTT 1790328486.537 3.823
RTT 1790328486.784 0.602
RTT 1790328487.034 0.733
RTT 1790328487.286 2.623
RTT 1790328487.534 0.378
RTT 1790328487.786 1.872
RTT 1790328488.034 0.058
RTT 1790328488.284 0.156
RTT 1790328488.537 2.271
RTT 1790328488.785 0.175
RTT 1790328489.035 0.076
RTT 1790328489.288 3.411
RTT 1790328489.535 0.629
RTT 1790328489.785 0.511
RTT 1790328490.036 0.503
RTT 1790328490.288 2.824
RTT 1790328490.536 0.294
RTT 1790328490.792 6.623
RTT 1790328491.039 3.722
RTT 1790328491.286 0.296
RTT 1790328491.536 0.203
RTT 1790328491.786 0.043
RTT 1790328492.036 0.070
RTT 1790328492.290 3.504
RTT 1790328492.539 3.100
RTT 1790328492.787 1.102
RTT 1790328493.037 0.625
RTT 1790328493.287 0.083
RTT 1790328493.541 3.983
RTT 1790328493.787 0.103
RTT 1790328494.042 4.660
RTT 1790328494.289 1.866
RTT 1790328494.537 0.062
RTT 1790328494.788 0.431
RTT 1790328495.038 0.854
RTT 1790328495.287 0.091
RTT 1790328495.540 0.076
RTT 1790328495.790 0.075
RTT 1790328496.041 0.856
RTT 1790328496.290 0.076
RTT 1790328496.540 0.061
RTT 1790328496.792 1.588
RTT 1790328497.041 0.197
RTT 1790328497.296 5.067
RTT 1790328497.543 2.317
RTT 1790328497.791 0.066
RTT 1790328498.043 2.076
RTT 1790328498.292 0.079
RTT 1790328498.545 3.108
RTT 1790328498.796 4.564
RTT 1790328499.043 1.100
RTT 1790328499.292 0.239
RTT 1790328499.546 3.537
RTT 1790328499.794 1.601
RTT 1790328500.045 2.802
RTT 1790328500.293 0.066
RTT 1790328500.547 4.704
RTT 1790328500.793 0.403
RTT 1790328501.052 9.214
RTT 1790328501.300 6.795
RTT 1790328501.546 3.077
RTT 1790328501.797 4.198
RTT 1790328502.048 4.920
RTT 1790328502.293 0.143
RTT 1790328502.544 0.133
RTT 1790328502.794 0.051
RTT 1790328503.048 4.159
RTT 1790328503.294 0.085
RTT 1790328503.546 1.899
RTT 1790328503.797 1.927
RTT 1790328504.050 4.009
RTT 1790328504.300 3.986
RTT 1790328504.548 1.718
RTT 1790328504.798 2.408
RTT 1790328505.052 6.130
RTT 1790328505.300 3.788
RTT 1790328505.548 1.114
RTT 1790328505.800 2.997
RTT 1790328506.050 3.269
RTT 1790328506.300 2.842
RTT 1790328506.552 4.781
RTT 1790328506.801 3.964
RTT 1790328507.055 5.192
RTT 1790328507.303 2.523
RTT 1790328507.553 2.209
RTT 1790328507.800 0.091
RTT 1790328508.054 1.281
RTT 1790328508.307 4.143
RTT 1790328508.557 2.975
RTT 1790328508.807 3.143
RTT 1790328509.054 0.213
RTT 1790328509.307 3.113
RTT 1790328509.555 0.360
RTT 1790328509.807 2.812
RTT 1790328510.055 0.758
RTT 1790328510.309 4.069
RTT 1790328510.556 0.326
RTT 1790328510.808 2.487
RTT 1790328511.058 2.466
RTT 1790328511.313 6.600
RTT 1790328511.558 1.974
RTT 1790328511.812 6.020
RTT 1790328512.059 2.614
RTT 1790328512.318 11.293
RTT 1790328512.557 0.075
RTT 1790328512.812 5.096
RTT 1790328513.060 3.402
RTT 1790328513.307 0.251
RTT 1790328513.559 1.347
RTT 1790328513.807 0.049
RTT 1790328514.061 2.070
RTT 1790328514.321 11.828
RTT 1790328514.562 2.643
RTT 1790328514.812 2.872
RTT 1790328515.064 4.592
RTT 1790328515.311 1.815
RTT 1790328515.562 2.719
RTT 1790328515.810 0.451
RTT 1790328516.065 4.933
RTT 1790328516.310 0.304
RTT 1790328516.562 1.602
RTT 1790328516.815 5.206
RTT 1790328517.062 1.691
RTT 1790328517.311 0.204
RTT 1790328517.561 0.289
RTT 1790328517.815 3.766
RTT 1790328518.061 0.121
RTT 1790328518.315 3.958
RTT 1790328518.568 6.667
RTT 1790328518.814 2.871
RTT 1790328519.063 1.666
RTT 1790328519.314 2.673
RTT 1790328519.562 0.186
RTT 1790328519.815 2.494
RTT 1790328520.064 1.910
RTT 1790328520.313 0.790
RTT 1790328520.565 2.726
RTT 1790328520.813 0.333
RTT 1790328521.066 3.334
RTT 1790328521.315 1.991
RTT 1790328521.572 8.679
RTT 1790328521.819 5.607
RTT 1790328522.068 4.455
RTT 1790328522.314 0.136
RTT 1790328522.564 0.327
RTT 1790328522.820 5.433
RTT 1790328523.065 0.644
RTT 1790328523.315 0.123
RTT 1790328523.569 4.491
RTT 1790328523.818 2.922
RTT 1790328524.066 1.444
RTT 1790328524.315 0.139
RTT 1790328524.568 3.230
RTT 1790328524.816 0.225
RTT 1790328525.066 0.662
RTT 1790328525.320 4.874
RTT 1790328525.568 2.381
RTT 1790328525.820 4.098
RTT 1790328526.067 0.534
RTT 1790328526.320 3.814
RTT 1790328526.570 3.936
RTT 1790328526.821 4.378
RTT 1790328527.067 0.184
RTT 1790328527.317 0.099
RTT 1790328527.570 3.078
RTT 1790328527.818 1.434
RTT 1790328528.069 2.281
RTT 1790328528.319 1.447
RTT 1790328528.568 0.189
RTT 1790328528.819 1.339
RTT 1790328529.069 0.900
RTT 1790328529.320 2.164
RTT 1790328529.569 0.205
RTT 1790328529.819 0.163
RTT 1790328530.072 3.275
RTT 1790328530.321 2.483
RTT 1790328530.574 4.794
RTT 1790328530.819 0.220
RTT 1790328531.070 0.328
RTT 1790328531.322 2.425
RTT 1790328531.573 3.144
RTT 1790328531.821 1.657
RTT 1790328532.072 2.104
RTT 1790328532.320 0.099
RTT 1790328532.572 1.903
RTT 1790328532.820 0.159
RTT 1790328533.075 4.530
RTT 1790328533.324 3.265
RTT 1790328533.571 0.190
RTT 1790328533.825 4.347
RTT 1790328534.071 0.097
RTT 1790328534.328 6.607
RTT 1790328534.573 1.192
RTT 1790328534.822 0.114
RTT 1790328535.072 0.160
RTT 1790328535.322 0.120
RTT 1790328535.573 0.284
RTT 1790328535.824 1.761
RTT 1790328536.076 3.245
RTT 1790328536.323 0.518
RTT 1790328536.573 0.104
RTT 1790328536.823 0.207
RTT 1790328537.074 0.302
RTT 1790328537.324 0.144
RTT 1790328537.579 5.016
RTT 1790328537.826 2.514
RTT 1790328538.078 4.299
RTT 1790328538.328 3.917
RTT 1790328538.574 0.300
RTT 1790328538.825 0.101
RTT 1790328539.075 0.089
RTT 1790328539.326 1.056
RTT 1790328539.577 2.256
RTT 1790328539.828 2.521
RTT 1790328540.077 1.832
RTT 1790328540.326 0.173
RTT 1790328540.576 0.136
RTT 1790328540.830 4.086
RTT 1790328541.078 2.016
RTT 1790328541.332 5.305
RTT 1790328541.579 2.048
RTT 1790328541.827 0.051
RTT 1790328542.079 1.530
RTT 1790328542.331 3.925
RTT 1790328542.580 2.679
RTT 1790328542.828 0.334
RTT 1790328543.078 0.192
RTT 1790328543.331 3.182
RTT 1790328543.580 1.759
RTT 1790328543.831 2.551
RTT 1790328544.084 5.836
RTT 1790328544.330 1.803
RTT 1790328544.579 0.215
RTT 1790328544.834 4.908
RTT 1790328545.081 2.063
RTT 1790328545.331 1.521
RTT 1790328545.584 4.638
RTT 1790328545.831 1.693
RTT 1790328546.080 0.208
RTT 1790328546.330 0.255
RTT 1790328546.580 0.107
RTT 1790328546.832 1.784
RTT 1790328547.082 1.466
RTT 1790328547.335 4.715
RTT 1790328547.583 1.955
RTT 1790328547.831 0.213
RTT 1790328548.088 7.281
RTT 1790328548.334 2.781
RTT 1790328548.582 0.557
RTT 1790328548.834 2.375
RTT 1790328549.084 2.492
RTT 1790328549.333 0.112
RTT 1790328549.584 1.339
RTT 1790328549.838 5.202
RTT 1790328550.085 1.121
RTT 1790328550.334 0.124
RTT 1790328550.584 0.172
RTT 1790328550.834 0.121
RTT 1790328551.089 4.398
RTT 1790328551.338 3.790
RTT 1790328551.585 0.793
RTT 1790328551.837 2.149
RTT 1790328552.085 0.127
RTT 1790328552.335 0.242
RTT 1790328552.585 0.183
RTT 1790328552.838 2.807
RTT 1790328553.086 0.191
RTT 1790328553.336 0.575
RTT 1790328553.586 0.177
RTT 1790328553.836 0.193
RTT 1790328554.086 0.145
RTT 1790328554.336 0.125
RTT 1790328554.589 2.518
RTT 1790328554.839 2.051
RTT 1790328555.089 2.266
RTT 1790328555.337 0.284
RTT 1790328555.587 0.095
RTT 1790328555.838 0.451
RTT 1790328556.090 2.998
RTT 1790328556.342 4.723
RTT 1790328556.592 4.160
RTT 1790328556.838 0.323
RTT 1790328557.091 2.487
RTT 1790328557.340 1.563
RTT 1790328557.592 3.437
RTT 1790328557.844 5.291
RTT 1790328558.089 0.118
RTT 1790328558.341 1.960
RTT 1790328558.593 4.172
RTT 1790328558.840 0.465
RTT 1790328559.092 2.385
RTT 1790328559.340 0.379
RTT 1790328559.591 1.075
RTT 1790328559.842 2.137
RTT 1790328560.094 4.035
RTT 1790328560.341 0.223
RTT 1790328560.591 0.140
RTT 1790328560.845 3.879
RTT 1790328561.093 1.992
RTT 1790328561.342 0.992
RTT 1790328561.595 4.119
RTT 1790328561.841 0.209
RTT 1790328562.092 0.205
RTT 1790328562.344 2.403
RTT 1790328562.596 4.103
RTT 1790328562.844 2.081
RTT 1790328563.092 0.130
RTT 1790328563.347 4.609
RTT 1790328563.593 0.200
RTT 1790328563.847 4.704
RTT 1790328564.096 3.399
RTT 1790328564.344 1.397
RTT 1790328564.597 3.725
RTT 1790328564.844 0.956
RTT 1790328565.093 0.211
RTT 1790328565.344 0.185
RTT 1790328565.599 5.788
RTT 1790328565.845 1.395
RTT 1790328566.096 2.153
RTT 1790328566.348 3.669
RTT 1790328566.597 3.259
RTT 1790328566.847 2.565
RTT 1790328567.100 5.787
RTT 1790328567.345 0.211
RTT 1790328567.603 8.133
RTT 1790328567.850 4.881
RTT 1790328568.095 0.252
RTT 1790328568.345 0.277
RTT 1790328568.600 4.853
RTT 1790328568.847 1.680
RTT 1790328569.096 0.512
RTT 1790328569.347 0.263
RTT 1790328569.597 0.128
RTT 1790328569.850 3.793
RTT 1790328570.100 3.389
RTT 1790328570.347 0.248
RTT 1790328570.597 0.110
RTT 1790328570.847 0.102
RTT 1790328571.104 6.182
RTT 1790328571.351 3.284
RTT 1790328571.598 0.185
RTT 1790328571.848 0.181
RTT 1790328572.098 0.161
RTT 1790328572.348 0.116
RTT 1790328572.599 0.317
RTT 1790328572.856 7.346
RTT 1790328573.107 8.391
RTT 1790328573.351 0.117
RTT 1790328573.601 0.241
RTT 1790328573.852 0.195
RTT 1790328574.102 0.256
RTT 1790328574.352 0.113
RTT 1790328574.602 0.215
RTT 1790328574.852 0.100
RTT 1790328575.102 0.126
RTT 1790328575.353 0.295
RTT 1790328575.603 0.108
RTT 1790328575.853 0.260
RTT 1790328576.104 0.322
RTT 1790328576.354 0.294
RTT 1790328576.604 0.359
RTT 1790328576.854 0.104
RTT 1790328577.104 0.165
RTT 1790328577.355 0.200
RTT 1790328577.605 0.308
RTT 1790328577.855 0.274
RTT 1790328578.105 0.144
RTT 1790328578.356 0.246
RTT 1790328578.606 0.340
RTT 1790328578.856 0.167
RTT 1790328579.106 0.368
RTT 1790328579.356 0.180
RTT 1790328579.607 0.337
RTT 1790328579.857 0.255
RTT 1790328580.107 0.437
RTT 1790328580.357 0.149
RTT 1790328580.608 0.355
RTT 1790328580.857 0.081
RTT 1790328581.108 0.418
RTT 1790328581.358 0.107
RTT 1790328581.608 0.110
RTT 1790328581.858 0.298
RTT 1790328582.109 0.212
RTT 1790328582.359 0.199
RTT 1790328582.609 0.457
RTT 1790328582.859 0.301
RTT 1790328583.109 0.218
RTT 1790328583.359 0.104
RTT 1790328583.610 0.346
RTT 1790328583.860 0.246
RTT 1790328584.110 0.271
RTT 1790328584.361 1.187
RTT 1790328584.610 0.168
RTT 1790328584.861 0.164
RTT 1790328585.111 0.142
RTT 1790328585.361 0.175
RTT 1790328585.611 0.230
RTT 1790328585.862 0.600
RTT 1790328586.111 0.137
RTT 1790328586.361 0.083
RTT 1790328586.612 0.150
RTT 1790328586.862 0.125
RTT 1790328587.112 0.103
RTT 1790328587.362 0.140
RTT 1790328587.612 0.103
RTT 1790328587.862 0.173
RTT 1790328588.112 0.102
RTT 1790328588.362 0.110
RTT 1790328588.613 0.301
RTT 1790328588.863 0.083
RTT 1790328589.113 0.173
RTT 1790328589.363 0.239
RTT 1790328589.613 0.131
RTT 1790328589.864 0.929
RTT 1790328590.114 0.091
RTT 1790328590.364 0.180
RTT 1790328590.614 0.216
RTT 1790328590.864 0.110
RTT 1790328591.114 0.142
RTT 1790328591.364 0.099
RTT 1790328591.614 0.080
RTT 1790328591.865 0.324
RTT 1790328592.115 0.204
RTT 1790328592.366 1.146
RTT 1790328592.615 0.195
RTT 1790328592.866 0.340
RTT 1790328593.116 0.308
RTT 1790328593.366 0.114
RTT 1790328593.617 0.309
RTT 1790328593.867 0.427
RTT_DEAD 1790328594.117
