TRACER 29525
RTT 1790356572.176 0.250
RTT 1790356572.426 0.278
RTT 1790356572.676 0.114
RTT 1790356572.926 0.194
RTT 1790356573.176 0.081
RTT 1790356573.427 0.073
RTT 1790356573.677 0.141
RTT 1790356573.927 0.331
RTT 1790356574.177 0.089
RTT 1790356574.427 0.071
RTT 1790356574.677 0.210
RTT 1790356574.928 0.177
RTT 1790356575.178 0.105
RTT 1790356575.428 0.497
RTT 1790356575.678 0.389
RTT 1790356575.929 0.228
RTT 1790356576.179 0.146
RTT 1790356576.429 0.084
RTT 1790356576.679 0.231
RTT 1790356576.929 0.086
RTT 1790356577.181 2.113
RTT 1790356577.429 0.087
RTT 1790356577.679 0.077
RTT 1790356577.929 0.090
RTT 1790356578.180 0.080
RTT 1790356578.430 0.108
RTT 1790356578.680 0.092
RTT 1790356578.930 0.129
RTT 1790356579.182 2.434
RTT 1790356579.430 0.225
RTT 1790356579.682 0.086
RTT 1790356579.932 0.086
RTT 1790356580.182 0.099
RTT 1790356580.433 0.152
RTT 1790356580.683 0.089
RTT 1790356580.933 0.067
RTT 1790356581.183 0.074
RTT 1790356581.433 0.092
RTT 1790356581.683 0.079
RTT 1790356581.933 0.212
RTT 1790356582.183 0.094
RTT 1790356582.434 0.103
RTT 1790356582.684 0.076
RTT 1790356582.934 0.100
RTT 1790356583.184 0.098
RTT 1790356583.435 0.180
RTT 1790356583.685 0.073
RTT 1790356583.935 0.105
RTT 1790356584.186 0.393
RTT 1790356584.435 0.069
RTT 1790356584.686 0.099
RTT 1790356584.936 0.091
RTT 1790356585.186 0.070
RTT 1790356585.436 0.100
RTT 1790356585.686 0.073
RTT 1790356585.936 0.082
RTT 1790356586.186 0.087
RTT 1790356586.439 2.267
RTT 1790356586.687 0.161
RTT 1790356586.937 0.094
RTT 1790356587.187 0.075
RTT 1790356587.437 0.317
RTT 1790356587.687 0.133
RTT 1790356587.937 0.092
RTT 1790356588.188 0.298
RTT 1790356588.439 0.401
RTT 1790356588.689 0.313
RTT 1790356588.939 0.100
RTT 1790356589.189 0.206
RTT 1790356589.441 1.065
RTT 1790356589.690 0.085
RTT 1790356589.940 0.164
RTT 1790356590.190 0.117
RTT 1790356590.440 0.098
RTT 1790356590.691 0.089
RTT 1790356590.941 0.111
RTT 1790356591.191 0.082
RTT 1790356591.441 0.081
RTT 1790356591.691 0.062
RTT 1790356591.941 0.124
RTT 1790356592.191 0.078
RTT 1790356592.442 0.088
RTT 1790356592.692 0.129
RTT 1790356592.942 0.111
RTT 1790356593.193 0.703
RTT 1790356593.442 0.113
RTT 1790356593.693 0.066
RTT 1790356593.943 0.107
RTT 1790356594.193 0.212
RTT 1790356594.443 0.078
RTT 1790356594.693 0.110
RTT 1790356594.944 0.572
RTT 1790356595.194 0.187
RTT 1790356595.446 2.238
RTT 1790356595.694 0.098
RTT 1790356595.944 0.129
RTT 1790356596.194 0.134
RTT 1790356596.444 0.097
RTT 1790356596.694 0.135
RTT 1790356596.944 0.094
RTT 1790356597.195 0.112
RTT 1790356597.445 0.063
RTT 1790356597.695 0.602
RTT 1790356597.945 0.082
RTT 1790356598.195 0.380
RTT 1790356598.445 0.179
RTT 1790356598.696 0.112
RTT 1790356598.946 0.283
RTT 1790356599.196 0.140
RTT 1790356599.446 0.117
RTT 1790356599.696 0.180
RTT 1790356599.946 0.088
RTT 1790356600.196 0.084
RTT 1790356600.447 0.093
RTT 1790356600.697 0.100
RTT 1790356600.947 0.100
RTT 1790356601.201 3.566
RTT 1790356601.447 0.075
RTT 1790356601.697 0.083
RTT 1790356601.948 0.134
RTT 1790356602.198 0.084
RTT 1790356602.448 0.126
RTT 1790356602.698 0.336
RTT 1790356602.948 0.172
RTT 1790356603.198 0.082
RTT 1790356603.448 0.093
RTT 1790356603.699 0.102
RTT 1790356603.949 0.092
RTT 1790356604.199 0.106
RTT 1790356604.449 0.098
RTT 1790356604.700 0.094
RTT 1790356604.950 0.096
RTT 1790356605.200 0.152
RTT 1790356605.450 0.107
RTT 1790356605.700 0.114
RTT 1790356605.951 0.154
RTT 1790356606.202 1.149
RTT 1790356606.451 0.174
RTT 1790356606.701 0.125
RTT 1790356606.952 0.311
RTT 1790356607.202 0.097
RTT 1790356607.452 0.100
RTT 1790356607.702 0.129
RTT 1790356607.952 0.088
RTT 1790356608.203 0.144
RTT 1790356608.453 0.604
RTT 1790356608.703 0.098
RTT 1790356608.953 0.119
RTT 1790356609.204 0.684
RTT 1790356609.455 1.054
RTT 1790356609.706 1.661
RTT 1790356609.955 0.111
RTT 1790356610.205 0.092
RTT 1790356610.455 0.084
RTT 1790356610.706 1.347
RTT 1790356610.956 0.437
RTT 1790356611.206 0.960
RTT 1790356611.456 0.162
RTT 1790356611.706 0.087
RTT 1790356611.956 0.399
RTT 1790356612.206 0.098
RTT 1790356612.456 0.078
RTT 1790356612.706 0.069
RTT 1790356612.957 0.106
RTT 1790356613.207 0.096
RTT 1790356613.460 3.090
RTT 1790356613.709 1.612
RTT 1790356613.958 0.491
RTT 1790356614.208 0.192
RTT 1790356614.458 0.083
RTT 1790356614.708 0.073
RTT 1790356614.960 1.170
RTT 1790356615.209 0.084
RTT 1790356615.459 0.091
RTT 1790356615.709 0.075
RTT 1790356615.960 0.570
RTT 1790356616.210 0.491
RTT 1790356616.460 0.298
RTT 1790356616.710 0.084
RTT 1790356616.960 0.152
RTT 1790356617.210 0.122
RTT 1790356617.460 0.087
RTT 1790356617.710 0.067
RTT 1790356617.962 1.507
RTT 1790356618.211 0.150
RTT 1790356618.461 0.084
RTT 1790356618.711 0.250
RTT 1790356618.961 0.328
RTT 1790356619.211 0.100
RTT 1790356619.461 0.080
RTT 1790356619.712 0.081
RTT 1790356619.962 0.117
RTT 1790356620.212 0.098
RTT 1790356620.462 0.080
RTT 1790356620.713 0.081
RTT 1790356620.963 0.094
RTT 1790356621.213 0.067
RTT 1790356621.463 0.069
RTT 1790356621.713 0.290
RTT 1790356621.963 0.091
RTT 1790356622.214 0.095
RTT 1790356622.464 0.102
RTT 1790356622.714 0.181
RTT 1790356622.965 1.152
RTT 1790356623.214 0.082
RTT 1790356623.465 1.033
RTT 1790356623.715 0.098
RTT 1790356623.965 0.114
RTT 1790356624.215 0.102
RTT 1790356624.466 0.091
RTT 1790356624.716 0.115
RTT 1790356624.966 0.076
RTT 1790356625.216 0.074
RTT 1790356625.466 0.067
RTT 1790356625.717 0.066
RTT 1790356625.967 0.103
RTT 1790356626.217 0.095
RTT 1790356626.467 0.117
RTT 1790356626.718 0.089
RTT 1790356626.968 0.082
RTT 1790356627.219 1.061
RTT 1790356627.468 0.099
RTT 1790356627.719 0.383
RTT 1790356627.968 0.072
RTT 1790356628.219 0.183
RTT 1790356628.469 0.084
RTT 1790356628.719 0.166
RTT 1790356628.969 0.157
RTT 1790356629.219 0.094
RTT 1790356629.470 0.077
RTT 1790356629.720 0.062
RTT 1790356629.970 0.182
RTT 1790356630.221 0.214
RTT 1790356630.471 0.080
RTT 1790356630.721 0.061
RTT 1790356630.971 0.108
RTT 1790356631.221 0.088
RTT 1790356631.471 0.088
RTT 1790356631.722 0.067
RTT 1790356631.972 0.066
RTT 1790356632.222 0.090
RTT 1790356632.472 0.167
RTT 1790356632.723 0.215
RTT 1790356632.973 0.084
RTT 1790356633.223 0.095
RTT 1790356633.473 0.093
RTT 1790356633.723 0.272
RTT 1790356633.973 0.088
RTT 1790356634.223 0.130
RTT 1790356634.474 0.095
RTT 1790356634.724 0.096
RTT 1790356634.974 0.093
RTT 1790356635.224 0.137
RTT 1790356635.474 0.090
RTT 1790356635.724 0.085
RTT 1790356635.975 0.180
RTT 1790356636.226 0.867
RTT 1790356636.475 0.086
RTT 1790356636.725 0.197
RTT 1790356636.975 0.109
RTT 1790356637.226 0.074
RTT 1790356637.476 0.136
RTT 1790356637.726 0.081
RTT 1790356637.976 0.085
RTT 1790356638.226 0.100
RTT 1790356638.477 0.100
RTT 1790356638.727 0.092
RTT 1790356638.977 0.093
RTT 1790356639.227 0.089
RTT 1790356639.477 0.082
RTT 1790356639.727 0.120
RTT 1790356639.977 0.098
RTT 1790356640.227 0.104
RTT 1790356640.478 0.107
RTT 1790356640.728 0.090
RTT 1790356640.978 0.065
RTT 1790356641.228 0.096
RTT 1790356641.478 0.102
RTT 1790356641.728 0.113
RTT 1790356641.979 0.159
RTT 1790356642.229 0.122
RTT 1790356642.479 0.106
RTT 1790356642.729 0.154
RTT 1790356642.979 0.211
RTT 1790356643.230 0.408
RTT 1790356643.480 0.197
RTT 1790356643.730 0.212
RTT 1790356643.980 0.107
RTT 1790356644.231 0.572
RTT 1790356644.481 0.121
RTT 1790356644.731 0.078
RTT 1790356644.981 0.077
RTT 1790356645.231 0.126
RTT 1790356645.481 0.188
RTT 1790356645.732 0.118
RTT 1790356645.982 0.112
RTT 1790356646.233 0.109
RTT 1790356646.484 1.272
RTT 1790356646.733 0.101
RTT 1790356646.983 0.074
RTT 1790356647.234 1.186
RTT 1790356647.483 0.130
RTT 1790356647.734 0.127
RTT 1790356647.984 0.245
RTT 1790356648.234 0.114
RTT 1790356648.484 0.302
RTT 1790356648.734 0.146
RTT 1790356648.985 0.149
RTT 1790356649.235 0.382
RTT 1790356649.485 0.086
RTT 1790356649.737 2.019
RTT 1790356649.986 0.246
RTT 1790356650.236 0.176
RTT 1790356650.486 0.160
RTT 1790356650.736 0.127
RTT 1790356650.987 0.076
RTT 1790356651.237 0.089
RTT 1790356651.487 0.182
RTT 1790356651.737 0.115
RTT 1790356651.987 0.120
RTT 1790356652.238 0.098
RTT 1790356652.488 0.106
RTT 1790356652.738 0.397
RTT 1790356652.988 0.313
RTT 1790356653.238 0.185
RTT 1790356653.489 0.301
RTT 1790356653.739 0.142
RTT 1790356653.989 0.127
RTT 1790356654.239 0.107
RTT 1790356654.489 0.125
RTT 1790356654.740 0.157
RTT 1790356654.990 0.128
RTT 1790356655.240 0.125
RTT 1790356655.490 0.105
RTT 1790356655.740 0.081
RTT 1790356655.991 0.067
RTT 1790356656.241 0.110
RTT 1790356656.491 0.142
RTT 1790356656.741 0.152
RTT 1790356656.992 0.223
RTT 1790356657.242 0.107
RTT 1790356657.492 0.394
RTT 1790356657.742 0.120
RTT 1790356657.992 0.115
RTT 1790356658.243 0.070
RTT 1790356658.493 0.121
RTT 1790356658.743 0.210
RTT 1790356658.993 0.207
RTT 1790356659.243 0.164
RTT 1790356659.494 0.262
RTT 1790356659.744 0.133
RTT 1790356659.994 0.091
RTT 1790356660.244 0.118
RTT 1790356660.494 0.253
RTT 1790356660.744 0.209
RTT 1790356660.995 0.371
RTT 1790356661.245 0.147
RTT 1790356661.495 0.097
RTT 1790356661.745 0.263
RTT 1790356661.996 0.137
RTT 1790356662.246 0.345
RTT 1790356662.496 0.242
RTT 1790356662.746 0.168
RTT 1790356662.997 0.133
RTT 1790356663.247 0.090
RTT 1790356663.497 0.128
RTT 1790356663.747 0.214
RTT 1790356663.997 0.127
RTT 1790356664.247 0.067
RTT 1790356664.498 0.083
RTT 1790356664.748 0.183
RTT 1790356664.998 0.084
RTT 1790356665.248 0.143
RTT 1790356665.499 0.162
RTT 1790356665.749 0.169
RTT 1790356665.999 0.210
RTT 1790356666.249 0.213
RTT 1790356666.500 0.156
RTT 1790356666.750 0.211
RTT 1790356667.000 0.201
RTT 1790356667.250 0.153
