TRACER 0
RTT 1790360103.173 0.219
RTT 1790360103.423 0.122
RTT 1790360103.677 3.693
RTT 1790360103.924 0.234
RTT 1790360104.174 0.176
RTT 1790360104.424 0.157
RTT 1790360104.674 0.198
RTT 1790360104.924 0.064
RTT 1790360105.174 0.050
RTT 1790360105.425 0.104
RTT 1790360105.675 0.240
RTT 1790360105.926 0.449
RTT 1790360106.176 0.191
RTT 1790360106.426 0.086
RTT 1790360106.676 0.069
RTT 1790360106.927 0.204
RTT 1790360107.177 0.223
RTT 1790360107.427 0.360
RTT 1790360107.677 0.065
RTT 1790360107.927 0.261
RTT 1790360108.177 0.159
RTT 1790360108.428 0.337
RTT 1790360108.678 0.195
RTT 1790360108.929 0.482
RTT 1790360109.179 0.865
RTT 1790360109.429 0.055
RTT 1790360109.679 0.104
RTT 1790360109.929 0.189
RTT 1790360110.179 0.178
RTT 1790360110.429 0.296
RTT 1790360110.679 0.120
RTT 1790360110.929 0.112
RTT 1790360111.180 0.326
RTT 1790360111.430 0.088
RTT 1790360111.680 0.134
RTT 1790360111.930 0.065
RTT 1790360112.180 0.110
RTT 1790360112.431 0.156
RTT 1790360112.681 0.103
RTT 1790360112.931 0.078
RTT 1790360113.181 0.084
RTT 1790360113.432 0.471
RTT 1790360113.681 0.122
RTT 1790360113.932 0.087
RTT 1790360114.182 0.093
RTT 1790360114.432 0.093
RTT 1790360114.682 0.180
RTT 1790360114.933 0.723
RTT 1790360115.183 0.160
RTT 1790360115.433 0.149
RTT 1790360115.683 0.155
RTT 1790360115.933 0.227
RTT 1790360116.184 0.179
RTT 1790360116.434 0.188
RTT 1790360116.684 0.182
RTT 1790360116.934 0.058
RTT 1790360117.184 0.317
RTT 1790360117.434 0.147
RTT 1790360117.685 0.273
RTT 1790360117.935 0.152
RTT 1790360118.185 0.541
RTT 1790360118.435 0.176
RTT 1790360118.685 0.164
RTT 1790360118.936 0.221
RTT 1790360119.186 0.176
RTT 1790360119.436 0.059
RTT 1790360119.686 0.215
RTT 1790360119.937 0.460
RTT 1790360120.187 0.137
RTT 1790360120.437 0.172
RTT 1790360120.687 0.087
RTT 1790360120.937 0.330
RTT 1790360121.188 0.726
RTT 1790360121.437 0.061
RTT 1790360121.688 0.121
RTT 1790360121.938 0.074
RTT 1790360122.188 0.242
RTT 1790360122.438 0.174
RTT 1790360122.688 0.063
RTT 1790360122.938 0.150
RTT 1790360123.188 0.071
RTT 1790360123.438 0.066
RTT 1790360123.689 0.099
RTT 1790360123.939 0.058
RTT 1790360124.189 0.092
RTT 1790360124.439 0.318
RTT 1790360124.689 0.274
RTT 1790360124.940 0.310
RTT 1790360125.190 0.082
RTT 1790360125.440 0.211
RTT 1790360125.691 0.168
RTT 1790360125.941 0.074
RTT 1790360126.191 0.067
RTT 1790360126.441 0.166
RTT 1790360126.691 0.306
RTT 1790360126.941 0.324
RTT 1790360127.191 0.191
RTT 1790360127.442 0.218
RTT 1790360127.692 0.335
RTT 1790360127.942 0.296
RTT 1790360128.192 0.169
RTT 1790360128.442 0.105
RTT 1790360128.693 0.188
RTT 1790360128.943 0.367
RTT 1790360129.193 0.072
RTT 1790360129.443 0.100
RTT 1790360129.693 0.162
RTT 1790360129.943 0.175
RTT 1790360130.194 0.353
RTT 1790360130.444 0.351
RTT 1790360130.694 0.054
RTT 1790360130.944 0.071
RTT 1790360131.194 0.344
RTT 1790360131.444 0.123
RTT 1790360131.695 0.175
RTT 1790360131.945 0.057
RTT 1790360132.195 0.186
RTT 1790360132.445 0.171
RTT 1790360132.695 0.165
RTT 1790360132.945 0.121
RTT 1790360133.195 0.062
RTT 1790360133.446 0.149
RTT 1790360133.696 0.191
RTT 1790360133.946 0.116
RTT 1790360134.196 0.164
RTT 1790360134.446 0.067
RTT 1790360134.696 0.055
RTT 1790360134.946 0.080
RTT 1790360135.196 0.139
RTT 1790360135.447 0.068
RTT 1790360135.697 0.110
RTT 1790360135.947 0.066
RTT 1790360136.197 0.055
RTT 1790360136.448 1.518
RTT 1790360136.697 0.333
RTT 1790360136.948 0.355
RTT 1790360137.199 1.925
RTT 1790360137.448 0.133
RTT 1790360137.698 0.326
RTT 1790360137.948 0.316
RTT 1790360138.199 0.214
RTT 1790360138.449 0.337
RTT 1790360138.699 0.330
RTT 1790360138.952 2.742
RTT 1790360139.199 0.221
RTT 1790360139.450 0.149
RTT 1790360139.700 0.069
RTT 1790360139.950 0.358
