TRACER 0
RTT 1790356780.766 0.123
RTT 1790356781.016 0.132
RTT 1790356781.266 0.085
RTT 1790356781.517 0.160
RTT 1790356781.767 0.130
RTT 1790356782.017 0.289
RTT 1790356782.267 0.115
RTT 1790356782.517 0.330
RTT 1790356782.767 0.160
RTT 1790356783.018 0.156
RTT 1790356783.268 0.151
RTT 1790356783.522 3.276
RTT 1790356783.771 2.491
RTT 1790356784.019 0.144
RTT 1790356784.270 1.093
RTT 1790356784.520 1.263
RTT 1790356784.770 0.195
RTT 1790356785.022 1.693
RTT 1790356785.271 0.280
RTT 1790356785.521 0.529
RTT 1790356785.771 0.323
RTT 1790356786.021 0.435
RTT 1790356786.272 0.163
RTT 1790356786.522 0.239
RTT 1790356786.773 0.163
RTT 1790356787.023 0.233
RTT 1790356787.273 0.142
RTT 1790356787.524 1.385
RTT 1790356787.773 0.287
RTT 1790356788.023 0.160
RTT 1790356788.274 0.476
RTT 1790356788.524 0.188
RTT 1790356788.774 0.148
RTT 1790356789.024 0.121
RTT 1790356789.274 0.148
RTT 1790356789.524 0.133
RTT 1790356789.775 0.169
RTT 1790356790.025 0.138
RTT 1790356790.275 0.301
RTT 1790356790.525 0.169
RTT 1790356790.776 0.148
RTT 1790356791.026 0.302
RTT 1790356791.276 0.146
RTT 1790356791.526 0.240
RTT 1790356791.777 0.335
RTT 1790356792.027 0.224
RTT 1790356792.277 0.176
RTT 1790356792.527 0.127
RTT 1790356792.777 0.164
RTT 1790356793.027 0.171
RTT 1790356793.277 0.133
RTT 1790356793.528 0.161
RTT 1790356793.778 0.231
RTT 1790356794.028 0.156
RTT 1790356794.278 0.158
RTT 1790356794.529 0.296
RTT 1790356794.780 0.364
RTT 1790356795.030 0.225
RTT 1790356795.281 1.488
RTT 1790356795.530 0.154
RTT 1790356795.781 0.169
RTT 1790356796.031 0.140
RTT 1790356796.281 0.288
RTT 1790356796.531 0.121
RTT 1790356796.783 0.168
RTT 1790356797.033 0.114
RTT 1790356797.283 0.195
RTT 1790356797.533 0.379
RTT 1790356797.783 0.152
RTT 1790356798.034 0.166
RTT 1790356798.284 0.431
RTT 1790356798.534 0.201
RTT 1790356798.784 0.375
RTT 1790356799.035 0.948
RTT 1790356799.285 0.139
RTT 1790356799.538 0.407
RTT 1790356799.787 0.121
RTT 1790356800.038 0.216
RTT 1790356800.288 0.147
RTT 1790356800.542 3.890
RTT 1790356800.788 0.164
RTT 1790356801.038 0.351
RTT 1790356801.288 0.099
RTT 1790356801.539 0.225
RTT 1790356801.789 0.130
RTT 1790356802.039 0.122
RTT 1790356802.291 1.643
RTT 1790356802.540 0.214
RTT 1790356802.790 0.137
RTT 1790356803.040 0.240
RTT 1790356803.291 0.696
RTT 1790356803.541 0.373
RTT 1790356803.791 0.360
RTT 1790356804.041 0.107
RTT 1790356804.291 0.143
RTT 1790356804.542 0.133
RTT 1790356804.792 0.124
RTT 1790356805.043 0.203
RTT 1790356805.293 0.174
RTT 1790356805.543 0.203
RTT 1790356805.793 0.219
RTT 1790356806.044 0.338
RTT 1790356806.294 0.191
RTT 1790356806.544 0.173
RTT 1790356806.794 0.146
RTT 1790356807.044 0.138
RTT 1790356807.294 0.178
RTT 1790356807.544 0.152
RTT 1790356807.794 0.167
RTT 1790356808.045 0.319
RTT 1790356808.295 0.196
RTT 1790356808.545 0.100
RTT 1790356808.795 0.161
RTT 1790356809.046 0.280
RTT 1790356809.296 0.188
RTT 1790356809.557 11.069
RTT 1790356809.797 0.337
RTT 1790356810.047 0.191
RTT 1790356810.297 0.301
RTT 1790356810.547 0.250
RTT 1790356810.798 0.568
RTT 1790356811.048 0.082
RTT 1790356811.298 0.136
RTT 1790356811.548 0.196
RTT 1790356811.798 0.274
RTT 1790356812.048 0.153
RTT 1790356812.299 0.340
RTT 1790356812.549 0.331
RTT 1790356812.800 0.198
RTT 1790356813.050 0.175
RTT 1790356813.300 0.413
RTT 1790356813.550 0.209
