TRACER 27459
RTT 1790327720.774 0.023
RTT 1790327721.024 0.107
RTT 1790327721.274 0.084
RTT 1790327721.524 0.076
RTT 1790327721.774 0.088
RTT 1790327722.025 0.185
RTT 1790327722.275 0.083
RTT 1790327722.525 0.204
RTT 1790327722.775 0.267
RTT 1790327723.026 0.181
RTT 1790327723.276 0.204
RTT 1790327723.526 0.101
RTT 1790327723.776 0.194
RTT 1790327724.026 0.094
RTT 1790327724.276 0.297
RTT 1790327724.526 0.229
RTT 1790327724.777 0.357
RTT 1790327725.027 0.063
RTT 1790327725.277 0.205
RTT 1790327725.527 0.139
RTT 1790327725.777 0.286
RTT 1790327726.028 0.652
RTT 1790327726.278 0.092
RTT 1790327726.528 0.302
RTT 1790327726.778 0.169
RTT 1790327727.028 0.078
RTT 1790327727.278 0.137
RTT 1790327727.529 0.085
RTT 1790327727.779 0.205
RTT 1790327728.029 0.141
RTT 1790327728.279 0.071
RTT 1790327728.529 0.097
RTT 1790327728.779 0.051
RTT 1790327729.029 0.058
RTT 1790327729.280 0.155
RTT 1790327729.530 0.076
RTT 1790327729.780 0.273
RTT 1790327730.030 0.063
RTT 1790327730.280 0.102
RTT 1790327730.530 0.127
RTT 1790327730.786 6.096
RTT 1790327731.030 0.105
RTT 1790327731.280 0.106
RTT 1790327731.531 0.208
RTT 1790327731.781 0.135
RTT 1790327732.031 0.147
RTT 1790327732.281 0.054
RTT 1790327732.531 0.172
RTT 1790327732.784 0.336
RTT 1790327733.034 0.192
RTT 1790327733.284 0.240
RTT 1790327733.534 0.140
RTT 1790327733.785 0.231
RTT 1790327734.035 0.117
RTT 1790327734.285 0.134
RTT 1790327734.535 0.175
RTT 1790327734.785 0.134
RTT 1790327735.035 0.177
RTT 1790327735.286 0.199
RTT 1790327735.536 0.101
RTT 1790327735.786 0.398
RTT 1790327736.036 0.211
RTT 1790327736.287 0.336
RTT 1790327736.537 0.227
RTT 1790327736.787 0.191
RTT 1790327737.037 0.060
RTT 1790327737.287 0.079
RTT 1790327737.537 0.180
RTT 1790327737.787 0.185
RTT 1790327738.038 0.330
RTT 1790327738.288 0.192
RTT 1790327738.539 0.829
RTT 1790327738.788 0.344
RTT 1790327739.038 0.316
RTT 1790327739.288 0.068
RTT 1790327739.539 0.135
RTT 1790327739.789 0.140
RTT 1790327740.039 0.139
RTT 1790327740.289 0.159
RTT 1790327740.539 0.059
RTT 1790327740.789 0.122
RTT 1790327741.039 0.119
RTT 1790327741.290 0.163
RTT 1790327741.540 0.275
RTT 1790327741.790 0.328
RTT 1790327742.040 0.066
RTT 1790327742.290 0.064
RTT 1790327742.541 0.143
