TRACER 0
RTT 1790356087.814 1.620
RTT 1790356088.062 0.201
RTT 1790356088.312 0.090
RTT 1790356088.563 0.433
RTT 1790356088.813 0.675
RTT 1790356089.063 0.174
RTT 1790356089.315 1.588
RTT 1790356089.564 0.500
RTT 1790356089.813 0.208
RTT 1790356090.064 0.470
RTT 1790356090.315 0.517
RTT 1790356090.565 0.567
RTT 1790356090.815 0.195
RTT 1790356091.066 0.364
RTT 1790356091.316 0.170
RTT 1790356091.566 0.345
RTT 1790356091.816 0.243
RTT 1790356092.066 0.122
RTT 1790356092.316 0.216
RTT 1790356092.566 0.097
RTT 1790356092.816 0.186
RTT 1790356093.067 0.103
RTT 1790356093.318 0.208
RTT 1790356093.568 0.243
RTT 1790356093.818 0.160
RTT 1790356094.068 0.138
RTT 1790356094.319 0.260
RTT 1790356094.569 0.187
RTT 1790356094.819 0.077
RTT 1790356095.069 0.093
RTT 1790356095.319 0.171
RTT 1790356095.569 0.142
RTT 1790356095.820 0.199
RTT 1790356096.070 0.143
RTT 1790356096.320 0.124
RTT 1790356096.570 0.139
RTT 1790356096.820 0.170
RTT 1790356097.070 0.193
RTT 1790356097.320 0.124
RTT 1790356097.571 0.220
RTT 1790356097.821 0.076
RTT 1790356098.071 0.751
RTT 1790356098.321 0.176
RTT 1790356098.571 0.457
RTT 1790356098.821 0.174
RTT 1790356099.071 0.086
RTT 1790356099.322 0.144
RTT 1790356099.572 0.327
RTT 1790356099.822 0.424
RTT 1790356100.072 0.144
RTT 1790356100.322 0.141
RTT 1790356100.573 0.141
RTT 1790356100.823 0.121
RTT 1790356101.073 0.153
RTT 1790356101.324 0.339
RTT 1790356101.574 0.358
RTT 1790356101.824 0.411
RTT 1790356102.074 0.138
RTT 1790356102.324 0.136
RTT 1790356102.574 0.152
RTT 1790356102.825 0.188
RTT 1790356103.075 0.143
RTT 1790356103.325 0.147
RTT 1790356103.575 0.289
RTT 1790356103.826 0.320
RTT 1790356104.076 0.305
RTT 1790356104.326 0.168
RTT 1790356104.576 0.153
RTT 1790356104.826 0.169
RTT 1790356105.077 0.302
RTT 1790356105.327 0.158
RTT 1790356105.577 0.152
RTT 1790356105.827 0.291
RTT 1790356106.077 0.175
RTT 1790356106.328 0.260
RTT 1790356106.578 0.219
RTT 1790356106.828 0.199
RTT 1790356107.079 0.194
RTT 1790356107.329 0.174
RTT 1790356107.579 0.206
RTT 1790356107.830 0.373
RTT 1790356108.080 0.287
RTT 1790356108.330 0.277
RTT 1790356108.580 0.477
RTT 1790356108.830 0.183
RTT 1790356109.080 0.195
RTT 1790356109.331 0.210
RTT 1790356109.581 0.302
RTT 1790356109.831 0.462
RTT 1790356110.081 0.294
RTT 1790356110.331 0.167
RTT 1790356110.581 0.108
RTT 1790356110.831 0.079
RTT 1790356111.082 0.137
RTT 1790356111.333 0.660
RTT 1790356111.584 0.236
RTT 1790356111.834 0.149
RTT 1790356112.084 0.242
RTT 1790356112.334 0.075
RTT 1790356112.584 0.275
RTT 1790356112.835 0.588
RTT 1790356113.084 0.076
RTT 1790356113.335 0.183
RTT 1790356113.585 0.124
RTT 1790356113.835 0.165
RTT 1790356114.085 0.169
RTT 1790356114.335 0.139
RTT 1790356114.585 0.159
RTT 1790356114.836 0.143
RTT 1790356115.086 0.661
RTT 1790356115.336 0.096
RTT 1790356115.586 0.277
RTT 1790356115.836 0.148
RTT 1790356116.087 0.350
RTT 1790356116.337 0.271
RTT 1790356116.587 0.138
RTT 1790356116.838 0.148
RTT 1790356117.088 0.414
RTT 1790356117.339 0.480
RTT 1790356117.589 0.818
RTT 1790356117.839 0.206
RTT 1790356118.089 0.261
RTT 1790356118.340 0.125
RTT 1790356118.590 0.145
RTT 1790356118.842 1.843
RTT 1790356119.091 0.226
RTT 1790356119.341 0.329
RTT 1790356119.591 0.107
RTT 1790356119.841 0.118
RTT 1790356120.091 0.138
RTT 1790356120.341 0.140
RTT 1790356120.592 0.342
RTT 1790356120.842 0.162
RTT 1790356121.092 0.101
RTT 1790356121.342 0.148
RTT 1790356121.592 0.154
RTT 1790356121.842 0.122
RTT 1790356122.093 0.268
RTT 1790356122.343 0.343
RTT 1790356122.593 0.284
RTT 1790356122.843 0.236
RTT 1790356123.093 0.140
RTT 1790356123.344 0.155
RTT 1790356123.594 0.128
RTT 1790356123.844 0.319
RTT 1790356124.094 0.288
RTT 1790356124.345 0.606
RTT 1790356124.594 0.078
RTT 1790356124.845 0.286
RTT 1790356125.095 0.225
RTT 1790356125.345 0.287
RTT 1790356125.595 0.148
RTT 1790356125.846 0.323
RTT 1790356126.097 0.651
RTT 1790356126.346 0.122
RTT 1790356126.597 0.134
RTT 1790356126.847 0.206
RTT 1790356127.097 0.101
RTT 1790356127.348 0.374
RTT 1790356127.598 0.145
RTT 1790356127.848 0.190
