# mem-guard start x3=22303 floor_mb=3000 swap_growth_mb=1536 x3_max_mb=3072 swap_used0_mb=6215
1790359841.665317778 mem_available_mb=4911 swap_used_mb=6215 x3_rss_mb=95 x3_swap_mb=0
1790359913.060869365 mem_available_mb=4818 swap_used_mb=5900 x3_rss_mb=242 x3_swap_mb=0
1790359913.597923792 mem_available_mb=4817 swap_used_mb=5900 x3_rss_mb=242 x3_swap_mb=0
1790359914.125081344 mem_available_mb=4823 swap_used_mb=5900 x3_rss_mb=242 x3_swap_mb=0
1790359914.651093635 mem_available_mb=4819 swap_used_mb=5900 x3_rss_mb=241 x3_swap_mb=0
1790359915.177495093 mem_available_mb=4819 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359915.708525510 mem_available_mb=4818 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359916.243773478 mem_available_mb=4818 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359916.773921499 mem_available_mb=4817 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359917.296063374 mem_available_mb=4819 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359917.820972540 mem_available_mb=4816 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359918.346153113 mem_available_mb=4816 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359918.874983321 mem_available_mb=4819 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359919.402903894 mem_available_mb=4820 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359919.933049675 mem_available_mb=4819 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359920.472718685 mem_available_mb=4815 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359921.012050248 mem_available_mb=4816 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359921.538618424 mem_available_mb=4820 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359922.070569778 mem_available_mb=4813 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359922.591705507 mem_available_mb=4818 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359923.122630403 mem_available_mb=4819 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359923.652054517 mem_available_mb=4816 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359924.177817330 mem_available_mb=4814 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359924.704996392 mem_available_mb=4813 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359925.226262433 mem_available_mb=4815 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359925.758292433 mem_available_mb=4814 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359926.281140141 mem_available_mb=4811 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359926.802789152 mem_available_mb=4821 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359927.341843422 mem_available_mb=4819 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359927.871155193 mem_available_mb=4817 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359928.409968526 mem_available_mb=4813 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359928.933966078 mem_available_mb=4806 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359929.453843369 mem_available_mb=4810 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359929.987750348 mem_available_mb=4808 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359930.516656442 mem_available_mb=4806 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359931.044188004 mem_available_mb=4805 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359931.571766546 mem_available_mb=4804 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359932.111314097 mem_available_mb=4812 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359932.636085035 mem_available_mb=4810 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359933.164585660 mem_available_mb=4807 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359933.685778107 mem_available_mb=4808 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359934.216504826 mem_available_mb=4804 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359934.742644201 mem_available_mb=4803 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359935.268675555 mem_available_mb=4802 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359935.790482586 mem_available_mb=4803 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359936.315241440 mem_available_mb=4801 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359936.846510814 mem_available_mb=4809 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359937.371293887 mem_available_mb=4812 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359937.904201387 mem_available_mb=4803 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359938.450504564 mem_available_mb=4801 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359938.979845293 mem_available_mb=4802 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359939.503561803 mem_available_mb=4801 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359940.026767844 mem_available_mb=4801 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359940.560706282 mem_available_mb=4802 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359941.089762167 mem_available_mb=4800 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359941.622348313 mem_available_mb=4853 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359942.153609510 mem_available_mb=4844 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359942.673917635 mem_available_mb=4838 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359943.201816333 mem_available_mb=4837 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359943.743957635 mem_available_mb=4833 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359944.286807582 mem_available_mb=4829 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359944.811944353 mem_available_mb=4822 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359945.337344144 mem_available_mb=4817 swap_used_mb=5898 x3_rss_mb=247 x3_swap_mb=0
1790359945.859845603 mem_available_mb=4825 swap_used_mb=5898 x3_rss_mb=245 x3_swap_mb=0
1790359946.382509717 mem_available_mb=4834 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359946.906019352 mem_available_mb=4821 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359947.448301279 mem_available_mb=4825 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359947.975056539 mem_available_mb=4828 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359948.501483102 mem_available_mb=4828 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359949.030553518 mem_available_mb=4823 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359949.567583726 mem_available_mb=4821 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359950.095280393 mem_available_mb=4820 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359950.639687476 mem_available_mb=4821 swap_used_mb=5898 x3_rss_mb=244 x3_swap_mb=0
1790359951.164190028 mem_available_mb=4821 swap_used_mb=5898 x3_rss_mb=244 x3_swap_mb=0
1790359951.691852632 mem_available_mb=4826 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359952.219162631 mem_available_mb=4823 swap_used_mb=5898 x3_rss_mb=244 x3_swap_mb=0
1790359952.754171381 mem_available_mb=4824 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359953.278146277 mem_available_mb=4826 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359953.805743516 mem_available_mb=4816 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359954.325471797 mem_available_mb=4814 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359954.854193724 mem_available_mb=4811 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359955.391492422 mem_available_mb=4804 swap_used_mb=5898 x3_rss_mb=244 x3_swap_mb=0
1790359955.926982734 mem_available_mb=4804 swap_used_mb=5898 x3_rss_mb=244 x3_swap_mb=0
1790359956.454476536 mem_available_mb=4821 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359956.987830755 mem_available_mb=4822 swap_used_mb=5898 x3_rss_mb=243 x3_swap_mb=0
1790359957.515765286 mem_available_mb=4828 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359958.060540858 mem_available_mb=4823 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359958.595260598 mem_available_mb=4826 swap_used_mb=5898 x3_rss_mb=242 x3_swap_mb=0
1790359959.116543879 mem_available_mb=4827 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359959.646669556 mem_available_mb=4823 swap_used_mb=5898 x3_rss_mb=241 x3_swap_mb=0
1790359960.171971639 mem_available_mb=4820 swap_used_mb=5895 x3_rss_mb=241 x3_swap_mb=0
1790359960.698194659 mem_available_mb=4826 swap_used_mb=5891 x3_rss_mb=244 x3_swap_mb=0
1790359961.226586638 mem_available_mb=4834 swap_used_mb=5891 x3_rss_mb=244 x3_swap_mb=0
1790359961.756317315 mem_available_mb=4842 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359962.284541430 mem_available_mb=4841 swap_used_mb=5891 x3_rss_mb=243 x3_swap_mb=0
1790359962.809480804 mem_available_mb=4835 swap_used_mb=5891 x3_rss_mb=243 x3_swap_mb=0
1790359963.335856429 mem_available_mb=4839 swap_used_mb=5891 x3_rss_mb=243 x3_swap_mb=0
1790359963.861255544 mem_available_mb=4841 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359964.391890804 mem_available_mb=4839 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359964.918657522 mem_available_mb=4841 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359965.447792835 mem_available_mb=4834 swap_used_mb=5891 x3_rss_mb=244 x3_swap_mb=0
1790359965.970693407 mem_available_mb=4828 swap_used_mb=5891 x3_rss_mb=244 x3_swap_mb=0
1790359966.502961845 mem_available_mb=4830 swap_used_mb=5891 x3_rss_mb=243 x3_swap_mb=0
1790359967.034156428 mem_available_mb=4835 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359967.565317053 mem_available_mb=4830 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359968.092599448 mem_available_mb=4826 swap_used_mb=5891 x3_rss_mb=243 x3_swap_mb=0
1790359968.623379656 mem_available_mb=4830 swap_used_mb=5891 x3_rss_mb=243 x3_swap_mb=0
1790359969.150626167 mem_available_mb=4832 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359969.681082260 mem_available_mb=4838 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359970.208978197 mem_available_mb=4837 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359970.731087781 mem_available_mb=4839 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359971.263022572 mem_available_mb=4840 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359971.797177884 mem_available_mb=4836 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359972.329890436 mem_available_mb=4834 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359972.856182259 mem_available_mb=4831 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359973.377205071 mem_available_mb=4838 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359973.924661946 mem_available_mb=4840 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359974.463702727 mem_available_mb=4831 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359974.996171373 mem_available_mb=4830 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359975.521721216 mem_available_mb=4829 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359976.049552779 mem_available_mb=4819 swap_used_mb=5891 x3_rss_mb=241 x3_swap_mb=0
1790359976.571205383 mem_available_mb=4813 swap_used_mb=5891 x3_rss_mb=238 x3_swap_mb=0
1790359977.102413820 mem_available_mb=4811 swap_used_mb=5891 x3_rss_mb=238 x3_swap_mb=0
1790359977.630748090 mem_available_mb=4810 swap_used_mb=5891 x3_rss_mb=238 x3_swap_mb=0
1790359978.153030278 mem_available_mb=4810 swap_used_mb=5891 x3_rss_mb=238 x3_swap_mb=0
1790359978.683469444 mem_available_mb=4820 swap_used_mb=5890 x3_rss_mb=238 x3_swap_mb=0
1790359979.207318871 mem_available_mb=4839 swap_used_mb=5890 x3_rss_mb=238 x3_swap_mb=0
