TRACER 0
RTT 1790360887.015 0.034
RTT 1790360887.265 0.145
RTT 1790360887.515 0.125
RTT 1790360887.765 0.138
RTT 1790360888.016 0.177
RTT 1790360888.266 0.069
RTT 1790360888.516 0.343
RTT 1790360888.766 0.234
RTT 1790360889.016 0.382
RTT 1790360889.266 0.061
RTT 1790360889.516 0.073
RTT 1790360889.767 0.230
RTT 1790360890.017 0.211
RTT 1790360890.267 0.074
RTT 1790360890.517 0.057
RTT 1790360890.767 0.114
RTT 1790360891.017 0.144
RTT 1790360891.267 0.213
RTT 1790360891.518 0.353
RTT 1790360891.768 0.132
RTT 1790360892.018 0.305
RTT 1790360892.268 0.109
RTT 1790360892.518 0.302
RTT 1790360892.768 0.136
RTT 1790360893.019 0.246
RTT 1790360893.268 0.094
RTT 1790360893.519 0.089
RTT 1790360893.772 3.179
RTT 1790360894.019 0.127
RTT 1790360894.269 0.071
RTT 1790360894.519 0.062
RTT 1790360894.769 0.068
RTT 1790360895.019 0.052
RTT 1790360895.270 0.156
RTT 1790360895.521 1.842
RTT 1790360895.770 0.051
RTT 1790360896.020 0.129
RTT 1790360896.270 0.064
RTT 1790360896.520 0.055
RTT 1790360896.770 0.065
RTT 1790360897.020 0.109
RTT 1790360897.271 0.129
RTT 1790360897.526 4.988
RTT 1790360897.771 0.108
RTT 1790360898.021 0.208
RTT 1790360898.271 0.225
RTT 1790360898.522 0.265
RTT 1790360898.772 0.333
RTT 1790360899.022 0.355
RTT 1790360899.272 0.210
RTT 1790360899.522 0.095
RTT 1790360899.773 0.134
RTT 1790360900.023 0.070
RTT 1790360900.273 0.156
RTT 1790360900.523 0.167
RTT 1790360900.773 0.114
RTT 1790360901.023 0.169
RTT 1790360901.274 0.392
RTT 1790360901.524 0.239
RTT 1790360901.774 0.070
RTT 1790360902.024 0.054
RTT 1790360902.274 0.062
RTT 1790360902.524 0.168
RTT 1790360902.774 0.218
RTT 1790360903.024 0.178
RTT 1790360903.275 0.370
RTT 1790360903.524 0.103
RTT 1790360903.775 0.159
RTT 1790360904.027 0.125
RTT 1790360904.277 0.198
RTT 1790360904.527 0.165
RTT 1790360904.778 0.236
RTT 1790360905.028 0.154
RTT 1790360905.278 0.235
RTT 1790360905.528 0.185
RTT 1790360905.778 0.139
RTT 1790360906.029 0.268
RTT 1790360906.279 0.293
RTT 1790360906.529 0.105
RTT 1790360906.779 0.278
RTT 1790360907.030 0.915
RTT 1790360907.279 0.173
RTT 1790360907.530 0.200
RTT 1790360907.780 0.403
RTT 1790360908.030 0.231
RTT 1790360908.280 0.051
RTT 1790360908.531 0.187
RTT 1790360908.781 0.168
RTT 1790360909.031 0.213
RTT 1790360909.282 0.346
RTT 1790360909.532 0.125
RTT 1790360909.782 0.354
RTT 1790360910.033 0.520
RTT 1790360910.283 0.182
RTT 1790360910.533 0.231
RTT 1790360910.783 0.187
RTT 1790360911.033 0.160
RTT 1790360911.283 0.064
RTT 1790360911.533 0.091
RTT 1790360911.784 0.310
RTT 1790360912.034 0.059
RTT 1790360912.284 0.360
RTT 1790360912.535 0.334
RTT 1790360912.785 0.394
RTT 1790360913.035 0.202
RTT 1790360913.285 0.314
RTT 1790360913.535 0.071
RTT 1790360913.786 0.377
RTT 1790360914.036 0.265
RTT 1790360914.286 0.159
RTT 1790360914.536 0.052
RTT 1790360914.786 0.262
RTT 1790360915.037 0.311
RTT 1790360915.287 0.352
RTT 1790360915.537 0.332
RTT 1790360915.787 0.060
RTT 1790360916.037 0.230
RTT 1790360916.288 0.117
RTT 1790360916.538 0.327
RTT 1790360916.788 0.255
RTT 1790360917.038 0.065
RTT 1790360917.288 0.181
RTT 1790360917.538 0.072
RTT 1790360917.789 0.204
RTT 1790360918.039 0.094
RTT 1790360918.289 0.130
RTT 1790360918.539 0.073
RTT 1790360918.789 0.160
RTT 1790360919.039 0.065
RTT 1790360919.289 0.047
RTT 1790360919.540 0.187
RTT 1790360919.791 0.342
RTT 1790360920.041 0.246
RTT 1790360920.291 0.065
RTT 1790360920.541 0.160
RTT 1790360920.791 0.326
RTT 1790360921.041 0.073
RTT 1790360921.296 4.486
RTT 1790360921.542 0.138
RTT 1790360921.792 0.328
RTT 1790360922.042 0.339
RTT 1790360922.292 0.090
RTT 1790360922.542 0.133
RTT 1790360922.795 0.321
RTT 1790360923.045 0.094
RTT 1790360923.296 0.415
RTT 1790360923.546 0.135
RTT 1790360923.796 0.145
RTT 1790360924.046 0.091
RTT 1790360924.296 0.277
RTT 1790360924.546 0.107
RTT 1790360924.796 0.064
RTT 1790360925.046 0.184
RTT 1790360925.297 0.074
RTT 1790360925.547 0.100
RTT 1790360925.797 0.069
RTT 1790360926.047 0.396
RTT 1790360926.299 2.028
RTT 1790360926.547 0.097
RTT 1790360926.798 0.187
RTT 1790360927.048 0.244
RTT 1790360927.298 0.059
RTT 1790360927.548 0.157
RTT 1790360927.801 0.337
RTT 1790360928.051 0.324
RTT 1790360928.304 2.825
RTT 1790360928.551 0.178
RTT 1790360928.801 0.313
RTT 1790360929.051 0.063
RTT 1790360929.302 0.699
RTT 1790360929.552 0.611
RTT 1790360929.802 0.299
RTT 1790360930.052 0.045
RTT 1790360930.304 2.142
RTT 1790360930.552 0.189
RTT 1790360930.802 0.094
RTT 1790360931.053 0.349
RTT 1790360931.304 2.005
RTT 1790360931.553 0.851
RTT 1790360931.803 0.088
RTT 1790360932.053 0.302
RTT 1790360932.305 2.466
RTT 1790360932.553 0.120
RTT 1790360932.804 0.345
RTT 1790360933.055 1.797
RTT 1790360933.306 2.018
RTT 1790360933.554 0.120
RTT 1790360933.804 0.400
RTT 1790360934.057 3.142
RTT 1790360934.304 0.073
RTT 1790360934.554 0.160
RTT 1790360934.804 0.085
RTT 1790360935.057 2.752
RTT 1790360935.305 0.892
RTT 1790360935.555 0.197
RTT 1790360935.810 4.814
RTT 1790360936.059 3.991
RTT 1790360936.308 2.494
RTT 1790360936.556 0.429
RTT 1790360936.812 6.850
RTT 1790360937.056 0.483
RTT 1790360937.306 0.188
RTT 1790360937.560 3.933
RTT 1790360937.809 3.064
RTT 1790360938.056 0.085
RTT 1790360938.312 6.067
RTT 1790360938.565 8.666
RTT 1790360938.807 0.139
RTT 1790360939.064 7.142
RTT 1790360939.309 2.363
RTT 1790360939.557 0.194
RTT 1790360939.807 0.192
RTT 1790360940.058 0.141
RTT 1790360940.312 4.643
RTT 1790360940.558 0.083
RTT 1790360940.808 0.082
RTT 1790360941.064 6.137
RTT 1790360941.312 4.038
RTT 1790360941.561 2.749
RTT 1790360941.809 0.344
RTT 1790360942.058 0.072
RTT 1790360942.312 3.145
RTT 1790360942.560 1.099
RTT 1790360942.809 0.093
RTT 1790360943.064 5.094
RTT 1790360943.311 2.000
RTT 1790360943.559 0.189
RTT 1790360943.812 0.483
RTT 1790360944.064 2.518
RTT 1790360944.312 0.213
RTT 1790360944.562 0.194
RTT 1790360944.814 0.115
RTT 1790360945.068 3.661
RTT 1790360945.317 2.332
RTT 1790360945.565 0.153
