TRACER 0
RTT 1790361991.320 7.249
RTT 1790361991.567 3.851
RTT 1790361991.813 0.199
RTT 1790361992.064 0.224
RTT 1790361992.314 0.731
RTT 1790361992.564 0.171
RTT 1790361992.816 0.169
RTT 1790361993.066 0.084
RTT 1790361993.320 3.771
RTT 1790361993.567 0.082
RTT 1790361993.817 0.167
RTT 1790361994.072 5.202
RTT 1790361994.324 6.953
RTT 1790361994.570 0.215
RTT 1790361994.824 4.377
RTT 1790361995.070 0.275
RTT 1790361995.320 0.145
RTT 1790361995.570 0.096
RTT 1790361995.825 4.802
RTT 1790361996.072 1.704
RTT 1790361996.321 0.232
RTT 1790361996.573 0.321
RTT 1790361996.824 1.156
RTT 1790361997.073 0.295
RTT 1790361997.323 0.212
RTT 1790361997.574 0.293
RTT 1790361997.828 4.435
RTT 1790361998.074 0.218
RTT 1790361998.324 0.236
RTT 1790361998.574 0.074
RTT 1790361998.825 0.337
RTT 1790361999.075 0.234
RTT 1790361999.325 0.187
RTT 1790361999.579 4.540
RTT 1790361999.825 0.064
RTT 1790362000.075 0.271
RTT 1790362000.326 0.336
RTT 1790362000.580 4.465
RTT 1790362000.826 0.090
RTT 1790362001.076 0.233
RTT 1790362001.327 0.697
RTT 1790362001.581 4.349
RTT 1790362001.827 0.317
RTT 1790362002.077 0.083
RTT 1790362002.331 3.652
RTT 1790362002.577 0.211
RTT 1790362002.828 0.408
RTT 1790362003.078 0.182
RTT 1790362003.336 8.188
RTT 1790362003.578 0.151
RTT 1790362003.828 0.151
RTT 1790362004.078 0.074
RTT 1790362004.330 1.496
RTT 1790362004.579 0.110
RTT 1790362004.829 0.397
RTT 1790362005.079 0.335
RTT 1790362005.330 0.973
RTT 1790362005.579 0.167
RTT 1790362005.832 0.191
RTT 1790362006.082 0.119
RTT 1790362006.335 2.579
RTT 1790362006.585 0.162
RTT 1790362006.835 0.096
RTT 1790362007.088 3.428
RTT 1790362007.335 0.128
RTT 1790362007.585 0.105
RTT 1790362007.835 0.170
RTT 1790362008.087 1.598
RTT 1790362008.336 0.210
RTT 1790362008.586 0.342
RTT 1790362008.836 0.304
RTT 1790362009.086 0.593
RTT 1790362009.336 0.158
RTT 1790362009.587 0.307
RTT 1790362009.836 0.102
RTT 1790362010.087 0.092
RTT 1790362010.337 0.144
RTT 1790362010.587 0.117
RTT 1790362010.837 0.374
RTT 1790362011.089 1.916
RTT 1790362011.340 2.656
RTT 1790362011.587 0.077
RTT 1790362011.838 0.189
RTT 1790362012.096 7.875
RTT 1790362012.342 3.987
RTT 1790362012.588 0.138
RTT 1790362012.839 0.202
RTT 1790362013.090 1.106
RTT 1790362013.339 0.144
RTT 1790362013.589 0.155
RTT 1790362013.840 0.246
RTT 1790362014.090 0.245
RTT 1790362014.341 1.242
RTT 1790362014.590 0.286
RTT 1790362014.841 0.511
RTT 1790362015.095 4.299
RTT 1790362015.341 0.207
RTT 1790362015.591 0.183
RTT 1790362015.841 0.192
RTT 1790362016.100 8.721
RTT 1790362016.341 0.063
RTT 1790362016.592 0.080
RTT 1790362016.842 0.220
RTT 1790362017.100 8.335
RTT 1790362017.342 0.256
RTT 1790362017.593 0.349
RTT 1790362017.843 0.340
RTT 1790362018.100 7.578
RTT 1790362018.343 0.330
RTT 1790362018.594 0.361
RTT 1790362018.843 0.133
RTT 1790362019.096 2.702
RTT 1790362019.344 0.170
RTT 1790362019.595 0.328
RTT 1790362019.845 0.209
RTT 1790362020.120 25.310
RTT 1790362020.353 8.246
RTT 1790362020.597 0.163
RTT 1790362020.847 0.201
RTT 1790362021.101 3.507
RTT 1790362021.347 0.075
RTT 1790362021.599 0.347
RTT 1790362021.849 0.301
RTT 1790362022.103 4.779
RTT 1790362022.350 0.560
RTT 1790362022.603 0.379
RTT 1790362022.854 1.585
RTT 1790362023.103 0.495
RTT 1790362023.353 0.132
RTT 1790362023.603 0.137
RTT 1790362023.854 0.846
RTT 1790362024.135 31.877
RTT 1790362024.354 0.184
RTT 1790362024.604 0.418
RTT 1790362024.859 4.946
RTT 1790362025.104 0.172
RTT 1790362025.355 0.087
RTT 1790362025.605 0.272
RTT 1790362025.855 0.479
RTT 1790362026.112 6.701
RTT 1790362026.357 0.115
RTT 1790362026.609 1.612
RTT 1790362026.861 3.527
RTT 1790362027.108 0.288
RTT 1790362027.358 0.170
RTT 1790362027.610 2.234
RTT 1790362027.858 0.147
RTT 1790362028.108 0.077
RTT 1790362028.359 0.338
RTT 1790362028.610 0.893
RTT 1790362028.861 1.700
RTT 1790362029.109 0.175
RTT 1790362029.360 0.396
RTT 1790362029.610 0.489
RTT 1790362029.864 3.694
RTT 1790362030.111 0.095
RTT 1790362030.361 0.076
RTT 1790362030.611 0.657
RTT 1790362030.861 0.185
RTT 1790362031.112 1.513
RTT 1790362031.364 0.238
RTT 1790362031.619 5.732
RTT 1790362031.864 0.222
RTT 1790362032.116 0.304
RTT 1790362032.369 2.383
RTT 1790362032.620 4.052
RTT 1790362032.867 0.137
RTT 1790362033.117 0.353
RTT 1790362033.372 5.323
RTT 1790362033.621 3.618
RTT 1790362033.867 0.234
RTT 1790362034.118 0.294
RTT 1790362034.371 3.008
RTT 1790362034.618 0.246
RTT 1790362034.868 0.155
RTT 1790362035.119 0.175
RTT 1790362035.373 4.872
RTT 1790362035.619 0.061
RTT 1790362035.869 0.122
RTT 1790362036.119 0.078
RTT 1790362036.373 4.301
RTT 1790362036.619 0.154
RTT 1790362036.870 0.133
RTT 1790362037.120 0.070
RTT 1790362037.372 2.230
RTT 1790362037.620 0.167
RTT 1790362037.870 0.151
RTT 1790362038.120 0.154
RTT 1790362038.371 0.790
RTT 1790362038.674 53.533
RTT 1790362038.871 0.186
RTT 1790362039.122 0.151
RTT 1790362039.374 2.646
RTT 1790362039.622 0.078
RTT 1790362039.872 0.313
RTT 1790362040.122 0.143
RTT 1790362040.379 6.115
RTT 1790362040.623 0.262
RTT 1790362040.873 0.351
RTT 1790362041.123 0.069
RTT 1790362041.380 6.784
RTT 1790362041.624 0.281
RTT 1790362041.874 0.095
RTT 1790362042.128 4.661
RTT 1790362042.382 8.122
RTT 1790362042.625 0.351
RTT 1790362042.875 0.363
RTT 1790362043.129 4.074
RTT 1790362043.376 1.195
RTT 1790362043.627 2.426
RTT 1790362043.878 0.518
RTT 1790362044.129 1.212
RTT 1790362044.378 0.131
RTT 1790362044.628 0.225
RTT 1790362044.878 0.095
RTT 1790362045.138 9.623
RTT 1790362045.381 2.510
RTT 1790362045.631 0.137
RTT 1790362045.881 0.181
RTT 1790362046.136 5.106
RTT 1790362046.381 0.117
RTT 1790362046.631 0.284
RTT 1790362046.884 3.011
RTT 1790362047.137 5.760
RTT 1790362047.382 0.074
RTT 1790362047.632 0.322
RTT 1790362047.883 0.886
RTT 1790362048.132 0.288
RTT 1790362048.383 0.301
RTT 1790362048.635 2.310
RTT 1790362048.884 1.696
RTT 1790362049.133 0.131
RTT 1790362049.383 0.351
RTT 1790362049.633 0.082
RTT 1790362049.888 4.683
RTT 1790362050.136 0.323
RTT 1790362050.386 0.339
RTT 1790362050.636 0.081
RTT 1790362050.897 11.492
RTT 1790362051.136 0.244
RTT 1790362051.387 0.472
RTT 1790362051.645 8.859
RTT 1790362051.887 0.240
RTT 1790362052.137 0.274
RTT 1790362052.390 0.229
RTT 1790362052.640 0.575
RTT 1790362052.890 0.156
RTT 1790362053.140 0.134
RTT 1790362053.390 0.340
RTT 1790362053.648 7.296
RTT 1790362053.891 0.101
RTT 1790362054.141 0.073
RTT 1790362054.391 0.181
RTT 1790362054.655 14.478
RTT 1790362054.894 3.220
RTT 1790362055.143 0.107
RTT 1790362055.393 0.176
RTT 1790362055.647 3.832
RTT 1790362055.895 0.211
RTT 1790362056.145 0.394
RTT 1790362056.395 0.208
RTT 1790362056.650 5.513
RTT 1790362056.895 0.122
RTT 1790362057.145 0.064
RTT 1790362057.396 0.173
RTT 1790362057.650 4.901
RTT 1790362057.896 0.300
RTT 1790362058.146 0.123
RTT 1790362058.396 0.203
RTT 1790362058.651 4.580
RTT 1790362058.897 0.217
RTT 1790362059.147 0.083
RTT 1790362059.398 0.335
RTT 1790362059.650 2.746
RTT 1790362059.899 1.829
RTT 1790362060.148 0.167
RTT 1790362060.398 0.184
RTT 1790362060.650 2.274
RTT 1790362060.898 0.329
RTT 1790362061.148 0.108
RTT 1790362061.400 2.085
RTT 1790362061.649 0.463
RTT 1790362061.902 0.352
RTT 1790362062.155 3.147
RTT 1790362062.408 6.338
RTT 1790362062.652 0.131
RTT 1790362062.902 0.203
RTT 1790362063.156 2.677
RTT 1790362063.403 0.080
RTT 1790362063.653 0.093
RTT 1790362063.906 2.461
RTT 1790362064.153 0.154
RTT 1790362064.404 0.173
RTT 1790362064.654 0.314
RTT 1790362064.910 6.547
RTT 1790362065.154 0.158
RTT 1790362065.405 0.452
RTT 1790362065.655 0.320
RTT 1790362065.905 0.618
RTT 1790362066.155 0.295
RTT 1790362066.405 0.210
RTT 1790362066.655 0.174
RTT 1790362066.907 1.803
RTT 1790362067.156 0.830
RTT 1790362067.406 0.150
RTT 1790362067.656 0.368
RTT 1790362067.907 0.241
RTT 1790362068.159 1.975
RTT 1790362068.407 0.159
RTT 1790362068.657 0.347
RTT 1790362068.908 0.429
RTT 1790362069.160 2.612
RTT 1790362069.408 0.114
RTT 1790362069.658 0.159
RTT 1790362069.908 0.313
RTT 1790362070.159 0.371
RTT 1790362070.408 0.202
RTT 1790362070.659 0.329
RTT 1790362070.910 0.869
RTT 1790362071.160 0.906
RTT 1790362071.409 0.142
RTT 1790362071.660 0.415
RTT 1790362071.910 0.582
RTT 1790362072.160 0.173
RTT 1790362072.410 0.086
RTT 1790362072.661 0.359
RTT 1790362072.912 1.734
RTT 1790362073.161 0.141
RTT 1790362073.411 0.270
RTT 1790362073.661 0.100
RTT 1790362073.911 0.179
RTT 1790362074.163 0.083
RTT 1790362074.414 0.356
RTT 1790362074.668 4.639
RTT 1790362074.916 0.378
RTT 1790362075.166 0.209
RTT 1790362075.416 0.167
RTT 1790362075.666 0.118
RTT 1790362075.916 0.084
RTT 1790362076.167 0.207
RTT 1790362076.420 3.169
RTT 1790362076.667 0.141
RTT 1790362076.917 0.067
RTT 1790362077.167 0.058
RTT 1790362077.418 0.148
RTT 1790362077.668 0.160
RTT 1790362077.918 0.060
RTT 1790362078.168 0.171
RTT 1790362078.420 0.284
RTT 1790362078.670 0.160
RTT 1790362078.923 2.952
RTT 1790362079.171 0.366
RTT 1790362079.421 0.105
RTT 1790362079.671 0.357
RTT 1790362079.924 2.424
RTT 1790362080.172 0.177
RTT 1790362080.422 0.079
RTT 1790362080.672 0.478
RTT 1790362080.922 0.311
RTT 1790362081.172 0.293
RTT 1790362081.422 0.065
RTT 1790362081.674 1.438
RTT 1790362081.922 0.141
RTT 1790362082.175 0.340
RTT 1790362082.426 0.382
RTT 1790362082.676 0.554
RTT 1790362082.926 0.074
RTT 1790362083.176 0.158
RTT 1790362083.426 0.185
RTT 1790362083.680 3.834
RTT 1790362083.927 0.172
RTT 1790362084.177 0.209
RTT 1790362084.427 0.153
RTT 1790362084.681 3.819
RTT 1790362084.928 0.401
RTT 1790362085.178 0.085
RTT 1790362085.428 0.535
RTT 1790362085.679 1.496
RTT 1790362085.929 0.392
RTT 1790362086.179 0.070
RTT 1790362086.429 0.085
RTT 1790362086.682 2.667
RTT 1790362086.929 0.184
RTT 1790362087.180 0.428
RTT 1790362087.430 0.406
RTT 1790362087.680 0.257
RTT 1790362087.932 0.338
RTT 1790362088.183 0.310
RTT 1790362088.437 4.479
RTT 1790362088.683 0.444
RTT 1790362088.933 0.240
RTT 1790362089.184 0.302
RTT 1790362089.438 4.745
RTT 1790362089.688 4.703
RTT 1790362089.934 0.090
RTT 1790362090.184 0.189
RTT 1790362090.439 5.091
RTT 1790362090.684 0.211
RTT 1790362090.935 0.189
RTT 1790362091.200 15.401
RTT 1790362091.435 0.119
RTT 1790362091.685 0.134
RTT 1790362091.935 0.164
RTT 1790362092.187 2.274
RTT 1790362092.436 0.663
RTT 1790362092.686 0.351
RTT 1790362092.936 0.331
RTT 1790362093.191 4.649
RTT 1790362093.436 0.197
RTT 1790362093.687 0.280
RTT 1790362093.937 0.196
RTT 1790362094.187 0.062
RTT 1790362094.437 0.262
RTT 1790362094.687 0.235
RTT 1790362094.938 0.394
RTT 1790362095.188 0.101
RTT 1790362095.438 0.232
RTT 1790362095.688 0.147
RTT 1790362095.939 0.365
RTT 1790362096.189 0.065
RTT 1790362096.439 0.074
RTT 1790362096.689 0.284
RTT 1790362096.939 0.317
RTT 1790362097.190 0.383
RTT 1790362097.442 0.196
RTT 1790362097.692 0.164
RTT 1790362097.942 0.126
RTT 1790362098.192 0.290
RTT 1790362098.443 0.308
RTT 1790362098.693 0.158
RTT 1790362098.943 0.098
RTT 1790362099.193 0.358
RTT 1790362099.444 0.325
RTT 1790362099.694 0.188
RTT 1790362099.944 0.096
RTT 1790362100.194 0.090
RTT 1790362100.444 0.089
RTT 1790362100.694 0.335
RTT 1790362100.944 0.285
RTT 1790362101.194 0.090
RTT 1790362101.445 0.358
RTT 1790362101.695 0.292
RTT 1790362101.945 0.173
RTT 1790362102.195 0.062
RTT 1790362102.448 0.108
RTT 1790362102.698 0.127
RTT 1790362102.948 0.100
RTT 1790362103.198 0.087
RTT 1790362103.449 0.142
RTT 1790362103.699 0.139
RTT 1790362103.949 0.062
RTT 1790362104.199 0.072
RTT 1790362104.449 0.146
RTT 1790362104.699 0.071
RTT 1790362104.950 0.122
RTT 1790362105.200 0.106
RTT 1790362105.450 0.083
RTT 1790362105.700 0.379
RTT 1790362105.950 0.107
RTT 1790362106.200 0.121
RTT 1790362106.450 0.161
RTT 1790362106.701 0.143
RTT 1790362106.951 0.065
RTT 1790362107.201 0.192
RTT 1790362107.451 0.272
RTT 1790362107.701 0.188
RTT 1790362107.951 0.299
RTT 1790362108.201 0.092
RTT 1790362108.451 0.144
RTT 1790362108.702 0.200
RTT 1790362108.952 0.717
RTT 1790362109.202 0.080
RTT 1790362109.452 0.144
RTT 1790362109.702 0.091
RTT 1790362109.953 0.359
RTT 1790362110.202 0.116
RTT 1790362110.453 0.087
RTT 1790362110.703 0.186
RTT 1790362110.953 0.073
RTT 1790362111.203 0.087
RTT 1790362111.453 0.206
RTT 1790362111.704 0.255
RTT 1790362111.954 0.353
RTT 1790362112.204 0.105
RTT 1790362112.454 0.169
RTT 1790362112.704 0.379
RTT 1790362112.954 0.185
RTT 1790362113.204 0.106
RTT 1790362113.455 0.275
RTT 1790362113.705 0.377
RTT 1790362113.955 0.329
RTT 1790362114.205 0.071
RTT 1790362114.456 0.181
RTT 1790362114.706 0.260
RTT 1790362114.956 0.175
RTT 1790362115.206 0.213
RTT 1790362115.456 0.261
RTT 1790362115.707 0.321
RTT 1790362115.957 0.440
RTT 1790362116.207 0.286
RTT 1790362116.457 0.110
RTT 1790362116.708 0.186
RTT 1790362116.958 0.093
RTT 1790362117.208 0.254
RTT 1790362117.458 0.220
RTT 1790362117.709 0.265
RTT 1790362117.959 0.374
RTT 1790362118.209 0.168
RTT 1790362118.459 0.310
RTT 1790362118.710 0.362
RTT 1790362118.960 0.065
RTT 1790362119.210 0.320
RTT 1790362119.460 0.489
RTT 1790362119.710 0.202
RTT 1790362119.961 0.340
RTT 1790362120.211 0.314
RTT 1790362120.461 0.223
RTT 1790362120.711 0.227
RTT 1790362120.961 0.237
RTT 1790362121.212 0.394
RTT 1790362121.462 0.249
RTT 1790362121.712 0.329
RTT 1790362121.963 0.321
RTT 1790362122.213 0.432
RTT 1790362122.463 0.092
RTT 1790362122.713 0.187
RTT 1790362122.963 0.140
RTT 1790362123.213 0.095
RTT 1790362123.464 0.340
RTT 1790362123.714 0.319
RTT 1790362123.964 0.358
RTT 1790362124.214 0.077
RTT 1790362124.465 0.344
RTT 1790362124.715 0.403
RTT 1790362124.965 0.357
RTT 1790362125.215 0.216
RTT 1790362125.465 0.110
RTT 1790362125.716 0.360
RTT 1790362125.966 0.167
RTT 1790362126.216 0.392
RTT 1790362126.466 0.090
RTT 1790362126.717 0.380
RTT 1790362126.967 0.334
RTT 1790362127.217 0.316
RTT 1790362127.467 0.316
RTT 1790362127.717 0.114
RTT 1790362127.967 0.216
RTT 1790362128.218 0.330
RTT 1790362128.468 0.198
RTT 1790362128.718 0.098
RTT 1790362128.968 0.138
RTT 1790362129.218 0.209
RTT 1790362129.468 0.226
RTT 1790362129.719 0.220
RTT 1790362129.969 0.086
RTT 1790362130.219 0.366
RTT 1790362130.469 0.339
RTT 1790362130.720 0.211
RTT 1790362130.970 0.084
RTT 1790362131.220 0.221
RTT 1790362131.470 0.171
RTT 1790362131.721 0.714
RTT 1790362131.971 0.348
RTT 1790362132.221 0.372
RTT 1790362132.471 0.197
RTT 1790362132.721 0.199
RTT 1790362132.972 0.552
RTT 1790362133.221 0.189
RTT 1790362133.472 0.225
RTT 1790362133.722 0.081
RTT 1790362133.972 0.217
RTT 1790362134.222 0.102
RTT 1790362134.473 0.393
RTT 1790362134.722 0.120
RTT 1790362134.973 0.359
RTT 1790362135.223 0.179
RTT 1790362135.473 0.208
RTT 1790362135.724 0.355
RTT 1790362135.974 0.101
RTT 1790362136.224 0.247
RTT 1790362136.474 0.374
RTT 1790362136.724 0.265
RTT 1790362136.975 0.362
RTT 1790362137.225 0.163
RTT 1790362137.475 0.096
RTT 1790362137.725 0.387
RTT 1790362137.975 0.359
RTT 1790362138.225 0.200
RTT 1790362138.475 0.047
RTT 1790362138.726 0.325
RTT 1790362138.976 0.133
RTT 1790362139.226 0.165
RTT 1790362139.476 0.111
RTT 1790362139.726 0.262
RTT 1790362139.977 0.244
RTT 1790362140.227 0.196
RTT 1790362140.477 0.074
RTT 1790362140.727 0.399
RTT 1790362140.977 0.216
RTT 1790362141.228 0.208
RTT 1790362141.478 0.089
RTT 1790362141.728 0.290
RTT 1790362141.978 0.186
RTT 1790362142.228 0.286
RTT 1790362142.478 0.148
RTT 1790362142.729 0.358
RTT 1790362142.979 0.101
RTT 1790362143.229 0.219
RTT 1790362143.479 0.463
RTT 1790362143.729 0.174
RTT 1790362143.979 0.064
RTT 1790362144.230 0.371
RTT 1790362144.480 0.367
RTT 1790362144.730 0.359
RTT 1790362144.980 0.092
RTT 1790362145.231 0.185
RTT 1790362145.481 0.093
RTT 1790362145.731 0.069
RTT 1790362145.981 0.081
RTT 1790362146.231 0.080
RTT 1790362146.481 0.176
RTT 1790362146.732 0.434
RTT 1790362146.982 0.272
RTT 1790362147.232 0.103
RTT 1790362147.482 0.103
RTT 1790362147.732 0.078
RTT 1790362147.983 0.320
RTT 1790362148.233 0.181
RTT 1790362148.483 0.172
RTT_DEAD 1790362148.733
