# mem-guard start x3=30834 floor_mb=3000 swap_growth_mb=1536 x3_max_mb=3072 swap_used0_mb=5824
1790393739.941176045 mem_available_mb=6047 swap_used_mb=5824 x3_rss_mb=177 x3_swap_mb=0
1790393740.490341982 mem_available_mb=6041 swap_used_mb=5795 x3_rss_mb=224 x3_swap_mb=0
1790393741.022234013 mem_available_mb=5951 swap_used_mb=5794 x3_rss_mb=224 x3_swap_mb=0
1790393741.554985471 mem_available_mb=5945 swap_used_mb=5794 x3_rss_mb=224 x3_swap_mb=0
1790393742.094336877 mem_available_mb=5944 swap_used_mb=5794 x3_rss_mb=224 x3_swap_mb=0
1790393742.628945419 mem_available_mb=5941 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393743.159286772 mem_available_mb=5960 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393743.700080679 mem_available_mb=5970 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393744.230178335 mem_available_mb=5972 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393744.762043699 mem_available_mb=5972 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393745.301319272 mem_available_mb=5968 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393745.841789011 mem_available_mb=5952 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393746.382513750 mem_available_mb=5953 swap_used_mb=5793 x3_rss_mb=224 x3_swap_mb=0
1790393746.912923386 mem_available_mb=5941 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393747.447046510 mem_available_mb=5966 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393747.981886875 mem_available_mb=5960 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393748.514593073 mem_available_mb=5968 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393749.048660989 mem_available_mb=5966 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393749.591705260 mem_available_mb=5965 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393750.119425468 mem_available_mb=5964 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393750.646348697 mem_available_mb=5957 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393751.183246978 mem_available_mb=5955 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393751.711537446 mem_available_mb=5961 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393752.259243488 mem_available_mb=5967 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393752.807032706 mem_available_mb=5967 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393753.361467185 mem_available_mb=5967 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393753.917015466 mem_available_mb=5967 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393754.457134997 mem_available_mb=5936 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393755.010384789 mem_available_mb=5932 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
1790393755.565902914 mem_available_mb=5932 swap_used_mb=5793 x3_rss_mb=215 x3_swap_mb=0
