TRACER 0
RTT 1790328399.764 0.033
RTT 1790328400.014 0.060
RTT 1790328400.264 0.082
RTT 1790328400.514 0.122
RTT 1790328400.764 0.188
RTT 1790328401.014 0.184
RTT 1790328401.265 0.229
RTT 1790328401.515 0.249
RTT 1790328401.765 0.123
RTT 1790328402.015 0.315
RTT 1790328402.265 0.076
RTT 1790328402.515 0.185
RTT 1790328402.766 0.318
RTT 1790328403.016 0.096
RTT 1790328403.266 0.353
RTT 1790328403.516 0.209
RTT 1790328403.767 0.951
RTT 1790328404.017 0.378
RTT 1790328404.267 0.342
RTT 1790328404.517 0.350
RTT 1790328404.767 0.204
RTT 1790328405.018 0.198
RTT 1790328405.268 0.075
RTT 1790328405.518 0.192
RTT 1790328405.768 0.252
RTT 1790328406.018 0.116
RTT 1790328406.269 0.342
RTT 1790328406.519 0.159
RTT 1790328406.769 0.096
RTT 1790328407.019 0.076
RTT 1790328407.269 0.167
RTT 1790328407.519 0.109
RTT 1790328407.769 0.195
RTT 1790328408.019 0.113
RTT 1790328408.270 0.172
RTT 1790328408.520 0.282
RTT 1790328408.770 0.114
RTT 1790328409.020 0.218
RTT 1790328409.273 2.974
RTT 1790328409.522 0.090
RTT 1790328409.772 0.088
RTT 1790328410.022 0.060
RTT 1790328410.272 0.184
RTT 1790328410.523 0.302
RTT 1790328410.773 0.079
RTT 1790328411.023 0.140
RTT 1790328411.273 0.081
RTT 1790328411.523 0.089
RTT 1790328411.773 0.142
RTT 1790328412.023 0.089
RTT 1790328412.273 0.164
RTT 1790328412.523 0.142
RTT 1790328412.774 0.191
RTT 1790328413.024 0.176
RTT 1790328413.274 0.100
RTT 1790328413.524 0.121
RTT 1790328413.774 0.089
RTT 1790328414.024 0.342
RTT 1790328414.275 0.371
RTT 1790328414.525 0.182
RTT 1790328414.775 0.095
RTT 1790328415.025 0.183
RTT 1790328415.275 0.110
RTT 1790328415.525 0.156
RTT 1790328415.775 0.125
RTT 1790328416.026 0.167
RTT 1790328416.276 0.412
RTT 1790328416.526 0.142
RTT 1790328416.777 0.349
RTT 1790328417.027 0.099
RTT 1790328417.277 0.300
RTT 1790328417.527 0.231
RTT 1790328417.777 0.320
RTT 1790328418.028 0.198
RTT 1790328418.278 0.085
RTT 1790328418.528 0.181
RTT 1790328418.778 0.104
RTT 1790328419.028 0.198
RTT 1790328419.279 0.186
RTT 1790328419.529 0.118
RTT 1790328419.779 0.106
RTT 1790328420.033 2.138
RTT 1790328420.281 0.112
RTT 1790328420.531 0.184
RTT 1790328420.781 0.074
RTT 1790328421.031 0.078
RTT 1790328421.282 0.179
RTT 1790328421.533 0.462
RTT 1790328421.782 0.075
RTT 1790328422.033 0.107
RTT 1790328422.283 0.070
RTT 1790328422.534 0.186
RTT 1790328422.784 0.150
RTT 1790328423.035 0.090
RTT 1790328423.285 0.188
RTT 1790328423.537 0.093
RTT 1790328423.789 0.105
RTT 1790328424.039 0.088
RTT 1790328424.300 5.839
RTT 1790328424.547 2.771
