TRACER 0
RTT 1790328867.908 0.063
RTT 1790328868.158 0.077
RTT 1790328868.408 0.172
RTT 1790328868.659 0.379
RTT 1790328868.909 0.176
RTT 1790328869.159 0.114
RTT 1790328869.409 0.166
RTT 1790328869.659 0.162
RTT 1790328869.910 0.362
RTT 1790328870.160 0.377
RTT 1790328870.410 0.114
RTT 1790328870.660 0.255
RTT 1790328870.911 0.376
RTT 1790328871.161 0.103
RTT 1790328871.411 0.176
RTT 1790328871.661 0.082
RTT 1790328871.911 0.363
RTT 1790328872.161 0.305
RTT 1790328872.412 0.249
RTT 1790328872.662 0.340
RTT 1790328872.912 0.299
RTT 1790328873.162 0.203
RTT 1790328873.413 0.244
RTT 1790328873.663 0.232
RTT 1790328873.913 0.131
RTT 1790328874.163 0.255
RTT 1790328874.413 0.104
RTT 1790328874.663 0.119
RTT 1790328874.913 0.110
RTT 1790328875.164 0.145
RTT 1790328875.414 0.228
RTT 1790328875.664 0.122
RTT 1790328875.914 0.116
RTT 1790328876.164 0.158
RTT 1790328876.414 0.086
RTT 1790328876.669 4.839
RTT 1790328876.915 0.124
RTT 1790328877.165 0.326
RTT 1790328877.419 3.582
RTT 1790328877.665 0.110
RTT 1790328877.915 0.173
RTT 1790328878.166 0.097
RTT 1790328878.416 0.152
RTT 1790328878.666 0.078
RTT 1790328878.916 0.107
RTT 1790328879.166 0.093
RTT 1790328879.416 0.114
RTT 1790328879.666 0.094
RTT 1790328879.916 0.079
RTT 1790328880.166 0.077
RTT 1790328880.417 0.167
RTT 1790328880.667 0.082
RTT 1790328880.917 0.078
RTT 1790328881.167 0.075
RTT 1790328881.417 0.076
RTT 1790328881.667 0.077
RTT 1790328881.917 0.077
RTT 1790328882.167 0.071
RTT 1790328882.417 0.075
RTT 1790328882.667 0.075
RTT 1790328882.917 0.109
RTT 1790328883.168 0.093
RTT 1790328883.418 0.081
RTT 1790328883.668 0.117
RTT 1790328883.918 0.085
RTT 1790328884.168 0.076
RTT 1790328884.418 0.155
RTT 1790328884.668 0.085
RTT 1790328884.918 0.078
RTT 1790328885.168 0.117
RTT 1790328885.418 0.166
RTT 1790328885.668 0.090
RTT 1790328885.919 0.118
RTT 1790328886.169 0.284
RTT 1790328886.419 0.252
RTT 1790328886.669 0.209
RTT 1790328886.920 0.370
RTT 1790328887.170 0.295
RTT 1790328887.420 0.184
RTT 1790328887.670 0.111
RTT 1790328887.920 0.108
RTT 1790328888.171 0.326
RTT 1790328888.421 0.109
RTT 1790328888.671 0.346
RTT 1790328888.922 0.348
RTT 1790328889.172 0.388
RTT 1790328889.422 0.079
RTT 1790328889.672 0.115
RTT 1790328889.922 0.091
RTT 1790328890.172 0.106
RTT 1790328890.422 0.115
RTT 1790328890.672 0.160
RTT 1790328890.923 0.288
RTT 1790328891.173 0.093
RTT 1790328891.423 0.257
RTT 1790328891.673 0.115
RTT 1790328891.924 0.176
RTT 1790328892.174 0.100
RTT 1790328892.424 0.181
RTT 1790328892.674 0.181
RTT 1790328892.924 0.180
RTT 1790328893.174 0.093
RTT 1790328893.425 0.101
RTT 1790328893.675 0.086
RTT 1790328893.925 0.151
RTT 1790328894.175 0.094
RTT 1790328894.425 0.099
RTT 1790328894.675 0.108
RTT 1790328894.926 0.223
RTT 1790328895.176 0.158
RTT 1790328895.426 0.117
RTT 1790328895.676 0.161
RTT 1790328895.926 0.191
RTT 1790328896.176 0.145
RTT 1790328896.427 0.214
RTT 1790328896.677 0.717
RTT 1790328896.927 0.353
RTT 1790328897.177 0.108
RTT 1790328897.428 0.422
RTT 1790328897.678 0.109
RTT 1790328897.928 0.230
RTT 1790328898.178 0.192
RTT 1790328898.428 0.110
RTT 1790328898.678 0.188
RTT 1790328898.929 0.107
RTT 1790328899.179 0.241
RTT 1790328899.429 0.127
RTT 1790328899.679 0.179
RTT 1790328899.929 0.097
RTT 1790328900.180 0.296
RTT 1790328900.430 0.289
RTT 1790328900.680 0.192
RTT 1790328900.930 0.251
RTT 1790328901.180 0.125
RTT 1790328901.430 0.097
RTT 1790328901.680 0.151
RTT 1790328901.932 0.664
RTT 1790328902.181 0.078
RTT 1790328902.431 0.085
RTT 1790328902.689 7.737
RTT 1790328902.932 0.107
RTT 1790328903.182 0.208
RTT 1790328903.432 0.385
RTT 1790328903.682 0.275
RTT 1790328903.932 0.209
RTT 1790328904.182 0.114
RTT 1790328904.433 0.080
RTT 1790328904.683 0.166
RTT 1790328904.933 0.313
RTT 1790328905.185 1.840
RTT 1790328905.433 0.124
RTT 1790328905.684 0.311
RTT 1790328905.934 0.232
RTT 1790328906.184 0.096
RTT 1790328906.434 0.143
RTT 1790328906.685 1.298
RTT 1790328906.934 0.237
RTT 1790328907.185 0.335
RTT 1790328907.435 0.083
RTT 1790328907.686 1.447
RTT 1790328907.935 0.363
RTT 1790328908.186 0.167
RTT 1790328908.442 5.938
RTT 1790328908.686 0.081
RTT 1790328908.940 4.017
RTT 1790328909.186 0.170
RTT 1790328909.437 0.339
RTT 1790328909.690 4.105
RTT 1790328909.940 3.435
RTT 1790328910.187 0.112
RTT 1790328910.437 0.168
RTT 1790328910.687 0.096
RTT 1790328910.937 0.181
RTT 1790328911.191 4.258
RTT 1790328911.437 0.117
RTT 1790328911.689 0.333
RTT 1790328911.939 0.101
RTT 1790328912.189 0.217
RTT 1790328912.439 0.279
RTT 1790328912.692 2.764
RTT 1790328912.944 4.216
RTT 1790328913.190 0.138
RTT 1790328913.442 0.110
RTT 1790328913.693 1.187
RTT 1790328913.942 0.115
RTT 1790328914.192 0.332
RTT 1790328914.442 0.107
RTT 1790328914.696 3.593
RTT 1790328914.944 1.623
RTT 1790328915.200 7.333
RTT 1790328915.443 0.224
RTT 1790328915.694 0.237
RTT 1790328915.944 0.715
RTT 1790328916.195 1.455
RTT 1790328916.444 0.525
RTT 1790328916.694 0.169
RTT 1790328916.948 3.757
RTT 1790328917.196 1.254
RTT 1790328917.445 0.177
RTT 1790328917.695 0.474
RTT 1790328917.951 6.098
RTT 1790328918.200 4.548
RTT 1790328918.449 3.933
RTT 1790328918.701 5.292
RTT 1790328918.946 0.229
RTT 1790328919.205 7.261
RTT 1790328919.460 11.758
RTT 1790328919.708 9.631
RTT 1790328919.949 0.284
RTT 1790328920.200 0.842
RTT 1790328920.449 0.532
RTT 1790328920.701 2.236
RTT 1790328920.960 10.751
RTT 1790328921.201 1.551
RTT 1790328921.450 0.211
RTT 1790328921.704 4.037
RTT 1790328921.952 2.131
RTT 1790328922.200 0.322
RTT 1790328922.451 0.398
