TRACER 0
RTT 1790355069.572 0.158
RTT 1790355069.822 0.241
RTT 1790355070.073 0.269
RTT 1790355070.323 0.154
RTT 1790355070.573 0.163
RTT 1790355070.823 0.129
RTT 1790355071.073 0.179
RTT 1790355071.323 0.241
RTT 1790355071.574 0.208
RTT 1790355071.824 0.482
RTT 1790355072.074 0.283
RTT 1790355072.326 0.284
RTT 1790355072.576 0.302
RTT 1790355072.826 0.250
RTT 1790355073.076 0.215
RTT 1790355073.327 0.364
RTT 1790355073.577 0.160
RTT 1790355073.827 0.206
RTT 1790355074.077 0.193
RTT 1790355074.327 0.161
RTT 1790355074.578 0.206
RTT 1790355074.828 0.161
RTT 1790355075.078 0.080
RTT 1790355075.329 0.292
RTT 1790355075.579 0.157
RTT 1790355075.830 0.371
RTT 1790355076.080 0.519
RTT 1790355076.330 0.385
RTT 1790355076.580 0.184
RTT 1790355076.830 0.106
RTT 1790355077.082 1.592
RTT 1790355077.331 0.206
RTT 1790355077.581 0.137
RTT 1790355077.832 0.421
RTT 1790355078.081 0.167
RTT 1790355078.332 0.235
RTT 1790355078.582 0.153
RTT 1790355078.832 0.301
RTT 1790355079.083 1.125
RTT 1790355079.332 0.317
RTT 1790355079.583 0.284
RTT 1790355079.833 0.355
RTT 1790355080.083 0.168
RTT 1790355080.333 0.228
RTT 1790355080.584 0.310
RTT 1790355080.834 0.143
RTT 1790355081.084 0.281
RTT 1790355081.334 0.209
RTT 1790355081.584 0.177
RTT 1790355081.835 0.172
RTT 1790355082.085 0.140
RTT 1790355082.335 0.226
RTT 1790355082.585 0.291
RTT 1790355082.835 0.067
RTT 1790355083.085 0.118
RTT 1790355083.336 0.313
RTT 1790355083.586 0.087
RTT 1790355083.837 0.788
RTT 1790355084.087 0.411
RTT 1790355084.337 0.303
RTT 1790355084.587 0.255
RTT 1790355084.838 0.315
RTT 1790355085.088 0.142
RTT 1790355085.338 0.206
RTT 1790355085.589 0.240
RTT 1790355085.839 0.073
RTT 1790355086.090 0.202
RTT 1790355086.340 0.529
RTT 1790355086.590 0.269
RTT 1790355086.840 0.156
RTT 1790355087.091 0.168
RTT 1790355087.341 0.084
RTT 1790355087.591 0.358
RTT 1790355087.841 0.175
RTT 1790355088.092 0.163
RTT 1790355088.342 0.199
RTT 1790355088.593 0.204
RTT 1790355088.843 0.244
RTT 1790355089.094 0.210
RTT 1790355089.345 0.182
RTT 1790355089.595 0.165
RTT 1790355089.847 1.860
RTT 1790355090.095 0.219
RTT 1790355090.345 0.085
RTT 1790355090.596 0.214
RTT 1790355090.846 0.173
RTT 1790355091.096 0.203
RTT 1790355091.346 0.176
RTT 1790355091.596 0.202
RTT 1790355091.847 0.181
RTT 1790355092.097 0.304
RTT 1790355092.347 0.068
RTT 1790355092.598 0.294
RTT 1790355092.848 0.161
RTT 1790355093.098 0.096
RTT 1790355093.348 0.290
RTT 1790355093.599 0.338
RTT 1790355093.849 0.188
RTT 1790355094.099 0.182
RTT 1790355094.349 0.051
RTT 1790355094.599 0.499
RTT 1790355094.850 0.572
RTT 1790355095.099 0.158
RTT 1790355095.350 0.706
RTT 1790355095.600 0.126
RTT 1790355095.850 0.130
RTT 1790355096.100 0.285
RTT 1790355096.350 0.385
RTT 1790355096.601 0.241
RTT 1790355096.851 0.305
RTT 1790355097.101 0.279
RTT 1790355097.351 0.167
RTT 1790355097.602 0.449
RTT 1790355097.852 0.181
RTT 1790355098.102 0.107
RTT 1790355098.352 0.161
RTT 1790355098.603 0.338
RTT 1790355098.853 0.322
RTT 1790355099.103 0.188
RTT 1790355099.353 0.236
RTT 1790355099.603 0.253
RTT 1790355099.853 0.191
RTT 1790355100.104 0.954
RTT 1790355100.354 0.103
RTT 1790355100.605 0.177
RTT 1790355100.855 0.146
RTT 1790355101.105 0.232
RTT 1790355101.355 0.303
RTT 1790355101.605 0.171
RTT 1790355101.856 0.220
RTT 1790355102.106 0.189
RTT 1790355102.356 0.171
RTT 1790355102.606 0.091
RTT 1790355102.857 0.207
RTT 1790355103.107 0.328
RTT 1790355103.357 0.157
RTT 1790355103.607 0.472
RTT 1790355103.857 0.183
RTT 1790355104.107 0.148
RTT 1790355104.358 0.174
RTT 1790355104.608 0.176
RTT 1790355104.858 0.209
RTT 1790355105.108 0.162
RTT 1790355105.359 0.230
RTT 1790355105.609 0.266
RTT 1790355105.859 0.220
RTT 1790355106.110 0.402
RTT 1790355106.360 0.858
RTT 1790355106.610 0.136
RTT 1790355106.860 0.119
RTT 1790355107.110 0.239
RTT 1790355107.360 0.121
RTT 1790355107.611 0.149
RTT 1790355107.861 0.297
RTT 1790355108.112 0.566
RTT 1790355108.362 0.254
RTT 1790355108.612 0.295
RTT 1790355108.862 0.143
RTT 1790355109.112 0.142
RTT 1790355109.362 0.140
RTT 1790355109.612 0.065
RTT 1790355109.862 0.061
RTT 1790355110.113 0.191
RTT 1790355110.363 0.073
RTT 1790355110.613 0.066
RTT 1790355110.863 0.068
RTT 1790355111.113 0.145
RTT 1790355111.363 0.080
RTT 1790355111.613 0.071
RTT 1790355111.863 0.070
RTT 1790355112.113 0.104
RTT 1790355112.363 0.069
RTT 1790355112.614 0.135
RTT 1790355112.865 0.758
RTT 1790355113.114 0.100
RTT 1790355113.364 0.073
RTT 1790355113.616 0.299
RTT 1790355113.866 0.061
RTT 1790355114.116 0.099
RTT 1790355114.366 0.085
RTT 1790355114.616 0.080
RTT 1790355114.866 0.059
RTT 1790355115.116 0.129
RTT 1790355115.367 0.145
RTT 1790355115.617 0.132
RTT 1790355115.867 0.098
RTT 1790355116.118 0.108
RTT 1790355116.369 0.834
RTT 1790355116.618 0.067
RTT 1790355116.870 0.959
RTT 1790355117.120 0.109
RTT 1790355117.370 0.080
RTT 1790355117.620 0.429
RTT 1790355117.870 0.090
RTT 1790355118.120 0.139
RTT 1790355118.370 0.049
RTT 1790355118.621 0.056
RTT 1790355118.873 2.016
RTT 1790355119.122 0.762
RTT 1790355119.371 0.319
RTT 1790355119.621 0.071
RTT 1790355119.872 0.856
RTT 1790355120.121 0.118
RTT 1790355120.371 0.076
RTT 1790355120.622 0.250
RTT 1790355120.872 0.082
RTT 1790355121.122 0.470
RTT 1790355121.372 0.062
RTT 1790355121.622 0.063
RTT 1790355121.873 0.554
RTT 1790355122.122 0.140
RTT 1790355122.372 0.051
RTT 1790355122.622 0.069
RTT 1790355122.873 0.500
RTT 1790355123.123 0.074
RTT 1790355123.373 0.064
RTT 1790355123.623 0.082
RTT 1790355123.873 0.077
RTT 1790355124.125 1.634
RTT 1790355124.373 0.065
RTT 1790355124.624 1.199
RTT 1790355124.874 0.295
RTT 1790355125.124 0.429
RTT 1790355125.374 0.115
RTT 1790355125.624 0.501
RTT 1790355125.875 0.769
RTT 1790355126.124 0.160
RTT 1790355126.374 0.144
RTT 1790355126.624 0.083
RTT 1790355126.876 0.974
RTT 1790355127.125 0.057
RTT 1790355127.375 0.076
RTT 1790355127.625 0.068
RTT 1790355127.875 0.056
RTT 1790355128.127 1.460
RTT 1790355128.376 0.064
RTT 1790355128.626 0.058
RTT 1790355128.878 0.094
RTT 1790355129.128 0.099
RTT 1790355129.378 0.064
RTT 1790355129.628 0.089
RTT 1790355129.878 0.145
RTT 1790355130.128 0.275
RTT 1790355130.378 0.128
RTT 1790355130.628 0.091
RTT 1790355130.879 0.120
RTT 1790355131.129 0.130
RTT 1790355131.379 0.208
RTT 1790355131.630 0.125
RTT 1790355131.880 0.174
RTT 1790355132.130 0.171
RTT 1790355132.381 0.163
RTT 1790355132.631 0.511
RTT 1790355132.881 0.138
RTT 1790355133.131 0.057
RTT 1790355133.381 0.138
RTT 1790355133.631 0.097
RTT 1790355133.881 0.127
RTT 1790355134.131 0.137
RTT 1790355134.382 0.467
RTT 1790355134.632 0.105
RTT 1790355134.882 0.050
RTT 1790355135.132 0.225
RTT 1790355135.382 0.054
RTT 1790355135.632 0.094
RTT 1790355135.883 0.081
RTT 1790355136.133 0.077
RTT 1790355136.383 0.060
RTT 1790355136.633 0.104
RTT 1790355136.884 0.087
RTT 1790355137.134 0.147
RTT 1790355137.384 0.061
RTT 1790355137.634 0.101
RTT 1790355137.884 0.147
RTT 1790355138.134 0.133
RTT 1790355138.384 0.097
RTT 1790355138.635 0.182
RTT 1790355138.885 0.167
RTT 1790355139.135 0.140
RTT 1790355139.385 0.204
RTT 1790355139.635 0.108
RTT 1790355139.885 0.178
RTT 1790355140.136 0.292
RTT 1790355140.386 0.060
RTT 1790355140.636 0.184
RTT 1790355140.886 0.071
RTT 1790355141.136 0.155
RTT 1790355141.386 0.163
RTT 1790355141.636 0.092
RTT 1790355141.887 0.281
RTT 1790355142.137 0.073
RTT 1790355142.387 0.079
RTT 1790355142.637 0.112
RTT 1790355142.887 0.113
RTT 1790355143.137 0.105
RTT 1790355143.387 0.051
RTT 1790355143.638 0.062
RTT 1790355143.888 0.091
RTT 1790355144.141 0.081
RTT 1790355144.391 0.107
RTT 1790355144.641 0.084
RTT 1790355144.891 0.092
RTT 1790355145.142 0.136
RTT 1790355145.393 1.552
RTT 1790355145.642 0.798
RTT 1790355145.894 0.089
RTT 1790355146.144 0.098
RTT 1790355146.395 0.180
RTT 1790355146.645 0.141
RTT 1790355146.895 0.117
RTT 1790355147.145 0.064
RTT 1790355147.395 0.095
RTT 1790355147.646 0.134
RTT 1790355147.902 2.522
RTT 1790355148.160 5.381
RTT 1790355148.405 0.064
RTT 1790355148.655 0.073
RTT 1790355148.905 0.370
RTT 1790355149.155 0.055
RTT 1790355149.405 0.099
RTT 1790355149.658 2.560
RTT 1790355149.905 0.079
RTT 1790355150.156 0.117
RTT 1790355150.406 0.125
RTT 1790355150.656 0.061
RTT 1790355150.906 0.057
RTT 1790355151.156 0.074
RTT 1790355151.406 0.100
RTT 1790355151.656 0.100
RTT 1790355151.906 0.204
RTT 1790355152.157 0.113
RTT 1790355152.407 0.079
RTT 1790355152.657 0.081
RTT 1790355152.907 0.082
RTT 1790355153.157 0.060
RTT 1790355153.407 0.124
RTT 1790355153.657 0.076
RTT 1790355153.907 0.151
RTT 1790355154.157 0.052
RTT 1790355154.407 0.060
RTT 1790355154.657 0.071
RTT 1790355154.908 0.096
RTT 1790355155.158 0.084
RTT 1790355155.408 0.064
RTT 1790355155.659 1.155
RTT 1790355155.908 0.386
RTT 1790355156.158 0.326
RTT 1790355156.408 0.052
RTT 1790355156.660 1.264
RTT 1790355156.908 0.053
RTT 1790355157.159 0.054
RTT 1790355157.409 0.041
RTT 1790355157.659 0.096
RTT 1790355157.909 0.047
RTT 1790355158.159 0.052
RTT 1790355158.411 0.054
RTT 1790355158.662 0.665
RTT 1790355158.911 0.059
RTT 1790355159.161 0.056
RTT 1790355159.412 0.124
RTT 1790355159.662 0.071
RTT 1790355159.912 0.091
RTT 1790355160.164 1.786
RTT 1790355160.412 0.106
RTT 1790355160.664 1.247
RTT 1790355160.913 0.701
RTT 1790355161.163 0.554
RTT 1790355161.413 0.094
RTT 1790355161.663 0.044
RTT 1790355161.915 0.819
RTT 1790355162.164 0.177
RTT 1790355162.414 0.095
RTT 1790355162.665 0.140
RTT 1790355162.915 0.076
RTT 1790355163.165 0.131
RTT 1790355163.415 0.111
RTT 1790355163.666 0.179
RTT 1790355163.916 0.136
RTT 1790355164.166 0.244
RTT 1790355164.416 0.145
RTT 1790355164.668 0.639
RTT 1790355164.917 0.167
RTT 1790355165.167 0.157
RTT 1790355165.418 0.304
RTT 1790355165.668 0.354
RTT 1790355165.918 0.257
RTT 1790355166.168 0.099
RTT 1790355166.419 0.297
RTT 1790355166.669 0.131
RTT 1790355166.919 0.362
RTT 1790355167.169 0.176
RTT 1790355167.419 0.117
RTT 1790355167.669 0.133
RTT 1790355167.920 0.244
RTT 1790355168.170 0.286
RTT 1790355168.420 0.238
RTT 1790355168.670 0.067
RTT 1790355168.920 0.152
RTT 1790355169.171 0.154
RTT 1790355169.421 0.117
RTT 1790355169.671 0.302
RTT 1790355169.921 0.076
RTT 1790355170.171 0.169
RTT 1790355170.421 0.203
RTT 1790355170.672 0.153
RTT 1790355170.922 0.147
RTT 1790355171.172 0.180
RTT 1790355171.422 0.152
RTT 1790355171.672 0.172
RTT 1790355171.923 0.096
RTT 1790355172.173 0.076
RTT 1790355172.423 0.235
RTT 1790355172.673 0.317
RTT 1790355172.923 0.297
RTT 1790355173.173 0.106
RTT 1790355173.423 0.131
RTT 1790355173.674 0.162
RTT 1790355173.924 0.051
RTT 1790355174.174 0.143
RTT 1790355174.428 4.315
RTT 1790355174.674 0.088
RTT 1790355174.925 0.309
RTT 1790355175.174 0.076
RTT 1790355175.425 0.076
RTT 1790355175.675 0.099
RTT 1790355175.925 0.102
RTT 1790355176.175 0.082
RTT 1790355176.428 3.184
RTT 1790355176.675 0.077
RTT 1790355176.925 0.069
RTT 1790355177.175 0.078
RTT 1790355177.426 0.182
RTT 1790355177.676 0.201
RTT 1790355177.926 0.083
RTT 1790355178.176 0.144
RTT 1790355178.426 0.092
RTT 1790355178.676 0.142
RTT 1790355178.926 0.100
RTT 1790355179.176 0.060
RTT 1790355179.427 0.073
RTT 1790355179.677 0.052
RTT 1790355179.927 0.062
RTT 1790355180.181 3.666
RTT 1790355180.427 0.170
RTT 1790355180.678 0.087
RTT 1790355180.928 0.171
RTT 1790355181.178 0.152
RTT 1790355181.428 0.360
RTT 1790355181.678 0.069
RTT 1790355181.928 0.168
RTT 1790355182.178 0.079
RTT 1790355182.429 0.251
RTT 1790355182.679 0.069
RTT 1790355182.929 0.197
RTT 1790355183.179 0.572
RTT 1790355183.429 0.080
RTT 1790355183.679 0.126
RTT 1790355183.930 0.221
RTT 1790355184.180 0.119
RTT 1790355184.430 0.205
RTT 1790355184.680 0.341
RTT 1790355184.935 4.227
RTT 1790355185.181 0.079
RTT 1790355185.431 0.097
RTT 1790355185.681 0.075
RTT 1790355185.932 0.472
RTT 1790355186.189 7.141
RTT 1790355186.432 0.161
RTT 1790355186.682 0.244
RTT 1790355186.933 0.167
RTT 1790355187.183 0.145
RTT 1790355187.433 0.086
RTT 1790355187.683 0.156
RTT 1790355187.934 0.168
RTT 1790355188.184 0.232
RTT 1790355188.434 0.082
RTT 1790355188.684 0.147
RTT 1790355188.934 0.210
RTT 1790355189.186 0.488
RTT 1790355189.437 1.723
RTT 1790355189.686 0.183
RTT 1790355189.936 0.092
RTT 1790355190.186 0.102
RTT 1790355190.436 0.053
RTT 1790355190.688 1.356
RTT 1790355190.938 1.796
RTT 1790355191.188 1.243
RTT 1790355191.438 1.034
RTT 1790355191.687 0.477
RTT 1790355191.937 0.086
RTT 1790355192.187 0.059
RTT 1790355192.437 0.101
RTT 1790355192.687 0.087
RTT 1790355192.937 0.082
RTT 1790355193.187 0.069
RTT 1790355193.438 0.698
RTT 1790355193.689 0.100
RTT 1790355193.939 0.151
RTT 1790355194.189 0.114
RTT 1790355194.440 1.343
RTT 1790355194.689 0.060
RTT 1790355194.939 0.104
RTT 1790355195.190 0.117
RTT 1790355195.440 0.097
RTT 1790355195.690 0.060
RTT 1790355195.940 0.101
RTT 1790355196.191 1.275
RTT 1790355196.441 0.989
RTT 1790355196.691 0.639
RTT 1790355196.941 0.146
RTT 1790355197.191 0.062
RTT 1790355197.441 0.076
RTT 1790355197.691 0.055
RTT 1790355197.941 0.109
RTT 1790355198.191 0.082
RTT 1790355198.441 0.054
RTT 1790355198.691 0.071
RTT 1790355198.942 0.526
RTT 1790355199.192 0.079
RTT 1790355199.442 0.095
RTT 1790355199.692 0.124
RTT 1790355199.942 0.085
RTT 1790355200.192 0.148
RTT 1790355200.443 0.081
RTT 1790355200.693 0.135
RTT 1790355200.943 0.079
RTT 1790355201.193 0.178
RTT 1790355201.443 0.200
RTT 1790355201.693 0.093
RTT 1790355201.943 0.113
RTT 1790355202.193 0.070
RTT 1790355202.444 0.951
RTT 1790355202.695 1.031
RTT 1790355202.946 1.934
RTT 1790355203.195 0.711
RTT 1790355203.444 0.096
RTT 1790355203.694 0.061
RTT 1790355203.944 0.055
RTT 1790355204.194 0.056
RTT 1790355204.444 0.057
RTT 1790355204.695 0.151
RTT 1790355204.945 0.064
RTT 1790355205.195 0.061
RTT 1790355205.445 0.057
RTT 1790355205.695 0.209
RTT 1790355205.945 0.103
RTT 1790355206.195 0.114
RTT 1790355206.445 0.123
RTT 1790355206.695 0.061
RTT 1790355206.946 0.348
RTT 1790355207.196 0.283
RTT 1790355207.446 0.104
RTT 1790355207.696 0.134
RTT 1790355207.946 0.094
RTT 1790355208.197 0.099
RTT 1790355208.449 1.945
RTT 1790355208.698 1.762
RTT 1790355208.947 0.060
RTT 1790355209.198 0.697
RTT 1790355209.447 0.284
RTT 1790355209.697 0.093
RTT 1790355209.947 0.194
RTT 1790355210.198 0.179
RTT 1790355210.448 0.056
RTT 1790355210.698 0.074
RTT 1790355210.948 0.392
RTT 1790355211.198 0.092
RTT 1790355211.449 0.113
RTT 1790355211.699 0.359
RTT 1790355211.949 0.069
RTT 1790355212.199 0.218
RTT 1790355212.450 0.210
RTT 1790355212.700 0.118
RTT 1790355212.950 0.082
RTT 1790355213.201 0.091
RTT 1790355213.451 0.110
RTT 1790355213.701 0.081
RTT 1790355213.951 0.120
RTT 1790355214.201 0.056
RTT 1790355214.453 1.592
RTT 1790355214.702 0.835
RTT 1790355214.951 0.098
RTT 1790355215.202 0.076
RTT 1790355215.452 0.087
RTT 1790355215.702 0.090
RTT 1790355215.953 1.352
RTT 1790355216.202 0.057
RTT 1790355216.453 0.111
RTT 1790355216.703 0.084
RTT 1790355216.953 0.050
RTT 1790355217.203 0.065
RTT 1790355217.453 0.072
RTT 1790355217.703 0.129
RTT 1790355217.954 0.088
RTT 1790355218.204 0.175
RTT 1790355218.454 0.095
RTT 1790355218.704 0.095
RTT 1790355218.959 0.778
RTT 1790355219.209 0.128
RTT 1790355219.460 1.476
RTT 1790355219.709 0.130
RTT 1790355219.960 0.106
RTT 1790355220.210 0.280
RTT 1790355220.460 0.101
RTT 1790355220.710 0.122
RTT 1790355220.960 0.069
RTT 1790355221.213 2.803
RTT 1790355221.461 0.079
RTT 1790355221.711 0.112
RTT 1790355221.966 5.109
RTT 1790355222.211 0.331
RTT 1790355222.461 0.106
RTT 1790355222.712 0.933
RTT 1790355222.962 0.085
RTT 1790355223.212 0.073
RTT 1790355223.462 0.267
RTT 1790355223.713 1.212
RTT 1790355223.962 0.109
RTT 1790355224.212 0.134
RTT 1790355224.462 0.078
RTT 1790355224.713 0.718
RTT 1790355224.963 0.091
RTT 1790355225.213 0.218
RTT 1790355225.463 0.083
RTT 1790355225.716 2.912
RTT 1790355225.966 0.090
RTT 1790355226.217 1.056
RTT 1790355226.467 0.914
RTT 1790355226.717 0.831
RTT 1790355226.966 0.167
RTT 1790355227.216 0.051
RTT 1790355227.466 0.143
RTT 1790355227.716 0.079
RTT 1790355227.966 0.107
RTT 1790355228.217 0.105
RTT 1790355228.467 0.060
RTT 1790355228.717 0.090
RTT 1790355228.967 0.147
RTT 1790355229.218 0.167
RTT 1790355229.468 0.065
RTT 1790355229.718 0.063
RTT 1790355229.968 0.078
RTT 1790355230.218 0.239
RTT 1790355230.469 0.055
RTT 1790355230.719 0.087
RTT 1790355230.969 0.562
RTT 1790355231.219 0.181
RTT 1790355231.470 1.286
RTT 1790355231.720 1.153
RTT 1790355231.972 0.221
RTT 1790355232.223 0.110
RTT 1790355232.474 0.112
RTT 1790355232.724 0.180
RTT 1790355232.974 0.601
RTT 1790355233.224 0.076
RTT 1790355233.479 1.352
RTT 1790355233.728 0.105
RTT 1790355233.978 0.085
RTT 1790355234.229 0.635
RTT 1790355234.478 0.082
RTT 1790355234.729 0.097
RTT 1790355234.979 0.090
RTT 1790355235.229 0.093
RTT 1790355235.480 0.533
RTT 1790355235.730 0.100
RTT 1790355235.984 0.362
RTT 1790355236.234 0.138
RTT 1790355236.485 0.570
RTT 1790355236.735 0.092
RTT 1790355236.985 0.073
RTT 1790355237.235 0.111
RTT 1790355237.488 0.108
RTT 1790355237.738 0.284
RTT 1790355237.990 2.019
RTT 1790355238.239 1.550
RTT 1790355238.490 1.933
RTT 1790355238.739 0.556
RTT 1790355238.988 0.074
RTT 1790355239.238 0.058
RTT 1790355239.488 0.065
RTT 1790355239.739 0.094
RTT 1790355239.989 0.078
RTT 1790355240.239 0.185
RTT 1790355240.489 0.076
RTT 1790355240.739 0.221
RTT 1790355240.989 0.233
RTT 1790355241.239 0.079
RTT 1790355241.489 0.063
RTT 1790355241.740 0.170
RTT 1790355241.990 0.481
RTT 1790355242.241 1.098
RTT 1790355242.490 0.250
RTT 1790355242.740 0.290
RTT 1790355242.992 2.396
RTT 1790355243.240 0.059
RTT 1790355243.491 0.495
RTT 1790355243.742 1.417
RTT 1790355243.991 1.002
RTT 1790355244.241 0.507
RTT 1790355244.491 0.095
RTT 1790355244.741 0.124
RTT 1790355244.991 0.082
RTT 1790355245.241 0.061
RTT 1790355245.491 0.105
RTT 1790355245.742 0.486
RTT 1790355245.992 0.115
RTT 1790355246.243 0.731
RTT 1790355246.493 0.217
RTT 1790355246.743 0.367
RTT 1790355246.993 0.178
RTT 1790355247.244 1.363
RTT 1790355247.493 0.191
RTT 1790355247.744 0.072
RTT 1790355247.994 0.058
RTT 1790355248.245 1.214
RTT 1790355248.496 1.934
RTT 1790355248.745 1.100
RTT 1790355248.994 0.062
RTT 1790355249.244 0.186
RTT 1790355249.494 0.076
RTT 1790355249.745 0.265
RTT 1790355249.995 0.061
RTT 1790355250.245 0.364
RTT 1790355250.495 0.059
RTT 1790355250.745 0.107
RTT 1790355250.995 0.109
RTT 1790355251.245 0.057
RTT 1790355251.496 0.054
RTT 1790355251.746 0.242
RTT 1790355252.000 1.361
RTT 1790355252.250 0.129
RTT 1790355252.501 0.540
RTT 1790355252.751 0.108
RTT 1790355253.001 0.071
RTT 1790355253.251 0.085
RTT 1790355253.501 0.097
RTT 1790355253.751 0.105
RTT 1790355254.001 0.099
RTT 1790355254.252 0.330
RTT 1790355254.502 0.207
RTT 1790355254.752 0.128
RTT 1790355255.002 0.064
RTT 1790355255.252 0.109
RTT 1790355255.503 0.214
RTT 1790355255.753 0.192
RTT 1790355256.003 0.134
RTT 1790355256.253 0.149
RTT 1790355256.503 0.097
RTT 1790355256.753 0.100
RTT 1790355257.004 0.201
RTT 1790355257.254 0.093
RTT 1790355257.504 0.164
RTT 1790355257.754 0.106
RTT 1790355258.004 0.075
RTT 1790355258.254 0.125
RTT 1790355258.505 0.096
RTT 1790355258.755 0.121
RTT 1790355259.005 0.107
RTT 1790355259.256 0.862
RTT 1790355259.505 0.130
RTT 1790355259.755 0.152
RTT 1790355260.005 0.096
RTT 1790355260.256 0.102
RTT 1790355260.506 0.160
RTT 1790355260.756 0.111
RTT 1790355261.006 0.097
RTT 1790355261.256 0.114
RTT 1790355261.506 0.151
RTT 1790355261.756 0.082
RTT 1790355262.006 0.067
RTT 1790355262.257 0.345
RTT 1790355262.507 0.057
RTT 1790355262.757 0.148
RTT 1790355263.007 0.070
RTT 1790355263.257 0.068
RTT 1790355263.507 0.080
RTT 1790355263.757 0.294
RTT 1790355264.007 0.077
RTT 1790355264.257 0.100
RTT 1790355264.507 0.082
RTT 1790355264.758 0.148
RTT 1790355265.009 1.266
RTT 1790355265.258 0.073
RTT 1790355265.508 0.119
RTT 1790355265.758 0.086
RTT 1790355266.008 0.119
RTT 1790355266.258 0.082
RTT 1790355266.509 0.100
RTT 1790355266.759 0.084
RTT 1790355267.009 0.086
RTT 1790355267.259 0.123
RTT 1790355267.509 0.075
RTT 1790355267.759 0.086
RTT 1790355268.009 0.071
RTT 1790355268.259 0.072
RTT 1790355268.510 0.114
RTT 1790355268.760 0.059
RTT 1790355269.010 0.304
RTT 1790355269.260 0.094
RTT 1790355269.510 0.076
RTT 1790355269.760 0.070
RTT 1790355270.010 0.081
RTT 1790355270.260 0.074
RTT 1790355270.510 0.085
RTT 1790355270.760 0.070
RTT 1790355271.011 0.063
RTT 1790355271.261 0.074
RTT 1790355271.511 0.061
RTT 1790355271.761 0.122
RTT 1790355272.011 0.138
RTT 1790355272.261 0.082
RTT 1790355272.511 0.179
RTT 1790355272.761 0.204
RTT 1790355273.011 0.066
RTT 1790355273.261 0.077
RTT 1790355273.512 0.114
RTT 1790355273.762 0.129
RTT 1790355274.012 0.067
RTT 1790355274.262 0.077
RTT 1790355274.512 0.081
RTT 1790355274.762 0.074
RTT 1790355275.012 0.235
RTT 1790355275.262 0.071
RTT 1790355275.513 0.089
RTT 1790355275.763 0.270
RTT 1790355276.013 0.424
RTT 1790355276.263 0.075
RTT 1790355276.513 0.092
RTT 1790355276.763 0.128
RTT 1790355277.013 0.102
RTT 1790355277.263 0.092
RTT 1790355277.513 0.058
RTT 1790355277.763 0.061
RTT 1790355278.014 0.252
RTT 1790355278.264 0.079
RTT 1790355278.515 1.243
RTT 1790355278.764 0.145
RTT 1790355279.015 0.334
RTT 1790355279.265 0.214
RTT 1790355279.515 0.070
RTT 1790355279.765 0.101
RTT 1790355280.015 0.104
RTT 1790355280.265 0.076
RTT 1790355280.517 1.954
RTT 1790355280.765 0.072
RTT 1790355281.015 0.077
RTT 1790355281.265 0.081
RTT 1790355281.515 0.057
RTT 1790355281.766 0.070
RTT 1790355282.016 0.201
