TRACER 29525
RTT 1790355049.156 0.024
RTT 1790355049.407 0.134
RTT 1790355049.657 0.130
RTT 1790355049.907 0.067
RTT 1790355050.157 0.049
RTT 1790355050.407 0.053
RTT 1790355050.658 0.124
RTT 1790355050.908 0.120
RTT 1790355051.159 0.375
RTT 1790355051.409 0.389
RTT 1790355051.659 0.101
RTT 1790355051.909 0.179
RTT 1790355052.163 3.690
RTT 1790355052.410 0.363
RTT 1790355052.660 0.118
RTT 1790355052.911 0.858
RTT 1790355053.161 1.100
RTT 1790355053.410 0.100
RTT 1790355053.660 0.133
RTT 1790355053.911 0.146
RTT 1790355054.161 0.294
RTT 1790355054.411 0.189
RTT 1790355054.661 0.181
RTT 1790355054.911 0.143
RTT 1790355055.162 0.230
RTT 1790355055.413 0.439
RTT 1790355055.663 0.136
RTT 1790355055.913 0.278
RTT 1790355056.163 0.132
RTT 1790355056.413 0.137
RTT 1790355056.664 0.274
RTT 1790355056.916 1.816
RTT 1790355057.165 0.357
RTT 1790355057.415 0.191
RTT 1790355057.667 2.285
RTT 1790355057.915 0.336
RTT 1790355058.165 0.130
RTT 1790355058.415 0.101
RTT 1790355058.666 0.126
RTT 1790355058.916 0.054
RTT 1790355059.166 0.154
RTT 1790355059.416 0.177
RTT 1790355059.667 0.198
RTT 1790355059.917 0.139
RTT 1790355060.167 0.271
RTT 1790355060.417 0.296
RTT 1790355060.667 0.138
RTT 1790355060.918 0.154
RTT 1790355061.168 0.225
RTT 1790355061.418 0.157
RTT 1790355061.668 0.194
RTT 1790355061.922 2.936
RTT 1790355062.170 0.154
RTT 1790355062.420 0.329
RTT 1790355062.670 0.144
RTT 1790355062.920 0.174
RTT 1790355063.171 0.294
RTT 1790355063.421 0.276
RTT 1790355063.671 0.136
RTT 1790355063.921 0.154
RTT 1790355064.171 0.152
RTT 1790355064.422 0.167
RTT 1790355064.672 0.292
RTT 1790355064.922 0.311
RTT 1790355065.172 0.156
RTT 1790355065.423 0.277
RTT 1790355065.673 0.199
RTT 1790355065.923 0.197
RTT 1790355066.173 0.151
RTT 1790355066.423 0.123
RTT 1790355066.674 0.145
RTT 1790355066.924 0.159
RTT 1790355067.174 0.086
RTT 1790355067.424 0.198
RTT 1790355067.674 0.224
RTT 1790355067.926 0.115
RTT 1790355068.176 0.127
RTT 1790355068.427 1.206
RTT 1790355068.676 0.254
RTT 1790355068.927 0.223
RTT 1790355069.177 0.141
RTT 1790355069.427 0.223
RTT 1790355069.677 0.160
RTT 1790355069.928 0.303
RTT 1790355070.178 0.182
RTT 1790355070.428 0.101
RTT 1790355070.679 0.354
RTT 1790355070.929 0.243
RTT 1790355071.179 0.140
RTT 1790355071.429 0.097
RTT 1790355071.679 0.067
RTT 1790355071.929 0.126
RTT 1790355072.179 0.259
RTT 1790355072.430 0.220
RTT 1790355072.680 0.149
RTT 1790355072.930 0.165
RTT 1790355073.180 0.129
RTT 1790355073.430 0.045
RTT 1790355073.680 0.147
RTT 1790355073.931 0.138
RTT 1790355074.181 0.124
RTT 1790355074.431 0.144
RTT 1790355074.681 0.051
RTT 1790355074.931 0.135
RTT 1790355075.182 0.221
RTT 1790355075.433 0.169
RTT 1790355075.683 0.125
RTT 1790355075.933 0.179
RTT 1790355076.183 0.139
RTT 1790355076.433 0.163
RTT 1790355076.683 0.098
RTT 1790355076.934 0.260
RTT 1790355077.184 0.122
RTT 1790355077.434 0.131
RTT 1790355077.684 0.126
RTT 1790355077.935 0.320
RTT 1790355078.185 0.183
RTT 1790355078.435 0.177
RTT 1790355078.686 0.178
RTT 1790355078.936 0.193
RTT 1790355079.186 0.251
RTT 1790355079.437 0.162
RTT 1790355079.687 0.181
RTT 1790355079.937 0.137
RTT 1790355080.187 0.146
RTT 1790355080.438 0.144
RTT 1790355080.688 0.125
RTT 1790355080.938 0.121
RTT 1790355081.189 0.282
RTT 1790355081.439 0.160
RTT 1790355081.689 0.292
RTT 1790355081.939 0.311
RTT 1790355082.189 0.304
RTT 1790355082.439 0.096
