# mem-guard start x3=22260 floor_mb=3000 swap_growth_mb=1536 x3_max_mb=3072 swap_used0_mb=6006
1790328866.378945427 mem_available_mb=5875 swap_used_mb=6006 x3_rss_mb=94 x3_swap_mb=0
1790328866.911627198 mem_available_mb=5711 swap_used_mb=6005 x3_rss_mb=219 x3_swap_mb=0
1790328867.440403083 mem_available_mb=5713 swap_used_mb=6005 x3_rss_mb=220 x3_swap_mb=0
1790328867.967104906 mem_available_mb=5748 swap_used_mb=6005 x3_rss_mb=220 x3_swap_mb=0
1790328868.504604124 mem_available_mb=5747 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328869.040499176 mem_available_mb=5745 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328869.578425895 mem_available_mb=5745 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328870.113797822 mem_available_mb=5740 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328870.643793134 mem_available_mb=5743 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328871.180013811 mem_available_mb=5739 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328871.714522977 mem_available_mb=5741 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328872.246067300 mem_available_mb=5740 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328872.780231050 mem_available_mb=5739 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328873.327316987 mem_available_mb=5715 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328873.865881674 mem_available_mb=5699 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328874.409196622 mem_available_mb=5705 swap_used_mb=6006 x3_rss_mb=212 x3_swap_mb=0
1790328874.953283705 mem_available_mb=5710 swap_used_mb=6006 x3_rss_mb=212 x3_swap_mb=0
1790328875.500280893 mem_available_mb=5710 swap_used_mb=6006 x3_rss_mb=212 x3_swap_mb=0
1790328876.043422559 mem_available_mb=5697 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328876.584726725 mem_available_mb=5688 swap_used_mb=6005 x3_rss_mb=212 x3_swap_mb=0
1790328877.125838704 mem_available_mb=5692 swap_used_mb=6005 x3_rss_mb=214 x3_swap_mb=0
1790328877.674473079 mem_available_mb=5670 swap_used_mb=6006 x3_rss_mb=216 x3_swap_mb=0
1790328878.209990735 mem_available_mb=5644 swap_used_mb=6006 x3_rss_mb=216 x3_swap_mb=0
1790328878.783484381 mem_available_mb=5588 swap_used_mb=5980 x3_rss_mb=217 x3_swap_mb=0
1790328879.335256412 mem_available_mb=5570 swap_used_mb=5885 x3_rss_mb=217 x3_swap_mb=0
1790328879.897680162 mem_available_mb=5534 swap_used_mb=5879 x3_rss_mb=217 x3_swap_mb=0
1790328880.449426724 mem_available_mb=5464 swap_used_mb=5876 x3_rss_mb=229 x3_swap_mb=0
1790328880.979443130 mem_available_mb=5425 swap_used_mb=5872 x3_rss_mb=229 x3_swap_mb=0
1790328881.505658390 mem_available_mb=5401 swap_used_mb=5869 x3_rss_mb=229 x3_swap_mb=0
