TRACER 0
RTT 1790361663.973 0.027
RTT 1790361664.225 0.086
RTT 1790361664.475 0.068
RTT 1790361664.726 0.246
RTT 1790361664.976 0.205
RTT 1790361665.226 0.167
RTT 1790361665.476 0.189
RTT 1790361665.726 0.356
RTT 1790361665.977 0.257
RTT 1790361666.227 0.350
RTT 1790361666.477 0.089
RTT 1790361666.727 0.343
RTT 1790361666.977 0.161
RTT 1790361667.227 0.088
RTT 1790361667.478 0.147
RTT 1790361667.728 0.090
RTT 1790361667.978 0.196
RTT 1790361668.228 0.336
RTT 1790361668.478 0.100
RTT 1790361668.728 0.183
RTT 1790361668.979 0.213
RTT 1790361669.230 0.363
RTT 1790361669.481 0.198
RTT 1790361669.731 0.404
RTT 1790361669.981 0.308
RTT 1790361670.232 0.989
RTT 1790361670.481 0.058
RTT 1790361670.731 0.102
RTT 1790361670.982 0.135
RTT 1790361671.232 0.066
RTT 1790361671.482 0.072
RTT 1790361671.732 0.097
RTT 1790361671.982 0.111
RTT 1790361672.232 0.080
RTT 1790361672.482 0.060
RTT 1790361672.732 0.085
RTT 1790361672.983 0.065
RTT 1790361673.233 0.049
RTT 1790361673.483 0.198
RTT 1790361673.733 0.058
RTT 1790361673.983 0.113
RTT 1790361674.233 0.071
RTT 1790361674.483 0.075
RTT 1790361674.733 0.158
RTT 1790361674.983 0.060
RTT 1790361675.233 0.074
RTT 1790361675.483 0.111
RTT 1790361675.733 0.046
RTT 1790361675.984 0.678
RTT 1790361676.236 0.076
RTT 1790361676.486 0.146
RTT 1790361676.736 0.408
RTT 1790361676.986 0.168
RTT 1790361677.236 0.175
RTT 1790361677.487 0.310
RTT 1790361677.738 0.336
RTT 1790361677.988 0.149
RTT 1790361678.238 0.218
RTT 1790361678.488 0.149
RTT 1790361678.738 0.126
RTT 1790361678.989 0.193
RTT 1790361679.239 0.319
RTT 1790361679.489 0.217
RTT 1790361679.739 0.094
RTT 1790361679.990 0.372
RTT 1790361680.240 0.072
RTT 1790361680.490 0.369
RTT 1790361680.740 0.128
RTT 1790361680.992 2.187
RTT 1790361681.240 0.153
RTT 1790361681.491 0.221
RTT 1790361681.741 0.207
RTT 1790361681.991 0.339
RTT 1790361682.242 0.659
RTT 1790361682.492 0.074
RTT 1790361682.742 0.202
RTT 1790361682.992 0.179
RTT 1790361683.242 0.202
RTT 1790361683.493 0.338
RTT 1790361683.743 0.087
RTT 1790361683.993 0.330
RTT 1790361684.243 0.375
RTT 1790361684.494 0.373
RTT 1790361684.744 0.140
RTT 1790361684.994 0.365
RTT 1790361685.244 0.127
RTT 1790361685.495 0.304
RTT 1790361685.745 0.375
RTT 1790361685.996 0.368
RTT 1790361686.245 0.078
RTT 1790361686.496 0.337
RTT 1790361686.746 0.092
RTT 1790361686.996 0.082
RTT 1790361687.246 0.097
RTT 1790361687.496 0.350
RTT 1790361687.746 0.158
RTT 1790361687.997 0.323
RTT 1790361688.247 0.067
RTT 1790361688.497 0.263
RTT 1790361688.747 0.257
RTT 1790361688.998 0.397
RTT 1790361689.247 0.071
RTT 1790361689.498 0.117
RTT 1790361689.748 0.399
RTT 1790361689.998 0.211
RTT 1790361690.248 0.242
RTT 1790361690.499 0.087
RTT 1790361690.749 0.096
RTT 1790361691.006 7.060
RTT 1790361691.250 0.132
RTT 1790361691.500 0.158
RTT 1790361691.750 0.081
RTT 1790361692.000 0.073
RTT 1790361692.250 0.074
RTT 1790361692.500 0.111
RTT 1790361692.752 2.159
RTT 1790361693.001 0.170
RTT 1790361693.251 0.128
RTT 1790361693.501 0.090
RTT 1790361693.751 0.059
RTT 1790361694.001 0.140
RTT 1790361694.251 0.064
RTT 1790361694.502 0.204
RTT 1790361694.752 0.081
RTT 1790361695.002 0.060
RTT 1790361695.252 0.064
RTT 1790361695.502 0.100
RTT 1790361695.752 0.087
RTT 1790361696.003 0.070
RTT 1790361696.253 0.056
RTT 1790361696.503 0.064
RTT 1790361696.753 0.076
RTT 1790361697.004 0.251
RTT 1790361697.254 0.198
RTT 1790361697.504 0.205
RTT 1790361697.754 0.057
RTT 1790361698.004 0.175
RTT 1790361698.254 0.069
RTT 1790361698.504 0.064
RTT 1790361698.755 0.176
RTT 1790361699.005 0.079
RTT 1790361699.255 0.101
RTT 1790361699.508 2.742
RTT 1790361699.755 0.134
RTT 1790361700.005 0.197
RTT 1790361700.256 0.137
RTT 1790361700.506 0.092
RTT 1790361700.756 0.364
RTT 1790361701.006 0.176
RTT 1790361701.259 3.121
RTT 1790361701.507 0.210
RTT 1790361701.757 0.086
RTT 1790361702.007 0.056
RTT 1790361702.261 3.723
RTT 1790361702.509 0.319
RTT 1790361702.759 0.154
RTT 1790361703.010 0.075
RTT 1790361703.260 0.126
RTT 1790361703.510 0.308
RTT 1790361703.760 0.054
RTT 1790361704.012 0.145
RTT 1790361704.262 0.065
RTT 1790361704.515 2.986
RTT 1790361704.762 0.189
RTT 1790361705.012 0.143
RTT 1790361705.263 0.206
RTT 1790361705.517 4.245
RTT 1790361705.763 0.251
RTT 1790361706.013 0.339
RTT 1790361706.263 0.218
RTT 1790361706.516 2.310
RTT 1790361706.764 0.249
RTT 1790361707.014 0.053
RTT 1790361707.264 0.069
RTT 1790361707.514 0.133
RTT 1790361707.766 0.177
RTT 1790361708.016 0.187
RTT 1790361708.270 4.043
RTT 1790361708.519 2.619
RTT 1790361708.769 0.237
RTT 1790361709.019 0.073
RTT 1790361709.271 2.408
RTT 1790361709.519 0.160
RTT 1790361709.769 0.206
RTT 1790361710.019 0.273
RTT 1790361710.272 2.787
RTT 1790361710.520 0.179
RTT 1790361710.770 0.180
RTT 1790361711.020 0.203
RTT 1790361711.272 1.978
RTT 1790361711.521 0.255
RTT 1790361711.771 0.080
RTT 1790361712.021 0.082
RTT 1790361712.272 1.259
RTT 1790361712.521 0.076
RTT 1790361712.772 0.389
RTT 1790361713.022 0.238
RTT 1790361713.276 3.974
RTT 1790361713.522 0.330
RTT 1790361713.772 0.095
RTT 1790361714.022 0.113
RTT 1790361714.274 1.553
RTT 1790361714.523 0.296
RTT 1790361714.773 0.329
RTT 1790361715.024 0.311
RTT 1790361715.278 4.059
RTT 1790361715.524 0.201
RTT 1790361715.776 0.176
RTT 1790361716.026 0.334
RTT 1790361716.288 11.899
RTT 1790361716.531 4.586
RTT 1790361716.778 0.139
RTT 1790361717.032 3.900
RTT 1790361717.279 0.150
RTT 1790361717.529 0.198
RTT 1790361717.780 0.388
RTT 1790361718.030 0.494
RTT 1790361718.280 0.319
RTT 1790361718.530 0.310
RTT 1790361718.780 0.089
RTT 1790361719.030 0.143
RTT 1790361719.281 0.169
RTT 1790361719.531 0.280
RTT 1790361719.781 0.194
RTT 1790361720.032 0.561
RTT 1790361720.281 0.167
RTT 1790361720.532 0.273
RTT 1790361720.790 7.945
RTT 1790361721.033 1.470
RTT 1790361721.285 0.125
RTT 1790361721.535 0.106
RTT 1790361721.785 0.188
RTT 1790361722.035 0.147
RTT 1790361722.286 0.298
RTT 1790361722.536 0.250
RTT 1790361722.788 2.025
RTT 1790361723.038 1.970
RTT 1790361723.286 0.219
RTT 1790361723.537 0.273
RTT 1790361723.788 1.718
RTT 1790361724.037 0.055
RTT 1790361724.287 0.323
RTT 1790361724.538 0.377
RTT 1790361724.792 4.712
RTT 1790361725.039 1.179
RTT 1790361725.288 0.511
RTT 1790361725.538 0.092
RTT 1790361725.792 3.888
RTT 1790361726.038 0.165
RTT 1790361726.291 0.382
RTT 1790361726.547 5.920
RTT 1790361726.791 0.102
RTT 1790361727.043 2.544
RTT 1790361727.294 0.468
RTT 1790361727.552 8.844
RTT 1790361727.794 0.267
RTT 1790361728.046 0.385
RTT 1790361728.296 0.324
RTT 1790361728.550 3.939
RTT 1790361728.796 0.074
RTT 1790361729.049 2.334
RTT 1790361729.299 0.135
RTT 1790361729.554 4.398
RTT 1790361729.812 12.269
RTT 1790361730.051 1.254
RTT 1790361730.300 0.148
RTT 1790361730.554 3.545
RTT 1790361730.801 0.706
RTT 1790361731.056 5.654
RTT 1790361731.301 0.215
RTT 1790361731.553 2.550
RTT 1790361731.801 0.205
RTT 1790361732.051 0.267
RTT 1790361732.301 0.222
RTT 1790361732.553 2.002
RTT 1790361732.802 0.410
RTT 1790361733.056 4.558
RTT 1790361733.304 2.228
RTT 1790361733.552 0.098
RTT 1790361733.803 0.528
RTT 1790361734.053 0.379
RTT 1790361734.303 0.489
RTT 1790361734.556 3.598
RTT 1790361734.803 0.175
RTT 1790361735.055 1.866
RTT 1790361735.304 0.686
RTT 1790361735.555 2.151
RTT 1790361735.804 0.628
RTT 1790361736.054 0.533
RTT 1790361736.304 0.769
RTT 1790361736.554 0.243
RTT 1790361736.804 0.108
RTT 1790361737.054 0.068
RTT 1790361737.308 3.352
RTT 1790361737.555 0.298
RTT 1790361737.807 0.521
RTT 1790361738.057 0.217
RTT 1790361738.313 5.255
RTT 1790361738.566 8.385
RTT 1790361738.808 0.559
RTT 1790361739.058 0.053
RTT 1790361739.308 0.053
RTT 1790361739.558 0.120
RTT 1790361739.808 0.232
RTT 1790361740.059 0.205
RTT 1790361740.310 1.769
RTT 1790361740.564 5.782
RTT 1790361740.809 0.319
RTT 1790361741.059 0.158
RTT 1790361741.313 3.579
RTT 1790361741.568 8.498
RTT 1790361741.810 0.119
RTT 1790361742.061 0.740
RTT 1790361742.311 0.874
RTT 1790361742.561 0.306
RTT 1790361742.813 0.336
RTT 1790361743.068 5.424
RTT 1790361743.313 0.191
RTT 1790361743.563 0.218
RTT 1790361743.813 0.126
RTT 1790361744.066 2.687
RTT 1790361744.320 6.664
RTT 1790361744.564 0.502
RTT 1790361744.814 0.095
RTT 1790361745.066 2.339
RTT 1790361745.314 0.295
RTT 1790361745.566 0.258
RTT 1790361745.816 0.167
RTT 1790361746.066 0.146
RTT 1790361746.317 0.217
RTT 1790361746.567 0.414
RTT 1790361746.817 0.150
RTT 1790361747.068 1.342
RTT 1790361747.317 0.244
RTT 1790361747.567 0.165
RTT 1790361747.818 0.465
RTT 1790361748.076 8.693
RTT 1790361748.318 0.132
RTT 1790361748.568 0.358
RTT 1790361748.818 0.148
RTT 1790361749.071 2.700
RTT 1790361749.318 0.127
RTT 1790361749.569 0.508
RTT 1790361749.819 0.530
RTT 1790361750.069 0.446
RTT 1790361750.320 1.596
RTT 1790361750.569 0.145
RTT 1790361750.819 0.107
RTT 1790361751.084 14.768
RTT 1790361751.320 0.078
RTT 1790361751.570 0.453
RTT 1790361751.820 0.139
RTT 1790361752.081 11.276
RTT 1790361752.321 0.461
RTT 1790361752.571 0.393
RTT 1790361752.821 0.081
RTT 1790361753.074 3.309
RTT 1790361753.321 0.219
RTT 1790361753.572 0.274
RTT 1790361753.822 0.089
RTT 1790361754.080 8.068
RTT 1790361754.322 0.206
RTT 1790361754.575 0.384
RTT 1790361754.832 7.348
RTT 1790361755.080 5.641
RTT 1790361755.326 0.394
RTT 1790361755.576 0.099
RTT 1790361755.827 1.167
RTT 1790361756.076 0.126
RTT 1790361756.326 0.217
RTT 1790361756.576 0.433
RTT 1790361756.827 0.744
RTT 1790361757.077 0.698
RTT 1790361757.327 0.373
RTT 1790361757.577 0.069
RTT 1790361757.836 8.989
RTT 1790361758.077 0.258
RTT 1790361758.327 0.199
RTT 1790361758.578 0.363
RTT 1790361758.832 4.444
RTT 1790361759.078 0.304
RTT 1790361759.328 0.093
RTT 1790361759.578 0.131
RTT 1790361759.836 7.489
RTT 1790361760.078 0.053
RTT 1790361760.328 0.092
RTT 1790361760.579 0.285
RTT 1790361760.832 3.201
RTT 1790361761.079 0.288
RTT 1790361761.329 0.168
RTT 1790361761.580 0.560
RTT 1790361761.833 3.392
RTT 1790361762.080 0.195
RTT 1790361762.330 0.242
RTT 1790361762.580 0.114
RTT 1790361762.836 5.945
RTT 1790361763.081 0.383
RTT 1790361763.331 0.068
RTT 1790361763.584 3.104
RTT 1790361763.832 0.894
RTT 1790361764.082 0.381
RTT 1790361764.331 0.100
RTT 1790361764.582 0.759
RTT 1790361764.834 0.122
RTT 1790361765.084 0.157
RTT 1790361765.344 10.434
RTT 1790361765.584 0.257
RTT 1790361765.834 0.102
RTT 1790361766.085 0.235
RTT 1790361766.335 0.227
RTT 1790361766.585 0.125
RTT 1790361766.840 5.460
RTT 1790361767.096 11.043
RTT 1790361767.336 0.483
RTT 1790361767.588 0.396
RTT 1790361767.838 0.337
RTT 1790361768.090 2.161
RTT 1790361768.338 0.155
RTT 1790361768.589 0.454
RTT 1790361768.839 0.347
RTT 1790361769.096 7.521
RTT 1790361769.340 1.208
RTT 1790361769.589 0.220
RTT 1790361769.839 0.099
RTT 1790361770.095 5.613
RTT 1790361770.340 0.221
RTT 1790361770.590 0.318
RTT 1790361770.840 0.330
RTT 1790361771.095 4.672
RTT 1790361771.341 0.221
RTT 1790361771.591 0.171
RTT 1790361771.841 0.116
RTT 1790361772.095 3.798
RTT 1790361772.348 4.313
RTT 1790361772.594 0.151
RTT 1790361772.844 0.128
RTT 1790361773.094 0.077
RTT 1790361773.347 1.819
RTT 1790361773.595 0.058
RTT 1790361773.845 0.137
RTT 1790361774.100 4.520
RTT 1790361774.347 0.979
RTT 1790361774.597 0.118
RTT 1790361774.853 6.767
RTT 1790361775.099 2.578
RTT 1790361775.347 0.427
RTT 1790361775.597 0.174
RTT 1790361775.847 0.370
RTT 1790361776.104 6.844
RTT 1790361776.348 0.363
RTT 1790361776.601 0.146
RTT 1790361776.850 0.043
RTT 1790361777.108 7.390
RTT 1790361777.351 0.201
RTT 1790361777.603 0.237
RTT 1790361777.856 2.938
RTT 1790361778.103 0.294
RTT 1790361778.353 0.157
RTT 1790361778.604 0.545
RTT 1790361778.860 6.314
RTT 1790361779.107 2.719
RTT 1790361779.354 0.083
RTT 1790361779.606 0.269
RTT 1790361779.857 0.685
RTT 1790361780.106 0.154
RTT 1790361780.356 0.055
RTT 1790361780.606 0.109
RTT 1790361780.859 2.670
RTT 1790361781.107 0.104
RTT 1790361781.357 0.143
RTT 1790361781.607 0.144
RTT 1790361781.876 18.596
RTT 1790361782.110 2.790
RTT 1790361782.358 0.254
RTT 1790361782.608 0.134
RTT 1790361782.861 3.060
RTT 1790361783.112 4.114
