# mem-guard start x3=7888 floor_mb=3000 swap_growth_mb=1536 x3_max_mb=3072 swap_used0_mb=5682
1790360363.775110339 mem_available_mb=5181 swap_used_mb=5682 x3_rss_mb=184 x3_swap_mb=0
1790360364.304982058 mem_available_mb=5218 swap_used_mb=5421 x3_rss_mb=222 x3_swap_mb=0
1790360364.825760703 mem_available_mb=5257 swap_used_mb=5422 x3_rss_mb=222 x3_swap_mb=0
1790360365.349270547 mem_available_mb=5267 swap_used_mb=5422 x3_rss_mb=222 x3_swap_mb=0
1790360365.878703203 mem_available_mb=5267 swap_used_mb=5422 x3_rss_mb=222 x3_swap_mb=0
1790360366.406764296 mem_available_mb=5269 swap_used_mb=5422 x3_rss_mb=214 x3_swap_mb=0
1790360366.934936432 mem_available_mb=5267 swap_used_mb=5422 x3_rss_mb=214 x3_swap_mb=0
1790360367.455493254 mem_available_mb=5244 swap_used_mb=5422 x3_rss_mb=214 x3_swap_mb=0
1790360367.982899087 mem_available_mb=5236 swap_used_mb=5421 x3_rss_mb=214 x3_swap_mb=0
1790360368.510919764 mem_available_mb=5240 swap_used_mb=5421 x3_rss_mb=214 x3_swap_mb=0
1790360369.040503775 mem_available_mb=5223 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360369.568520493 mem_available_mb=5221 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360370.102176170 mem_available_mb=5220 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360370.639141378 mem_available_mb=5221 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360371.172012888 mem_available_mb=5205 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360371.704520284 mem_available_mb=5218 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360372.229618825 mem_available_mb=5209 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360372.759491586 mem_available_mb=5186 swap_used_mb=5418 x3_rss_mb=214 x3_swap_mb=0
1790360373.294403669 mem_available_mb=5174 swap_used_mb=5418 x3_rss_mb=217 x3_swap_mb=0
1790360373.823508877 mem_available_mb=5118 swap_used_mb=5418 x3_rss_mb=218 x3_swap_mb=0
1790360374.359656741 mem_available_mb=5091 swap_used_mb=5418 x3_rss_mb=218 x3_swap_mb=0
1790360374.896569397 mem_available_mb=5188 swap_used_mb=5418 x3_rss_mb=219 x3_swap_mb=0
1790360375.429762574 mem_available_mb=5084 swap_used_mb=5418 x3_rss_mb=241 x3_swap_mb=0
1790360375.955157626 mem_available_mb=5116 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360376.483007418 mem_available_mb=5127 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360377.008519084 mem_available_mb=5127 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360377.534020125 mem_available_mb=5129 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360378.063079656 mem_available_mb=5122 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360378.584348823 mem_available_mb=5122 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360379.110200698 mem_available_mb=5121 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360379.644939187 mem_available_mb=5121 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360380.179220229 mem_available_mb=5116 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360380.709929447 mem_available_mb=5113 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360381.239467416 mem_available_mb=5116 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360381.763575645 mem_available_mb=5155 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360382.298152207 mem_available_mb=5153 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360382.824514655 mem_available_mb=5146 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360383.352321842 mem_available_mb=5145 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360383.877481790 mem_available_mb=5150 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360384.406961633 mem_available_mb=5149 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360384.938289862 mem_available_mb=5147 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360385.466223300 mem_available_mb=5155 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360385.992414706 mem_available_mb=5154 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360386.516182778 mem_available_mb=5153 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360387.038691528 mem_available_mb=5147 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360387.567577309 mem_available_mb=5152 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360388.094909392 mem_available_mb=5150 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360388.614448663 mem_available_mb=5150 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360389.139896579 mem_available_mb=5145 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360389.670089704 mem_available_mb=5145 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360390.195345589 mem_available_mb=5145 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360390.720389443 mem_available_mb=5153 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360391.248653245 mem_available_mb=5153 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360391.776500120 mem_available_mb=5146 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360392.303671474 mem_available_mb=5145 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360392.836107880 mem_available_mb=5163 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360393.358192671 mem_available_mb=5164 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360393.885089025 mem_available_mb=5157 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360394.414887411 mem_available_mb=5164 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360394.954436577 mem_available_mb=5154 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360395.485429650 mem_available_mb=5133 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360396.013027358 mem_available_mb=5132 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360396.548449129 mem_available_mb=5135 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360397.072621003 mem_available_mb=5131 swap_used_mb=5418 x3_rss_mb=231 x3_swap_mb=0
1790360397.598230170 mem_available_mb=5126 swap_used_mb=5418 x3_rss_mb=235 x3_swap_mb=0
