# evidence replay 2026-09-24T14:14:33+08:00: exact-line count of
# ^EXA bug: pPixmap->devPrivate\.ptr was 0x[0-9a-f]+, but should have been NULL\.$
# columns: count  sha256(log)[:16]  frozen-sha256sums-match  path
     0  9e80b73202aa181d  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-c5-full/attempt-02/x3-launcher.raw.log
     0  a67fb312d20b3b69  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-c5-full/attempt-03/x3-launcher.raw.log
     0  0811deee3fcff5e0  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-c5-full/attempt-04/x3-launcher.raw.log
     0  620864fafb48648c  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-c5-overflow/attempt-01/x3-launcher.raw.log
     0  863a3736e68d3711  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-c5-overflow/attempt-02/x3-launcher.raw.log
     0  043a506dd75c8cb9  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-c5-overflow/attempt-03/x3-launcher.raw.log
     0  68c8f7e312b6e251  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-d/attempt-01/x3-launcher.raw.log
     0  285c7f0465681df8  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-d/attempt-02/x3-launcher.raw.log
     0  9064f3fa2f45142e  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-d/attempt-03/x3-launcher.raw.log
     0  09400e4094b449b7  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-d/attempt-04/x3-launcher.raw.log
     0  ca8779275b5d5e7d  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-p1/attempt-01/x3-launcher.raw.log
     0  dbf5270b6f6f062c  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-p1/attempt-02/x3-launcher.raw.log
     0  81b6aec8930f5ce9  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-p1/attempt-03/x3-launcher.raw.log
     0  28826565ecf9cb42  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-b984ded/r8-p2/attempt-01/x3-launcher.raw.log
     0  245ac726c86a48bb  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-bfb5769/r8-d/attempt-01/x3-launcher.raw.log
     0  77f93f3a6bdd7da9  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-bfb5769/r8-p2/attempt-01/x3-launcher.raw.log
     0  09d3e35a616f6efc  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-dc94485/r8-d/attempt-01/x3-launcher.raw.log
     0  336033d0b589ee56  MATCH        ./gate-a-a1/p2-r8-runtime/runtime-dc94485/r8-p2/attempt-01/x3-launcher.raw.log
     0  f20398e01e4b466a  no-manifest  ./gate-a-a1/p2-r8-runtime/runtime-fb4f017/r8-c1/attempt-07-terminate/x3-launcher.raw.log
  4346  10e5f0d8d57405a6  no-manifest  ./gate-a-a1/p2-runtime-phase1/r0/x3-launcher.raw.log
     0  df451b062c3155ed  no-manifest  ./gate-a-a1/p2-runtime-phase1/r1-eq0/x3-launcher.raw.log
     0  e3b0c44298fc1c14  MATCH        ./gate-a-a1/p2-xfce-probe/probe-03/x3-launcher.log
     0  e3b0c44298fc1c14  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-11b3b79/xfce-c0-c-01/x3-launcher.log
     0  e3b0c44298fc1c14  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-11b3b79/xfce-c0-c-02/x3-launcher.log
   104  91b508fd6f43aa8d  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-11b3b79/xfce-c0-g-01/x3-launcher.log
   105  5cbd54aa0e8957d3  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-11b3b79/xfce-c0-g-02/x3-launcher.log
    47  32420793855a2790  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-11b3b79/xfce-c0-ga-01/x3-launcher.log
    47  c6973eb1569f96a5  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-11b3b79/xfce-c0-ga-02/x3-launcher.log
     0  e3b0c44298fc1c14  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-709dfac/xfce-c0-c-01/x3-launcher.log
     0  e3b0c44298fc1c14  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-709dfac/xfce-c0-c-02/x3-launcher.log
     0  e3b0c44298fc1c14  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-709dfac/xfce-c0-c-03/x3-launcher.log
     1  0a0758aa4116b408  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-709dfac/xfce-c0-gat-01/x3-launcher.log
     1  c26b6f552bf417c7  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-709dfac/xfce-c0-gat-02/x3-launcher.log
     1  4cb3d3e96f2d4a84  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-709dfac/xfce-c0-gat-03/x3-launcher.log
     0  e3b0c44298fc1c14  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-bfb5769/rca-c-01/x3-launcher.log
   775  180ff8d805a4f990  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-bfb5769/rca-g-01/x3-launcher.log
     0  e3b0c44298fc1c14  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-bfb5769/rca3-c-01/x3-launcher.log
  2737  3b063b641533f119  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-bfb5769/rca3-g-01/x3-launcher.log
     0  e3b0c44298fc1c14  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-bfb5769/xfce2-c1-01/x3-launcher.log
   707  f02925864b4cf134  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-bfb5769/xfce2-c1-02/x3-launcher.log
  2864  ea29f35984b6d73a  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-bfb5769/xfce3-c1-01/x3-launcher.log
     0  a867992ea386338d  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-dc94485/xfce-c1-02/x3-launcher.log
   150  057135cfdbbc06f2  MATCH        ./gate-a-a1/p2-xfce-runtime/runtime-dc94485/xfce-c1-03/x3-launcher.log
     0  e3b0c44298fc1c14  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-c-01/x3-launcher.log
     0  e3b0c44298fc1c14  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-c-02/x3-launcher.log
   105  3b07190f4c89f898  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-g0-01/x3-launcher.log
   102  d3a930a44523aacb  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-g0-02/x3-launcher.log
     1  10c2bd5e266180e0  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-gat-01/x3-launcher.log
     1  e338f50f926c2adc  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-gat-02/x3-launcher.log
    54  adafd0e6797b31e8  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-gt-01/x3-launcher.log
    55  bc6d7323bd729cd8  no-manifest  ./gate-a-a1/p2-xfce-runtime/runtime-f592241/xfce-c0-gt-02/x3-launcher.log
     6  cb1bcdf0e8b63344  MATCH        ./gl/electron-bench-01-rep01/x3-launcher.log
     2  0ffdbd332486aa32  MATCH        ./gl/electron-bench-dryrun-01/x3-launcher.log
     1  48ed36a5103deeaf  MATCH        ./gl/electron-bench-dryrun-02/x3-launcher.log
    33  7d36fb5fb54b9536  MATCH        ./gl/electron-bench-dryrun-03/x3-launcher.log
     2  a4bf4c75cf1d893e  MATCH        ./gl/electron-gpu-probe-01/x3-launcher.log
   219  301c18369b808548  MATCH        ./gl/electron-gpu-probe-02/x3-launcher.log
