TRACER 0
RTT 1790355464.722 0.049
RTT 1790355464.972 0.077
RTT 1790355465.222 0.094
RTT 1790355465.472 0.137
RTT 1790355465.722 0.078
RTT 1790355465.973 0.090
RTT 1790355466.224 0.117
RTT 1790355466.474 0.057
RTT 1790355466.724 0.056
RTT 1790355466.974 0.060
RTT 1790355467.226 0.122
RTT 1790355467.476 0.150
RTT 1790355467.726 0.058
RTT 1790355467.976 0.061
RTT 1790355468.226 0.086
RTT 1790355468.476 0.092
RTT 1790355468.726 0.141
RTT 1790355468.976 0.069
RTT 1790355469.227 0.077
RTT 1790355469.477 0.054
RTT 1790355469.727 0.056
RTT 1790355469.977 0.050
RTT 1790355470.227 0.064
RTT 1790355470.477 0.049
RTT 1790355470.727 0.091
RTT 1790355470.978 0.079
RTT 1790355471.228 0.104
RTT 1790355471.478 0.078
RTT 1790355471.728 0.068
RTT 1790355471.978 0.103
RTT 1790355472.229 0.123
RTT 1790355472.479 0.058
RTT 1790355472.729 0.078
RTT 1790355472.979 0.115
RTT 1790355473.229 0.100
RTT 1790355473.479 0.064
RTT 1790355473.729 0.077
RTT 1790355473.983 2.416
RTT 1790355474.231 0.079
RTT 1790355474.481 0.087
RTT 1790355474.731 0.094
RTT 1790355474.981 0.074
RTT 1790355475.238 0.107
RTT 1790355475.488 0.059
RTT 1790355475.738 0.063
RTT 1790355475.988 0.087
RTT 1790355476.238 0.127
RTT 1790355476.488 0.058
RTT 1790355476.738 0.053
RTT 1790355476.988 0.054
RTT 1790355477.238 0.076
RTT 1790355477.488 0.076
RTT 1790355477.739 0.064
RTT 1790355477.989 0.068
RTT 1790355478.239 0.064
RTT 1790355478.489 0.062
RTT 1790355478.739 0.066
RTT 1790355478.989 0.065
RTT 1790355479.239 0.059
RTT 1790355479.489 0.062
RTT 1790355479.739 0.055
RTT 1790355479.989 0.053
RTT 1790355480.239 0.071
RTT 1790355480.490 0.089
RTT 1790355480.740 0.089
RTT 1790355480.990 0.045
RTT 1790355481.240 0.050
RTT 1790355481.490 0.073
RTT 1790355481.740 0.053
RTT 1790355481.990 0.091
RTT 1790355482.240 0.071
RTT 1790355482.490 0.061
RTT 1790355482.741 0.065
RTT 1790355482.991 0.055
RTT 1790355483.241 0.083
RTT 1790355483.491 0.076
RTT 1790355483.741 0.063
RTT 1790355483.991 0.052
RTT 1790355484.241 0.050
RTT 1790355484.491 0.089
RTT 1790355484.741 0.063
RTT 1790355484.991 0.052
RTT 1790355485.241 0.062
RTT 1790355485.492 0.078
RTT 1790355485.742 0.081
RTT 1790355485.992 0.130
RTT 1790355486.242 0.163
RTT 1790355486.493 0.366
RTT 1790355486.743 0.198
RTT 1790355486.993 0.147
RTT 1790355487.243 0.052
RTT 1790355487.493 0.048
RTT 1790355487.743 0.051
RTT 1790355487.993 0.061
RTT 1790355488.243 0.083
RTT 1790355488.493 0.067
RTT 1790355488.743 0.062
RTT 1790355488.994 0.198
RTT 1790355489.244 0.086
RTT 1790355489.495 1.405
RTT 1790355489.745 0.826
RTT 1790355489.995 0.662
RTT 1790355490.244 0.159
RTT 1790355490.494 0.053
RTT 1790355490.744 0.068
RTT 1790355490.995 0.117
RTT 1790355491.247 1.594
RTT 1790355491.495 0.061
RTT 1790355491.745 0.067
RTT 1790355491.996 0.064
RTT 1790355492.246 0.074
RTT 1790355492.496 0.055
RTT 1790355492.746 0.112
RTT 1790355492.996 0.063
RTT 1790355493.248 0.075
RTT 1790355493.498 0.064
RTT 1790355493.748 0.371
RTT 1790355493.998 0.082
RTT 1790355494.248 0.066
RTT 1790355494.499 0.574
RTT 1790355494.750 1.032
RTT 1790355494.999 0.061
RTT 1790355495.249 0.066
RTT 1790355495.499 0.095
RTT 1790355495.749 0.063
RTT 1790355495.999 0.061
RTT 1790355496.249 0.066
RTT 1790355496.499 0.085
RTT 1790355496.750 0.062
RTT 1790355497.000 0.060
RTT 1790355497.250 0.060
RTT 1790355497.500 0.055
RTT 1790355497.750 0.065
RTT 1790355498.000 0.063
RTT 1790355498.250 0.117
RTT 1790355498.500 0.269
RTT 1790355498.750 0.061
RTT 1790355499.000 0.062
RTT 1790355499.251 0.057
RTT 1790355499.501 0.793
RTT 1790355499.751 0.053
RTT 1790355500.001 0.107
RTT 1790355500.251 0.065
RTT 1790355500.501 0.054
RTT 1790355500.751 0.093
RTT 1790355501.001 0.060
RTT 1790355501.252 1.123
RTT 1790355501.501 0.067
RTT 1790355501.752 0.406
RTT 1790355502.002 0.187
RTT 1790355502.252 0.050
RTT 1790355502.502 0.152
RTT 1790355502.752 0.052
RTT 1790355503.002 0.065
RTT 1790355503.252 0.104
RTT 1790355503.502 0.056
RTT 1790355503.752 0.052
RTT 1790355504.002 0.056
RTT 1790355504.253 0.192
RTT 1790355504.502 0.060
RTT 1790355504.756 0.081
RTT 1790355505.007 0.157
RTT 1790355505.257 0.073
RTT 1790355505.507 0.066
RTT 1790355505.757 0.102
RTT 1790355506.007 0.055
RTT 1790355506.257 0.062
RTT 1790355506.507 0.063
RTT 1790355506.757 0.087
RTT 1790355507.007 0.062
RTT 1790355507.259 0.092
RTT 1790355507.509 0.083
RTT 1790355507.759 0.074
RTT 1790355508.009 0.077
RTT 1790355508.259 0.064
RTT 1790355508.510 0.359
RTT 1790355508.760 0.135
RTT 1790355509.011 0.172
RTT 1790355509.261 0.057
RTT 1790355509.511 0.061
RTT 1790355509.761 0.285
RTT 1790355510.011 0.181
RTT 1790355510.262 0.152
RTT 1790355510.512 0.171
RTT 1790355510.762 0.062
RTT 1790355511.012 0.119
RTT 1790355511.262 0.134
RTT 1790355511.512 0.138
RTT 1790355511.763 0.135
RTT 1790355512.013 0.073
RTT 1790355512.263 0.179
RTT 1790355512.513 0.158
RTT 1790355512.763 0.156
RTT 1790355513.013 0.084
RTT 1790355513.263 0.137
RTT 1790355513.513 0.149
RTT 1790355513.764 0.198
RTT 1790355514.014 0.121
RTT 1790355514.264 0.136
RTT 1790355514.515 0.433
RTT 1790355514.765 0.305
RTT 1790355515.015 0.146
RTT 1790355515.265 0.141
RTT 1790355515.515 0.250
RTT 1790355515.765 0.134
RTT 1790355516.016 0.195
RTT 1790355516.266 0.083
RTT 1790355516.516 0.301
RTT 1790355516.768 0.400
RTT 1790355517.018 0.136
RTT 1790355517.268 0.178
RTT 1790355517.518 0.100
RTT 1790355517.768 0.167
RTT 1790355518.019 0.703
RTT 1790355518.269 0.436
RTT 1790355518.521 0.107
RTT 1790355518.771 0.130
RTT 1790355519.021 0.087
RTT 1790355519.271 0.095
RTT 1790355519.521 0.160
RTT 1790355519.771 0.105
RTT 1790355520.021 0.067
RTT 1790355520.271 0.066
RTT 1790355520.522 0.155
RTT 1790355520.773 0.086
RTT 1790355521.024 0.128
RTT 1790355521.274 0.069
RTT 1790355521.524 0.294
RTT 1790355521.774 0.137
RTT 1790355522.024 0.143
RTT 1790355522.274 0.087
RTT 1790355522.525 0.312
RTT 1790355522.775 0.191
RTT 1790355523.025 0.280
RTT 1790355523.275 0.145
RTT 1790355523.525 0.150
RTT 1790355523.776 0.274
RTT 1790355524.026 0.072
RTT 1790355524.276 0.060
RTT 1790355524.526 0.230
RTT 1790355524.776 0.048
RTT 1790355525.028 0.218
RTT 1790355525.278 0.068
RTT 1790355525.528 0.078
RTT 1790355525.778 0.075
RTT 1790355526.028 0.148
RTT 1790355526.278 0.079
RTT 1790355526.529 0.065
RTT 1790355526.779 0.072
RTT 1790355527.029 0.135
RTT 1790355527.279 0.284
RTT 1790355527.530 0.155
RTT 1790355527.780 0.075
RTT 1790355528.031 0.568
RTT 1790355528.280 0.090
RTT 1790355528.531 0.132
RTT 1790355528.781 0.093
RTT 1790355529.031 0.111
RTT 1790355529.281 0.092
RTT 1790355529.531 0.071
RTT 1790355529.781 0.072
RTT 1790355530.031 0.077
RTT 1790355530.281 0.076
RTT 1790355530.531 0.066
RTT 1790355530.781 0.070
RTT 1790355531.032 0.153
RTT 1790355531.282 0.079
RTT 1790355531.532 0.075
RTT 1790355531.782 0.195
RTT 1790355532.032 0.068
RTT 1790355532.282 0.086
RTT 1790355532.532 0.073
RTT 1790355532.783 0.214
RTT 1790355533.037 4.112
RTT 1790355533.284 1.157
RTT 1790355533.533 0.164
RTT 1790355533.784 0.391
RTT 1790355534.034 0.098
RTT 1790355534.284 0.084
RTT 1790355534.534 0.099
RTT 1790355534.784 0.096
RTT 1790355535.034 0.099
RTT 1790355535.284 0.100
RTT 1790355535.535 0.116
RTT 1790355535.785 0.137
RTT 1790355536.035 0.133
RTT 1790355536.285 0.093
RTT 1790355536.535 0.223
RTT 1790355536.785 0.123
RTT 1790355537.035 0.142
RTT 1790355537.286 0.090
RTT 1790355537.536 0.128
RTT 1790355537.786 0.155
RTT 1790355538.036 0.098
RTT 1790355538.286 0.109
RTT 1790355538.536 0.086
RTT 1790355538.787 0.067
RTT 1790355539.037 0.075
RTT 1790355539.287 0.097
RTT 1790355539.537 0.083
RTT 1790355539.787 0.079
RTT 1790355540.037 0.068
RTT 1790355540.287 0.104
RTT 1790355540.537 0.169
RTT 1790355540.787 0.123
RTT 1790355541.037 0.090
RTT 1790355541.287 0.073
RTT 1790355541.538 0.230
RTT 1790355541.788 0.240
RTT 1790355542.038 0.094
RTT 1790355542.288 0.081
RTT 1790355542.538 0.150
RTT 1790355542.788 0.079
RTT 1790355543.039 0.204
RTT 1790355543.288 0.063
RTT 1790355543.539 0.121
RTT 1790355543.789 0.080
RTT 1790355544.039 0.094
RTT 1790355544.290 0.882
RTT 1790355544.539 0.102
RTT 1790355544.789 0.394
RTT 1790355545.039 0.081
RTT 1790355545.289 0.111
RTT 1790355545.540 0.238
RTT 1790355545.790 0.099
RTT 1790355546.040 0.149
RTT 1790355546.290 0.075
RTT 1790355546.540 0.123
RTT 1790355546.791 0.091
RTT 1790355547.041 0.128
RTT 1790355547.291 0.091
RTT 1790355547.541 0.195
RTT 1790355547.791 0.190
RTT 1790355548.041 0.118
RTT 1790355548.291 0.099
RTT 1790355548.542 0.130
RTT 1790355548.792 0.133
RTT 1790355549.042 0.126
RTT 1790355549.292 0.260
RTT 1790355549.542 0.179
RTT 1790355549.792 0.129
RTT 1790355550.042 0.065
RTT 1790355550.293 0.403
RTT 1790355550.543 0.113
RTT 1790355550.793 0.150
RTT 1790355551.043 0.364
RTT 1790355551.293 0.093
RTT 1790355551.543 0.098
RTT 1790355551.793 0.083
RTT 1790355552.043 0.087
RTT 1790355552.294 0.139
RTT 1790355552.544 0.105
RTT 1790355552.794 0.204
RTT 1790355553.044 0.138
RTT 1790355553.294 0.095
RTT 1790355553.544 0.122
RTT 1790355553.795 0.122
RTT 1790355554.045 0.254
RTT 1790355554.295 0.141
RTT 1790355554.545 0.134
RTT 1790355554.796 0.265
RTT 1790355555.046 0.089
RTT 1790355555.296 0.132
RTT 1790355555.546 0.086
RTT 1790355555.797 0.642
RTT 1790355556.047 0.206
RTT 1790355556.297 0.133
RTT 1790355556.548 0.554
RTT 1790355556.797 0.083
RTT 1790355557.049 1.882
RTT 1790355557.298 0.147
RTT 1790355557.548 0.121
RTT 1790355557.798 0.133
RTT 1790355558.048 0.080
RTT 1790355558.299 0.099
RTT 1790355558.549 0.116
RTT 1790355558.799 0.116
RTT 1790355559.049 0.273
RTT 1790355559.299 0.147
RTT 1790355559.549 0.115
RTT 1790355559.800 0.217
RTT 1790355560.050 0.104
RTT 1790355560.300 0.107
RTT 1790355560.551 0.706
RTT 1790355560.800 0.238
RTT 1790355561.050 0.127
RTT 1790355561.301 0.327
RTT 1790355561.551 0.144
RTT 1790355561.803 1.964
RTT 1790355562.052 0.704
RTT 1790355562.302 0.537
RTT 1790355562.552 0.363
RTT 1790355562.801 0.128
RTT 1790355563.052 0.141
RTT 1790355563.302 0.107
RTT 1790355563.552 0.092
RTT 1790355563.802 0.056
RTT 1790355564.053 0.695
RTT 1790355564.303 0.103
RTT 1790355564.553 0.102
RTT 1790355564.803 0.099
RTT 1790355565.053 0.071
RTT 1790355565.303 0.078
RTT 1790355565.553 0.094
RTT 1790355565.805 0.092
RTT 1790355566.055 0.098
RTT 1790355566.305 0.148
RTT 1790355566.555 0.200
RTT 1790355566.805 0.079
RTT 1790355567.055 0.222
RTT 1790355567.306 0.295
RTT 1790355567.556 0.719
RTT 1790355567.806 0.410
RTT 1790355568.056 0.096
RTT 1790355568.306 0.100
RTT 1790355568.557 0.108
RTT 1790355568.807 0.101
RTT 1790355569.057 0.059
RTT 1790355569.307 0.080
RTT 1790355569.557 0.077
RTT 1790355569.807 0.341
RTT 1790355570.057 0.086
RTT 1790355570.307 0.099
RTT 1790355570.558 0.395
RTT 1790355570.808 0.056
RTT 1790355571.059 1.351
RTT 1790355571.310 2.462
RTT 1790355571.558 0.101
RTT 1790355571.809 0.495
RTT 1790355572.058 0.112
RTT 1790355572.308 0.060
RTT 1790355572.558 0.070
RTT 1790355572.809 0.058
RTT 1790355573.059 0.103
RTT 1790355573.309 0.080
RTT 1790355573.559 0.076
RTT 1790355573.809 0.085
RTT 1790355574.059 0.175
RTT 1790355574.310 0.168
RTT 1790355574.560 0.090
RTT 1790355574.810 0.089
RTT 1790355575.060 0.088
RTT 1790355575.310 0.100
RTT 1790355575.560 0.079
RTT 1790355575.815 4.124
RTT 1790355576.063 2.028
RTT 1790355576.311 0.106
RTT 1790355576.562 0.865
RTT 1790355576.811 0.238
RTT 1790355577.063 1.439
RTT 1790355577.314 2.364
RTT 1790355577.561 0.110
RTT 1790355577.812 0.143
RTT 1790355578.062 0.325
RTT 1790355578.312 0.088
RTT 1790355578.562 0.064
RTT 1790355578.812 0.087
RTT 1790355579.062 0.079
RTT 1790355579.313 0.295
RTT 1790355579.563 0.273
RTT 1790355579.813 0.214
RTT 1790355580.063 0.096
RTT 1790355580.313 0.078
RTT 1790355580.563 0.105
RTT 1790355580.814 0.560
RTT 1790355581.064 0.366
RTT 1790355581.314 0.282
RTT 1790355581.564 0.305
RTT 1790355581.814 0.396
RTT 1790355582.065 0.764
RTT 1790355582.319 3.665
RTT 1790355582.565 0.109
RTT 1790355582.816 0.588
RTT 1790355583.066 0.481
RTT 1790355583.316 0.077
RTT 1790355583.567 0.535
RTT 1790355583.816 0.082
RTT 1790355584.067 0.220
RTT 1790355584.317 0.116
RTT 1790355584.567 0.099
RTT 1790355584.817 0.059
RTT 1790355585.067 0.100
RTT 1790355585.318 0.066
RTT 1790355585.568 0.102
RTT 1790355585.818 0.073
RTT 1790355586.069 0.114
RTT 1790355586.332 1.188
RTT 1790355586.581 0.146
RTT 1790355586.832 0.889
RTT 1790355587.082 0.102
RTT 1790355587.333 0.903
RTT 1790355587.582 0.140
RTT 1790355587.832 0.139
RTT 1790355588.082 0.131
RTT 1790355588.333 0.139
RTT 1790355588.583 0.107
RTT 1790355588.833 0.138
RTT 1790355589.084 0.219
RTT 1790355589.334 0.098
RTT 1790355589.584 0.222
RTT 1790355589.835 0.066
RTT 1790355590.088 2.947
RTT 1790355590.337 1.986
RTT 1790355590.586 0.582
RTT 1790355590.838 2.480
RTT 1790355591.091 4.986
RTT 1790355591.336 0.343
RTT 1790355591.587 1.005
RTT 1790355591.837 0.719
RTT 1790355592.087 1.165
RTT 1790355592.342 5.253
RTT 1790355592.587 0.076
RTT 1790355592.837 0.093
RTT 1790355593.087 0.094
RTT 1790355593.337 0.162
RTT 1790355593.587 0.061
RTT 1790355593.837 0.151
RTT 1790355594.088 0.134
RTT 1790355594.338 0.485
RTT 1790355594.588 0.362
RTT 1790355594.838 0.103
RTT 1790355595.088 0.181
RTT 1790355595.339 0.097
RTT 1790355595.589 0.061
RTT 1790355595.839 0.087
RTT 1790355596.089 0.094
RTT 1790355596.339 0.077
RTT 1790355596.589 0.077
RTT 1790355596.843 3.779
RTT 1790355597.091 1.400
RTT 1790355597.340 0.367
RTT 1790355597.590 0.104
RTT 1790355597.840 0.087
RTT 1790355598.090 0.089
RTT 1790355598.343 2.653
RTT 1790355598.590 0.062
RTT 1790355598.841 0.082
RTT 1790355599.091 0.067
RTT 1790355599.342 0.801
RTT 1790355599.591 0.084
RTT 1790355599.841 0.087
RTT 1790355600.091 0.126
RTT 1790355600.341 0.248
RTT 1790355600.593 2.112
RTT 1790355600.842 0.087
RTT 1790355601.092 0.114
RTT 1790355601.342 0.095
RTT 1790355601.592 0.074
RTT 1790355601.842 0.087
RTT 1790355602.092 0.187
RTT 1790355602.342 0.072
RTT 1790355602.593 0.072
RTT 1790355602.843 0.083
RTT 1790355603.093 0.098
RTT 1790355603.344 1.577
RTT 1790355603.595 1.773
RTT 1790355603.844 1.150
RTT 1790355604.093 0.062
RTT 1790355604.344 0.075
RTT 1790355604.595 0.112
RTT 1790355604.845 0.090
RTT 1790355605.096 0.076
RTT 1790355605.346 0.099
RTT 1790355605.597 0.099
RTT 1790355605.847 0.120
RTT 1790355606.097 0.249
RTT 1790355606.347 0.088
RTT 1790355606.597 0.086
RTT 1790355606.848 0.236
RTT 1790355607.098 0.098
RTT 1790355607.348 0.097
RTT 1790355607.598 0.125
RTT 1790355607.848 0.610
RTT 1790355608.098 0.106
RTT 1790355608.348 0.163
RTT 1790355608.598 0.143
RTT 1790355608.849 0.215
RTT 1790355609.099 0.284
RTT 1790355609.349 0.276
RTT 1790355609.599 0.217
RTT 1790355609.849 0.114
RTT 1790355610.100 0.238
RTT 1790355610.350 0.171
RTT 1790355610.600 0.185
RTT 1790355610.850 0.073
RTT 1790355611.100 0.079
RTT 1790355611.351 0.292
RTT 1790355611.601 0.197
RTT 1790355611.851 0.269
RTT 1790355612.101 0.140
RTT 1790355612.353 2.004
RTT 1790355612.602 0.324
RTT 1790355612.852 0.173
RTT 1790355613.102 0.156
RTT 1790355613.352 0.080
RTT 1790355613.602 0.120
RTT 1790355613.853 0.381
RTT 1790355614.103 0.214
RTT 1790355614.353 0.182
RTT 1790355614.604 0.870
RTT 1790355614.853 0.126
RTT 1790355615.103 0.091
RTT 1790355615.354 0.289
RTT 1790355615.604 0.085
RTT 1790355615.856 2.457
RTT 1790355616.104 0.281
RTT 1790355616.354 0.130
RTT 1790355616.604 0.199
RTT 1790355616.855 0.273
RTT 1790355617.105 0.310
RTT 1790355617.356 0.254
RTT 1790355617.606 0.455
RTT 1790355617.856 0.289
RTT 1790355618.106 0.121
RTT 1790355618.356 0.089
RTT 1790355618.606 0.070
RTT 1790355618.856 0.115
RTT 1790355619.106 0.160
RTT 1790355619.357 0.145
RTT 1790355619.607 0.385
RTT 1790355619.857 0.093
RTT 1790355620.107 0.145
RTT 1790355620.358 0.281
RTT 1790355620.608 0.296
RTT 1790355620.858 0.270
RTT 1790355621.108 0.248
RTT 1790355621.359 0.577
RTT 1790355621.609 0.194
RTT 1790355621.859 0.146
RTT 1790355622.109 0.087
RTT 1790355622.359 0.224
RTT 1790355622.610 0.191
RTT 1790355622.865 5.124
RTT 1790355623.110 0.302
RTT 1790355623.360 0.137
RTT 1790355623.611 0.289
RTT 1790355623.861 0.117
RTT 1790355624.111 0.191
RTT 1790355624.361 0.222
RTT 1790355624.611 0.157
RTT 1790355624.862 0.423
RTT 1790355625.112 0.167
RTT 1790355625.362 0.126
RTT 1790355625.612 0.147
RTT 1790355625.862 0.146
RTT 1790355626.112 0.077
RTT 1790355626.363 0.291
RTT 1790355626.613 0.144
RTT 1790355626.863 0.172
RTT 1790355627.113 0.260
RTT 1790355627.363 0.110
