TRACER 29525
RTT 1790355394.521 0.032
RTT 1790355394.771 0.157
RTT 1790355395.021 0.167
RTT 1790355395.271 0.099
RTT 1790355395.521 0.071
RTT 1790355395.771 0.059
RTT 1790355396.022 0.178
RTT 1790355396.272 0.201
RTT 1790355396.525 0.409
RTT 1790355396.775 0.165
RTT 1790355397.026 1.010
RTT 1790355397.276 0.560
RTT 1790355397.526 0.411
RTT 1790355397.776 0.117
RTT 1790355398.027 0.125
RTT 1790355398.277 0.434
RTT 1790355398.527 0.144
RTT 1790355398.777 0.137
RTT 1790355399.027 0.135
RTT 1790355399.278 0.188
RTT 1790355399.528 0.225
RTT 1790355399.778 0.314
RTT 1790355400.030 0.602
RTT 1790355400.280 0.501
RTT 1790355400.530 0.269
RTT 1790355400.780 0.453
RTT 1790355401.030 0.088
RTT 1790355401.280 0.133
RTT 1790355401.530 0.110
RTT 1790355401.781 0.137
RTT 1790355402.035 4.004
RTT 1790355402.281 0.293
RTT 1790355402.531 0.221
RTT 1790355402.782 0.393
RTT 1790355403.032 0.073
RTT 1790355403.282 0.134
RTT 1790355403.534 1.192
RTT 1790355403.783 0.217
RTT 1790355404.033 0.123
RTT 1790355404.283 0.314
RTT 1790355404.534 0.309
RTT 1790355404.784 0.203
RTT 1790355405.034 0.118
RTT 1790355405.284 0.201
RTT 1790355405.535 0.165
RTT 1790355405.785 0.178
RTT 1790355406.035 0.118
RTT 1790355406.285 0.193
RTT 1790355406.535 0.159
RTT 1790355406.786 0.327
RTT 1790355407.036 0.103
RTT 1790355407.286 0.458
RTT 1790355407.536 0.256
RTT 1790355407.786 0.130
RTT 1790355408.036 0.175
RTT 1790355408.287 0.332
RTT 1790355408.543 6.211
RTT 1790355408.787 0.131
RTT 1790355409.037 0.067
RTT 1790355409.287 0.132
RTT 1790355409.537 0.169
RTT 1790355409.788 0.336
RTT 1790355410.038 0.137
RTT 1790355410.289 0.281
RTT 1790355410.539 0.161
RTT 1790355410.789 0.155
RTT 1790355411.039 0.248
RTT 1790355411.289 0.129
RTT 1790355411.553 13.293
RTT 1790355411.790 0.125
RTT 1790355412.040 0.118
RTT 1790355412.290 0.058
RTT 1790355412.540 0.149
RTT 1790355412.790 0.132
RTT 1790355413.041 0.303
RTT 1790355413.291 0.139
RTT 1790355413.541 0.307
RTT 1790355413.791 0.307
RTT 1790355414.042 0.238
RTT 1790355414.292 0.119
RTT 1790355414.542 0.072
RTT 1790355414.793 0.187
RTT 1790355415.043 0.156
RTT 1790355415.293 0.059
RTT 1790355415.543 0.207
RTT 1790355415.793 0.203
RTT 1790355416.044 0.134
RTT 1790355416.294 0.259
RTT 1790355416.545 0.221
RTT 1790355416.795 0.150
RTT 1790355417.045 0.123
RTT 1790355417.296 0.549
RTT 1790355417.547 0.843
RTT 1790355417.797 0.715
RTT 1790355418.046 0.043
