TRACER 0
RTT 1790328171.510 0.046
RTT 1790328171.761 0.199
RTT 1790328172.011 0.247
RTT 1790328172.261 0.093
RTT 1790328172.511 0.183
RTT 1790328172.764 0.173
RTT 1790328173.014 0.121
RTT 1790328173.264 0.148
RTT 1790328173.515 0.261
RTT 1790328173.765 0.419
RTT 1790328174.015 0.336
RTT 1790328174.265 0.298
RTT 1790328174.516 0.375
RTT 1790328174.766 0.156
RTT 1790328175.016 0.132
RTT 1790328175.266 0.240
RTT 1790328175.516 0.226
RTT 1790328175.767 0.206
RTT 1790328176.017 0.074
RTT 1790328176.267 0.187
RTT 1790328176.517 0.235
RTT 1790328176.767 0.067
RTT 1790328177.017 0.072
RTT 1790328177.267 0.077
RTT 1790328177.517 0.073
RTT 1790328177.768 0.077
RTT 1790328178.018 0.072
RTT 1790328178.268 0.082
RTT 1790328178.518 0.062
RTT 1790328178.768 0.072
RTT 1790328179.018 0.062
RTT 1790328179.268 0.070
RTT 1790328179.518 0.071
RTT 1790328179.768 0.066
RTT 1790328180.018 0.088
RTT 1790328180.268 0.057
RTT 1790328180.518 0.055
RTT 1790328180.769 0.074
RTT 1790328181.019 0.067
RTT 1790328181.269 0.072
RTT 1790328181.519 0.136
RTT 1790328181.769 0.142
RTT 1790328182.021 2.113
RTT 1790328182.269 0.157
RTT 1790328182.519 0.169
RTT 1790328182.769 0.081
RTT 1790328183.020 0.382
RTT 1790328183.270 0.315
RTT 1790328183.520 0.076
RTT 1790328183.770 0.107
RTT 1790328184.020 0.119
RTT 1790328184.271 0.246
RTT 1790328184.521 0.623
RTT 1790328184.771 0.407
RTT 1790328185.021 0.197
RTT 1790328185.271 0.186
RTT 1790328185.521 0.066
RTT 1790328185.771 0.106
RTT 1790328186.022 0.323
RTT 1790328186.272 0.099
RTT 1790328186.522 0.093
RTT 1790328186.772 0.350
RTT 1790328187.022 0.170
RTT 1790328187.272 0.107
RTT 1790328187.523 0.336
RTT 1790328187.773 0.163
RTT 1790328188.023 0.200
RTT 1790328188.273 0.067
RTT 1790328188.523 0.100
RTT 1790328188.773 0.197
RTT 1790328189.024 0.364
RTT 1790328189.274 0.101
RTT 1790328189.524 0.198
RTT 1790328189.774 0.230
RTT 1790328190.024 0.365
RTT 1790328190.275 0.346
RTT 1790328190.525 0.208
RTT 1790328190.775 0.070
RTT 1790328191.025 0.167
RTT 1790328191.275 0.189
RTT 1790328191.525 0.214
RTT 1790328191.776 0.289
RTT 1790328192.026 0.117
RTT 1790328192.276 0.246
RTT 1790328192.526 0.163
RTT 1790328192.777 0.359
RTT 1790328193.026 0.082
RTT 1790328193.277 0.143
RTT 1790328193.527 0.107
RTT 1790328193.777 0.087
RTT 1790328194.027 0.316
RTT 1790328194.277 0.296
RTT 1790328194.528 0.287
RTT 1790328194.778 0.303
RTT 1790328195.028 0.194
RTT 1790328195.278 0.068
RTT 1790328195.528 0.164
RTT 1790328195.779 0.195
RTT 1790328196.029 0.093
RTT 1790328196.280 1.639
RTT 1790328196.529 0.349
RTT 1790328196.779 0.080
RTT 1790328197.030 0.340
RTT 1790328197.280 0.142
RTT 1790328197.531 0.126
RTT 1790328197.781 0.207
RTT 1790328198.031 0.087
RTT 1790328198.281 0.304
RTT 1790328198.532 0.372
RTT 1790328198.782 0.226
RTT 1790328199.032 0.176
RTT 1790328199.282 0.059
RTT 1790328199.532 0.341
RTT 1790328199.782 0.078
RTT 1790328200.033 0.317
RTT 1790328200.283 0.316
RTT 1790328200.533 0.168
RTT 1790328200.783 0.159
RTT 1790328201.033 0.081
RTT 1790328201.283 0.117
RTT 1790328201.533 0.080
RTT 1790328201.783 0.072
RTT 1790328202.033 0.092
RTT 1790328202.283 0.068
RTT 1790328202.533 0.063
RTT 1790328202.784 0.070
RTT 1790328203.034 0.070
RTT 1790328203.284 0.182
RTT 1790328203.534 0.357
RTT 1790328203.784 0.204
RTT 1790328204.040 0.646
RTT 1790328204.290 0.077
RTT 1790328204.540 0.275
RTT 1790328204.791 0.195
RTT 1790328205.041 0.143
RTT 1790328205.291 0.064
RTT 1790328205.541 0.156
RTT 1790328205.791 0.075
RTT 1790328206.042 0.183
RTT 1790328206.296 4.917
RTT 1790328206.542 0.062
RTT 1790328206.792 0.220
RTT 1790328207.042 0.154
RTT 1790328207.292 0.149
RTT 1790328207.546 3.363
RTT 1790328207.793 0.136
RTT 1790328208.043 0.072
RTT 1790328208.296 2.998
RTT 1790328208.545 2.353
RTT 1790328208.793 0.061
RTT 1790328209.043 0.188
RTT 1790328209.294 0.622
RTT 1790328209.543 0.061
RTT 1790328209.794 0.140
RTT 1790328210.044 0.074
RTT 1790328210.295 1.114
RTT 1790328210.545 0.684
RTT 1790328210.794 0.054
RTT 1790328211.044 0.070
RTT 1790328211.296 1.960
RTT 1790328211.548 3.117
RTT 1790328211.795 0.075
RTT 1790328212.045 0.163
RTT 1790328212.296 1.416
RTT 1790328212.550 4.794
RTT 1790328212.795 0.132
RTT 1790328213.045 0.075
RTT 1790328213.297 2.105
RTT 1790328213.549 4.151
RTT 1790328213.799 3.731
RTT 1790328214.046 0.174
RTT 1790328214.297 1.116
RTT 1790328214.550 3.704
RTT 1790328214.801 4.965
RTT 1790328215.046 0.346
RTT 1790328215.296 0.210
RTT 1790328215.548 1.742
RTT 1790328215.798 1.481
RTT 1790328216.047 0.136
RTT 1790328216.301 4.473
RTT 1790328216.552 5.559
RTT 1790328216.800 3.140
RTT 1790328217.050 3.514
RTT 1790328217.301 2.067
RTT 1790328217.558 8.842
RTT 1790328217.810 11.198
RTT 1790328218.051 1.796
RTT 1790328218.312 12.383
RTT 1790328218.549 0.101
RTT 1790328218.804 5.049
RTT 1790328219.060 10.530
RTT 1790328219.300 0.411
RTT 1790328219.552 2.377
RTT 1790328219.800 0.443
RTT 1790328220.050 0.078
RTT 1790328220.300 0.056
RTT 1790328220.553 2.612
RTT 1790328220.801 1.050
RTT 1790328221.055 4.753
RTT 1790328221.301 0.167
RTT 1790328221.552 1.172
RTT 1790328221.805 3.917
RTT 1790328222.054 2.539
RTT 1790328222.301 0.065
RTT 1790328222.555 4.020
RTT 1790328222.806 4.307
RTT 1790328223.055 3.792
RTT 1790328223.306 4.627
RTT 1790328223.555 3.755
RTT 1790328223.806 4.569
RTT 1790328224.052 0.155
RTT 1790328224.306 4.267
RTT 1790328224.557 5.002
RTT 1790328224.806 3.199
RTT 1790328225.053 0.206
RTT 1790328225.308 5.157
RTT 1790328225.557 4.752
RTT 1790328225.803 0.141
RTT 1790328226.055 2.164
RTT 1790328226.303 0.138
RTT 1790328226.555 2.096
RTT 1790328226.803 0.062
RTT 1790328227.062 8.385
RTT 1790328227.304 0.304
RTT 1790328227.560 6.167
RTT 1790328227.805 1.142
RTT 1790328228.056 2.742
RTT 1790328228.304 0.118
RTT 1790328228.557 3.400
RTT 1790328228.807 2.627
RTT 1790328229.066 11.528
RTT 1790328229.306 1.576
RTT 1790328229.555 0.733
RTT 1790328229.805 0.071
RTT 1790328230.057 2.739
RTT 1790328230.307 2.200
RTT 1790328230.555 0.125
RTT 1790328230.806 1.052
RTT 1790328231.060 4.765
RTT 1790328231.309 4.076
RTT 1790328231.559 3.662
RTT 1790328231.808 2.851
RTT 1790328232.060 4.037
RTT 1790328232.306 0.060
RTT 1790328232.556 0.457
RTT 1790328232.807 1.059
RTT 1790328233.061 4.405
RTT 1790328233.311 5.080
RTT 1790328233.560 4.006
RTT 1790328233.808 1.518
RTT 1790328234.057 0.103
RTT 1790328234.309 2.355
RTT 1790328234.562 5.184
RTT 1790328234.811 3.692
RTT 1790328235.065 8.084
RTT 1790328235.310 2.845
RTT 1790328235.560 2.873
RTT 1790328235.810 2.464
RTT 1790328236.058 0.055
RTT 1790328236.309 0.929
RTT 1790328236.562 4.590
RTT 1790328236.814 5.662
RTT 1790328237.061 2.806
RTT 1790328237.311 2.505
RTT 1790328237.558 0.072
RTT 1790328237.813 4.941
RTT 1790328238.062 3.566
RTT 1790328238.309 0.110
RTT 1790328238.564 5.192
RTT 1790328238.811 2.496
RTT 1790328239.063 3.901
RTT 1790328239.313 3.810
RTT 1790328239.563 3.514
RTT 1790328239.814 4.976
RTT 1790328240.064 4.596
RTT 1790328240.310 0.078
RTT 1790328240.560 0.063
RTT 1790328240.812 1.472
RTT 1790328241.064 4.113
RTT 1790328241.314 3.313
RTT 1790328241.565 4.122
RTT 1790328241.816 4.967
RTT 1790328242.063 2.714
RTT 1790328242.314 3.626
RTT 1790328242.564 2.836
RTT 1790328242.816 4.574
RTT 1790328243.066 4.647
RTT 1790328243.315 3.829
RTT 1790328243.565 3.765
RTT 1790328243.812 0.062
RTT 1790328244.062 0.168
RTT 1790328244.314 2.413
RTT 1790328244.566 4.327
RTT 1790328244.812 0.063
RTT 1790328245.062 0.326
RTT 1790328245.316 3.692
RTT 1790328245.566 3.715
RTT 1790328245.812 0.139
RTT 1790328246.067 4.612
RTT 1790328246.313 0.630
RTT 1790328246.565 1.861
RTT 1790328246.813 0.203
RTT 1790328247.066 2.419
RTT 1790328247.316 2.282
RTT 1790328247.565 1.379
RTT 1790328247.814 0.087
RTT 1790328248.064 0.057
RTT 1790328248.319 5.560
RTT 1790328248.564 0.071
RTT 1790328248.820 5.913
RTT 1790328249.064 0.506
RTT 1790328249.314 0.335
RTT 1790328249.569 4.365
RTT 1790328249.818 3.386
RTT 1790328250.065 0.161
RTT 1790328250.318 2.835
RTT 1790328250.567 2.615
RTT 1790328250.815 0.548
RTT 1790328251.069 3.521
RTT 1790328251.319 3.501
RTT 1790328251.569 3.756
RTT 1790328251.818 2.642
RTT 1790328252.069 3.934
RTT 1790328252.319 3.119
RTT 1790328252.568 1.979
RTT 1790328252.817 1.790
RTT 1790328253.075 9.069
RTT 1790328253.320 4.217
RTT 1790328253.572 5.732
RTT 1790328253.818 0.200
RTT 1790328254.069 1.820
RTT 1790328254.321 2.952
RTT 1790328254.572 4.565
RTT 1790328254.819 0.177
RTT 1790328255.071 2.233
RTT 1790328255.327 8.622
