TRACER 0
RTT 1790325341.563 0.046
RTT 1790325341.813 0.206
RTT 1790325342.063 0.147
RTT 1790325342.313 0.151
RTT 1790325342.564 0.144
RTT 1790325342.814 0.147
RTT 1790325343.064 0.062
RTT 1790325343.314 0.164
RTT 1790325343.564 0.106
RTT 1790325343.814 0.064
RTT 1790325344.067 2.756
RTT 1790325344.315 0.279
RTT 1790325344.565 0.732
RTT 1790325344.815 0.148
RTT 1790325345.066 1.157
RTT 1790325345.315 0.088
RTT 1790325345.567 0.151
RTT 1790325345.818 0.057
RTT 1790325346.069 0.141
RTT 1790325346.319 0.168
RTT 1790325346.570 0.982
RTT 1790325346.820 1.154
RTT 1790325347.070 0.270
RTT 1790325347.320 0.088
RTT 1790325347.570 0.291
RTT 1790325347.820 0.193
RTT 1790325348.070 0.084
RTT 1790325348.321 0.285
RTT 1790325348.571 0.184
RTT 1790325348.821 0.128
RTT 1790325349.071 0.162
RTT 1790325349.321 0.148
RTT 1790325349.571 0.083
RTT 1790325349.821 0.143
RTT 1790325350.071 0.221
RTT 1790325350.322 0.346
RTT 1790325350.572 0.380
RTT 1790325350.823 1.279
RTT 1790325351.073 0.361
RTT 1790325351.323 0.156
RTT 1790325351.573 0.157
RTT 1790325351.823 0.526
RTT 1790325352.073 0.083
RTT 1790325352.323 0.069
RTT 1790325352.573 0.064
RTT 1790325352.824 0.298
RTT 1790325353.074 0.061
RTT 1790325353.324 0.170
RTT 1790325353.574 0.157
RTT 1790325353.824 0.187
RTT 1790325354.075 0.138
RTT 1790325354.325 0.083
RTT 1790325354.575 0.142
RTT 1790325354.825 0.279
RTT 1790325355.075 0.138
RTT 1790325355.326 0.280
RTT 1790325355.576 0.301
RTT 1790325355.827 0.310
RTT 1790325356.077 0.224
RTT 1790325356.327 0.326
RTT 1790325356.577 0.210
RTT 1790325356.827 0.150
RTT 1790325357.078 0.299
RTT 1790325357.328 0.253
RTT 1790325357.578 0.194
RTT 1790325357.828 0.210
RTT 1790325358.078 0.146
RTT 1790325358.329 0.217
RTT 1790325358.579 0.331
RTT 1790325358.829 0.357
RTT 1790325359.079 0.284
RTT 1790325359.329 0.300
RTT 1790325359.579 0.222
RTT 1790325359.830 0.369
RTT 1790325360.080 0.219
RTT 1790325360.330 0.208
RTT 1790325360.580 0.201
RTT 1790325360.831 0.172
RTT 1790325361.081 0.183
RTT 1790325361.331 0.176
RTT 1790325361.581 0.370
RTT 1790325361.833 1.456
RTT 1790325362.082 0.140
RTT 1790325362.332 0.193
RTT 1790325362.582 0.144
RTT 1790325362.832 0.224
RTT 1790325363.082 0.299
RTT 1790325363.332 0.168
RTT 1790325363.583 0.508
RTT 1790325363.835 2.341
RTT 1790325364.083 0.271
RTT 1790325364.333 0.177
RTT 1790325364.583 0.162
RTT 1790325364.834 0.128
RTT 1790325365.084 0.319
RTT 1790325365.334 0.181
RTT 1790325365.584 0.187
RTT 1790325365.835 0.684
RTT 1790325366.085 0.171
RTT 1790325366.336 0.342
RTT 1790325366.586 0.290
RTT 1790325366.837 0.215
RTT 1790325367.087 0.187
RTT 1790325367.337 0.171
RTT 1790325367.587 0.148
RTT 1790325367.837 0.152
RTT 1790325368.088 0.134
RTT 1790325368.338 0.130
RTT 1790325368.588 0.149
RTT 1790325368.838 0.080
RTT 1790325369.088 0.182
RTT 1790325369.339 0.155
RTT 1790325369.589 0.172
RTT 1790325369.839 0.152
RTT 1790325370.090 0.142
RTT 1790325370.340 0.167
RTT 1790325370.591 1.145
RTT 1790325370.840 0.164
RTT 1790325371.090 0.061
RTT 1790325371.341 0.154
RTT 1790325371.591 0.147
RTT 1790325371.841 0.152
RTT 1790325372.091 0.251
RTT 1790325372.341 0.111
RTT 1790325372.591 0.137
RTT 1790325372.841 0.142
RTT 1790325373.091 0.135
RTT 1790325373.342 0.186
RTT 1790325373.592 0.197
RTT 1790325373.842 0.294
RTT 1790325374.092 0.313
RTT 1790325374.342 0.331
RTT 1790325374.592 0.145
RTT 1790325374.843 0.173
RTT 1790325375.093 0.165
RTT 1790325375.344 0.364
RTT 1790325375.594 0.388
RTT 1790325375.844 0.162
RTT 1790325376.094 0.220
RTT 1790325376.344 0.172
RTT 1790325376.594 0.161
RTT 1790325376.844 0.142
RTT 1790325377.095 0.246
RTT 1790325377.345 0.274
RTT 1790325377.596 0.704
RTT 1790325377.845 0.266
RTT 1790325378.096 0.390
RTT 1790325378.346 0.071
RTT 1790325378.596 0.266
RTT 1790325378.847 0.438
RTT 1790325379.097 0.454
RTT 1790325379.347 0.585
RTT 1790325379.597 0.128
RTT 1790325379.847 0.198
RTT 1790325380.098 0.284
RTT 1790325380.348 0.088
RTT 1790325380.598 0.136
RTT 1790325380.848 0.114
RTT 1790325381.098 0.213
RTT 1790325381.348 0.069
RTT 1790325381.598 0.070
RTT 1790325381.849 0.183
RTT 1790325382.099 0.167
RTT 1790325382.349 0.150
RTT 1790325382.600 0.137
RTT 1790325382.850 0.197
RTT 1790325383.101 0.238
RTT 1790325383.352 0.242
RTT 1790325383.602 0.720
RTT 1790325383.853 0.463
RTT 1790325384.103 0.571
RTT 1790325384.353 0.168
RTT 1790325384.603 0.172
RTT 1790325384.853 0.161
RTT 1790325385.103 0.173
RTT 1790325385.353 0.181
RTT 1790325385.603 0.164
RTT 1790325385.854 0.960
RTT 1790325386.104 0.187
RTT 1790325386.354 0.164
RTT 1790325386.604 0.073
RTT 1790325386.854 0.256
RTT 1790325387.104 0.100
RTT 1790325387.356 1.303
RTT 1790325387.605 0.323
RTT 1790325387.855 0.186
RTT 1790325388.105 0.253
RTT 1790325388.356 0.272
RTT 1790325388.606 0.264
RTT 1790325388.856 0.576
RTT 1790325389.107 0.994
RTT 1790325389.358 2.100
RTT 1790325389.607 0.409
RTT 1790325389.857 0.140
RTT 1790325390.107 0.104
RTT 1790325390.357 0.213
RTT 1790325390.610 2.825
RTT 1790325390.857 0.073
RTT 1790325391.107 0.109
RTT 1790325391.358 0.206
RTT 1790325391.608 0.094
RTT 1790325391.858 0.184
RTT 1790325392.108 0.128
RTT 1790325392.369 6.255
RTT 1790325392.613 0.099
RTT 1790325392.863 0.056
RTT 1790325393.113 0.111
RTT 1790325393.363 0.135
RTT 1790325393.614 0.348
RTT 1790325393.864 0.162
RTT 1790325394.116 2.377
RTT 1790325394.364 0.164
RTT 1790325394.614 0.103
RTT 1790325394.864 0.106
RTT 1790325395.114 0.104
RTT 1790325395.364 0.097
RTT 1790325395.615 0.150
RTT 1790325395.866 0.800
RTT 1790325396.116 0.202
RTT 1790325396.366 0.186
RTT 1790325396.616 0.152
RTT 1790325396.867 0.135
RTT 1790325397.117 0.080
RTT 1790325397.367 0.688
RTT 1790325397.617 0.111
RTT 1790325397.868 1.415
RTT 1790325398.117 0.124
RTT 1790325398.368 0.180
RTT 1790325398.618 0.357
RTT 1790325398.869 0.110
RTT 1790325399.120 0.468
RTT 1790325399.370 0.524
RTT 1790325399.621 0.541
RTT 1790325399.871 0.523
RTT 1790325400.121 0.146
RTT 1790325400.371 0.126
RTT 1790325400.622 0.291
RTT 1790325400.872 0.385
RTT 1790325401.122 0.140
RTT 1790325401.372 0.076
RTT 1790325401.622 0.138
RTT 1790325401.872 0.167
RTT 1790325402.122 0.086
RTT 1790325402.372 0.088
RTT 1790325402.622 0.088
RTT 1790325402.873 0.083
RTT 1790325403.123 0.131
RTT 1790325403.373 0.073
RTT 1790325403.623 0.058
RTT 1790325403.873 0.080
RTT 1790325404.123 0.237
RTT 1790325404.374 0.060
RTT 1790325404.624 0.072
RTT 1790325404.874 0.073
RTT 1790325405.124 0.100
RTT 1790325405.375 1.410
RTT 1790325405.625 0.970
RTT 1790325405.874 0.086
RTT 1790325406.124 0.244
RTT 1790325406.374 0.150
RTT 1790325406.624 0.066
RTT 1790325406.875 0.066
RTT 1790325407.138 12.922
RTT 1790325407.376 0.680
RTT 1790325407.625 0.068
RTT 1790325407.875 0.062
RTT 1790325408.125 0.087
RTT 1790325408.376 0.472
RTT 1790325408.626 0.403
RTT 1790325408.876 0.074
RTT 1790325409.126 0.063
RTT 1790325409.376 0.191
RTT 1790325409.630 3.381
RTT 1790325409.881 4.700
RTT 1790325410.127 0.117
RTT 1790325410.404 20.823
RTT 1790325410.634 0.710
RTT 1790325410.883 0.064
RTT 1790325411.134 0.673
RTT 1790325411.384 0.332
RTT 1790325411.635 0.296
RTT 1790325411.885 0.084
RTT 1790325412.136 0.460
RTT 1790325412.393 2.992
RTT 1790325412.644 3.490
RTT 1790325412.891 0.120
RTT 1790325413.141 0.429
RTT 1790325413.391 0.122
RTT 1790325413.641 0.153
RTT 1790325413.891 0.085
RTT 1790325414.142 0.073
RTT 1790325414.392 0.123
RTT 1790325414.642 0.082
RTT 1790325414.892 0.075
RTT 1790325415.142 0.086
RTT 1790325415.392 0.068
RTT 1790325415.642 0.089
RTT 1790325415.893 0.091
RTT 1790325416.143 0.078
RTT 1790325416.393 0.079
RTT 1790325416.643 0.094
RTT 1790325416.893 0.067
RTT 1790325417.143 0.067
RTT 1790325417.393 0.084
RTT 1790325417.643 0.072
RTT 1790325417.893 0.146
RTT 1790325418.144 0.085
RTT 1790325418.394 0.100
RTT 1790325418.644 0.209
RTT 1790325418.894 0.086
RTT 1790325419.144 0.233
RTT 1790325419.394 0.107
RTT 1790325419.644 0.102
RTT 1790325419.894 0.124
RTT 1790325420.145 0.163
RTT 1790325420.395 0.358
RTT 1790325420.647 2.486
RTT 1790325420.895 0.205
RTT 1790325421.149 0.118
RTT 1790325421.399 0.125
RTT 1790325421.649 0.243
RTT 1790325421.901 0.215
RTT 1790325422.473 321.995
RTT 1790325422.475 1.073
RTT 1790325422.724 0.150
RTT 1790325422.974 0.074
RTT 1790325423.224 0.452
RTT 1790325423.474 0.203
RTT 1790325423.725 0.984
RTT 1790325423.975 0.071
RTT 1790325424.225 0.070
RTT 1790325424.475 0.130
RTT 1790325424.726 0.145
RTT 1790325424.976 0.100
RTT 1790325425.226 0.070
RTT 1790325425.476 0.059
RTT 1790325425.726 0.064
RTT 1790325425.976 0.057
RTT 1790325426.226 0.155
RTT 1790325426.478 0.064
RTT 1790325426.728 0.118
RTT 1790325426.978 0.060
RTT 1790325427.228 0.158
RTT 1790325427.478 0.100
RTT 1790325427.728 0.070
RTT 1790325427.978 0.136
RTT 1790325428.228 0.147
RTT 1790325428.478 0.081
RTT 1790325428.729 0.133
RTT 1790325428.979 0.054
RTT 1790325429.230 0.609
RTT 1790325429.480 0.058
RTT 1790325429.730 0.079
RTT 1790325429.981 0.373
RTT 1790325430.231 0.162
RTT 1790325430.481 0.106
RTT 1790325430.731 0.286
RTT 1790325430.981 0.066
RTT 1790325431.232 0.187
RTT 1790325431.482 0.070
RTT 1790325431.732 0.282
RTT 1790325431.982 0.102
RTT 1790325432.232 0.116
RTT 1790325432.483 0.083
RTT 1790325432.733 0.066
RTT 1790325432.983 0.074
RTT 1790325433.233 0.067
RTT 1790325433.483 0.114
RTT 1790325433.733 0.081
RTT 1790325433.983 0.079
RTT 1790325434.234 0.380
RTT 1790325434.484 0.087
RTT 1790325434.734 0.743
RTT 1790325434.984 0.077
RTT 1790325435.234 0.061
RTT 1790325435.485 0.604
RTT 1790325435.735 0.292
RTT 1790325435.985 0.150
RTT 1790325436.236 1.290
RTT 1790325436.487 0.360
RTT 1790325436.737 0.087
RTT 1790325436.988 0.926
RTT 1790325437.238 0.109
RTT 1790325437.488 0.078
RTT 1790325437.738 0.069
RTT 1790325437.989 0.363
RTT 1790325438.239 0.130
RTT 1790325438.489 0.061
RTT 1790325438.739 0.121
RTT 1790325438.989 0.079
RTT 1790325439.240 0.141
RTT 1790325439.490 0.073
RTT 1790325439.740 0.121
RTT 1790325439.991 0.542
RTT 1790325440.242 1.321
RTT 1790325440.491 0.100
RTT 1790325440.741 0.099
RTT 1790325440.991 0.126
RTT 1790325441.242 0.686
RTT 1790325441.491 0.084
RTT 1790325441.742 0.410
RTT 1790325441.993 0.201
RTT 1790325442.244 0.163
RTT 1790325442.495 1.068
RTT 1790325442.746 2.332
RTT 1790325442.995 0.720
RTT 1790325443.244 0.066
RTT 1790325443.495 0.570
RTT 1790325443.745 0.096
RTT 1790325443.995 0.189
RTT 1790325444.245 0.155
RTT 1790325444.495 0.120
RTT 1790325444.746 0.374
RTT 1790325444.996 0.130
RTT 1790325445.246 0.127
RTT 1790325445.496 0.153
RTT 1790325445.747 0.176
RTT 1790325445.997 0.087
RTT 1790325446.248 0.113
RTT 1790325446.498 0.090
RTT 1790325446.748 0.150
RTT 1790325446.998 0.078
RTT 1790325447.248 0.157
RTT 1790325447.499 0.060
RTT 1790325447.751 1.759
RTT 1790325447.999 0.086
RTT 1790325448.249 0.138
RTT 1790325448.499 0.088
RTT 1790325448.749 0.135
RTT 1790325449.000 0.151
RTT 1790325449.250 0.133
RTT 1790325449.500 0.063
RTT 1790325449.750 0.094
RTT 1790325450.000 0.145
RTT 1790325450.250 0.080
RTT 1790325450.500 0.167
RTT 1790325450.751 0.122
RTT 1790325451.001 0.146
RTT 1790325451.251 0.069
RTT 1790325451.501 0.089
RTT 1790325451.751 0.148
RTT 1790325452.001 0.139
RTT 1790325452.251 0.077
RTT 1790325452.501 0.169
RTT 1790325452.751 0.109
RTT 1790325453.002 0.073
RTT 1790325453.252 0.072
RTT 1790325453.502 0.063
RTT 1790325453.752 0.079
RTT 1790325454.002 0.128
RTT 1790325454.252 0.111
RTT 1790325454.502 0.076
RTT 1790325454.752 0.224
RTT 1790325455.005 2.781
